Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días),Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:Número de licitantes
ocds-dgv273-seacev3-1191351,ocds-dgv273-seacev3-1191351-2026-08-13T10:27:58.203209-05:00,compiled,2026-08-13T10:27:58.203196-05:00,ocds-dgv273-seacev3-1191351,2026-08-13T10:27:58.203214-05:00,tender,PE-CONSUCODE-948,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE MAYOCC,Fondos Públicos,CREACION DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN EL MIRADOR SAN CRISTÓBAL DEL   DISTRITO DE SAN MIGUEL DE MAYOCC DE LA PROVINCIA DE CHURCAMPA DEL DEPARTAMENTO DE HUANCAVELICA,2674241,1191351,CP-ABR-1-2026-MDSMM-1,"SERVICIO DE SUMINISTRO, FABRICACIÓN Y MONTAJE DE ESTRUCTURA METÁLICA, SUMINISTRO, COLOCACIÓN DE ACCESORIOS, EQUIPAMIENTO Y MONTAJE DE TIROLESA Y PUENTE ESCALERA A TODO COSTO.",PE-CONSUCODE-948,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL DE MAYOCC,2026-02-27T10:18:00-05:00,,Concurso Público Abreviado,services,services,161997.08,PEN,Soles,161997.08,2026-02-27T00:00:00-05:00,2026-02-27T00:00:00-05:00,2026-02-28T00:01:00-05:00,2026-03-04T23:59:00-05:00,4,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,,,,14
ocds-dgv273-seacev3-1186695,ocds-dgv273-seacev3-1186695-2026-08-13T10:27:57.729938-05:00,compiled,2026-08-13T10:27:57.729925-05:00,ocds-dgv273-seacev3-1186695,2026-08-13T10:27:57.729944-05:00,tender,PE-CONSUCODE-200019,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),Fondos Públicos,,,1186695,DIRECTA-DIRECTA-2-2026-MTC/20-1,SERVICIO DE RECUPERACIÓN DE LA TRANSITABILIDAD EN LOS SECTORES:QUEBRADA SUCHIMAN Y PUENTE COMA,PE-CONSUCODE-200019,MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE NACIONAL (PROVIAS NACIONAL),2026-02-05T17:06:00-05:00,direct,Contratación Directa,services,services,13230119.0,PEN,Soles,13230119.0,,,,,,False,2026-02,añoPublicacionProceso;mesPublicacionProceso,13230119.0,PEN,Soles,2
ocds-dgv273-seacev3-2026-1834-3,ocds-dgv273-seacev3-2026-1834-3-2026-08-13T10:27:57.690342-05:00,compiled,2026-08-13T10:27:57.690330-05:00,ocds-dgv273-seacev3-2026-1834-3,2026-08-13T10:27:57.690348-05:00,tender,PE-CONSUCODE-1834,MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA,Fondos Públicos,,,1186281,LP-ABR-1-2026-OC-DEC-MDAA-T-1,ADQUISICIÓN DE LECHE EVAPORADA ENTERA PARA EL PROGRAMA DEL VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL ALTO DE LA ALIANZA,PE-CONSUCODE-1834,MUNICIPALIDAD DISTRITAL DE ALTO DE LA ALIANZA,2026-02-03T15:35:00-05:00,,Licitación Pública Abreviada,goods,goods,177885.6,PEN,Soles,177885.6,2026-02-03T00:00:00-05:00,2026-02-03T00:00:00-05:00,2026-02-04T00:01:00-05:00,2026-02-06T23:59:00-05:00,2,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,177885.6,PEN,Soles,5
ocds-dgv273-seacev3-1191622,ocds-dgv273-seacev3-1191622-2026-08-13T10:27:47.386362-05:00,compiled,2026-08-13T10:27:47.386350-05:00,ocds-dgv273-seacev3-1191622,2026-08-13T10:27:47.386368-05:00,tender,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,Fondos Públicos,,,1191622,CP-ABR-8-2026-MDNCH/OC-1,MANTENIMIENTO DE LOCAL MULTIPROPOSITO EN LA MZ. V LOTE 21 DEL PUEBLO JOVEN 3 DE OCTUBRE DEL DISTRITO DE NUEVO CHIMBOTE - SANTA - ANCASH,PE-CONSUCODE-278,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE,2026-02-26T21:43:00-05:00,,Concurso Público Abreviado,services,services,233614.89,PEN,Soles,233614.89,2026-02-26T00:00:00-05:00,2026-02-26T00:00:00-05:00,2026-02-27T00:01:00-05:00,2026-03-03T23:59:00-05:00,4,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,,,,30
ocds-dgv273-seacev3-1186148,ocds-dgv273-seacev3-1186148-2026-08-13T10:27:35.942064-05:00,compiled,2026-08-13T10:27:35.942050-05:00,ocds-dgv273-seacev3-1186148,2026-08-13T10:27:35.942069-05:00,tender,PE-CONSUCODE-953,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,Fondos Públicos,,,1186148,SIE-SIE-1-2026-MDCH/DEC-1,ADQUISICION DE COMBUSTIBLE PARA LAS DIFERENTES OFICINAS DE LA MUNICIPALIDAD DISTRITAL DE CHURUBAMBA PARA EL AÑO 2026,PE-CONSUCODE-953,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA,2026-02-02T18:53:00-05:00,open,Subasta Inversa Electrónica,goods,goods,300111.6,PEN,Soles,300111.6,2026-02-02T00:00:00-05:00,2026-02-02T00:00:00-05:00,,,,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,300111.6,PEN,Soles,4
ocds-dgv273-seacev3-1239873,ocds-dgv273-seacev3-1239873-2026-08-12T10:30:45.320032-05:00,compiled,2026-08-12T10:30:45.320019-05:00,ocds-dgv273-seacev3-1239873,2026-08-12T10:30:45.320038-05:00,tender,PE-CONSUCODE-1214,MUNICIPALIDAD DISTRITAL DE SANAGORAN,Fondos Privados,,,1239873,RES-PROC-1-2026-MDS-1,"AMPLIACION DEL SERVICIO DE SUMINISTRO ELÉCTRICO DOMICILIARIO EN ZONAS RURALES EN CASERIOS SHILOMAS, LA CALZADA Y EL SAUCE DE CENTRO POBLADO SANAGORAN DISTRITO DE SANAGORAN DE LA PROVINCIA DE SANCHEZ CARRION DEL DEPARTAMENTO DE LA LIBERTAD",PE-CONSUCODE-1214,MUNICIPALIDAD DISTRITAL DE SANAGORAN,2026-07-08T08:59:00-05:00,open,Regímen Especial,works,works,3754774.61,PEN,Soles,3754774.61,2026-02-02T00:00:00-05:00,2026-02-02T00:00:00-05:00,2026-02-03T08:30:00-05:00,2026-02-05T17:30:00-05:00,2,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,,,,
ocds-dgv273-seacev3-1186739,ocds-dgv273-seacev3-1186739-2026-08-12T10:30:37.921926-05:00,compiled,2026-08-12T10:30:37.921914-05:00,ocds-dgv273-seacev3-1186739,2026-08-12T10:30:37.921931-05:00,tender,PE-CONSUCODE-205210,AUTORIDAD NACIONAL DE INFRAESTRUCTURA,Fondos Públicos,,,1186739,CP-ABR-18-2025-ANIN/DAI-2,CONTRATACION DEL SERVICIO DE MANTENIMIENTO  ANUAL PARA CONSERVAR  LA SECCION DEL CANAL SUR  DEL PROYECTO: CREACION DE LOS SERVICIOS  DE PROTECCION CONTRA INUNDACIONES  DE LAS AGUAS  DE LAS AVENIDAS DE LA CUENCA  DE LA QUEBRADA  EL LEON EN LOS DISTRITOS  DE LA ESPERANZA Y HUANCHACO DE  PROV. TRUJILLO,PE-CONSUCODE-205210,AUTORIDAD NACIONAL DE INFRAESTRUCTURA,2026-02-12T18:08:00-05:00,,Concurso Público Abreviado,services,services,321621.0,PEN,Soles,321621.0,2026-02-12T00:00:00-05:00,2026-02-12T00:00:00-05:00,2026-02-13T00:01:00-05:00,2026-02-17T23:59:00-05:00,4,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,,,,13
ocds-dgv273-seacev3-1187739,ocds-dgv273-seacev3-1187739-2026-08-12T10:30:16.328583-05:00,compiled,2026-08-12T10:30:16.328569-05:00,ocds-dgv273-seacev3-1187739,2026-08-12T10:30:16.328589-05:00,tender,PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DEL SISTEMA INTEGRAL DE AGUA POTABLE Y SANEAMIENTO EN LAS LOCALIDADES DE COATA, SUCASCO Y ALMOZANCHE, DISTRITO DE COATA - PUNO - PUNO",2188775,1187739,CP-ABR-1-2026-VIVIENDA/PNSU-1,"SERVICIO DE CUSTODIA PARA LA OBRA INCONCLUSA CON CONTRATO RESUELTO, ETAPA II DEL PROYECTO ¿MEJORAMIENTO Y AMPLIACIÓN DEL SISTEMA INTEGRAL DE AGUA POTABLE Y SANEAMIENTO EN LAS LOCALIDADES DE COATA, SUCASCO Y ALMOZANCHE, DISTRITO DE COATA-PUNO-PUNO, CUI 2188775¿",PE-CONSUCODE-200025,PROGRAMA NACIONAL DE SANEAMIENTO URBANO,2026-02-13T17:59:00-05:00,,Concurso Público Abreviado,services,services,267152.0,PEN,Soles,267152.0,2026-02-13T00:00:00-05:00,2026-02-13T00:00:00-05:00,2026-02-14T00:01:00-05:00,2026-02-18T23:59:00-05:00,4,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,,,,4
ocds-dgv273-seacev3-1189437,ocds-dgv273-seacev3-1189437-2026-08-12T10:30:04.973623-05:00,compiled,2026-08-12T10:30:04.973610-05:00,ocds-dgv273-seacev3-1189437,2026-08-12T10:30:04.973628-05:00,tender,PE-CONSUCODE-10141,COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,Fondos Públicos,,,1189437,CP-ABR-19-2026-DEVIDA-2,SERVICIO DE RESPALDO DE SERVIDORES,PE-CONSUCODE-10141,COMISIÓN NACIONAL PARA EL DESARROLLO Y VIDA SIN DROGAS - DEVIDA,2026-02-19T15:07:00-05:00,,Concurso Público Abreviado,services,services,250000.0,PEN,Soles,250000.0,2026-02-19T00:00:00-05:00,2026-02-19T00:00:00-05:00,2026-02-20T00:01:00-05:00,2026-02-25T23:59:00-05:00,5,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,525000.0,PEN,Soles,21
ocds-dgv273-seacev3-1205710,ocds-dgv273-seacev3-1205710-2026-08-12T10:30:04.928369-05:00,compiled,2026-08-12T10:30:04.928356-05:00,ocds-dgv273-seacev3-1205710,2026-08-12T10:30:04.928374-05:00,tender,PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,Fondos Públicos,,,1205710,CP-ABR-2-2026-MDY-1,MANTENIMIENTO DE LA INFRAESTRUCTURA DEPORTIVA Y RECREATIVA DE LA ASOCIACION DE VIVIENDA DE LOS TRABAJORES DEL MINISTERIO DE TRANSPORTES Y COMUINICACIONES SECTOR EMPLEADOS MZ E PROVINCIA AREQUIPA DEPARTAMENTO AREQUIPA,PE-CONSUCODE-422,MUNICIPALIDAD DISTRITAL DE YURA,2026-02-10T23:48:00-05:00,,Concurso Público Abreviado,services,services,345000.0,PEN,Soles,345000.0,2026-02-10T00:00:00-05:00,2026-02-10T00:00:00-05:00,2026-02-11T00:01:00-05:00,2026-02-16T23:59:00-05:00,5,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,1267429.58,PEN,Soles,50
ocds-dgv273-seacev3-1188439,ocds-dgv273-seacev3-1188439-2026-08-12T10:30:04.554260-05:00,compiled,2026-08-12T10:30:04.554247-05:00,ocds-dgv273-seacev3-1188439,2026-08-12T10:30:04.554266-05:00,tender,PE-CONSUCODE-1851,MUNICIPALIDAD DISTRITAL DE ITE,Fondos Públicos,,,1188439,SIE-SIE-1-2026-OC-MDI-1,"ADQUISICION DE DIESEL B5 S50 PARA EL MANTENIMIENTO PREVENTIVO DE LAS DEFENSAS RIBEREÑAS DE LA QUEBRADA AGUA SALADA DEL SECTOR SAN ISIDRO - ALFARILLO DEL DISTRITO DE ITE, PROVINCIA DE JORGE BASADRE-DEPARTAMENTO DE TACNA.",PE-CONSUCODE-1851,MUNICIPALIDAD DISTRITAL DE ITE,2026-02-13T23:55:00-05:00,open,Subasta Inversa Electrónica,goods,goods,299200.0,PEN,Soles,299200.0,2026-02-13T00:00:00-05:00,2026-02-13T00:00:00-05:00,,,,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,299200.0,PEN,Soles,7
ocds-dgv273-seacev3-2026-2009-98,ocds-dgv273-seacev3-2026-2009-98-2026-08-12T10:29:43.580432-05:00,compiled,2026-08-12T10:29:43.580419-05:00,ocds-dgv273-seacev3-2026-2009-98,2026-08-12T10:29:43.580438-05:00,tender,PE-CONSUCODE-2009,GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA DE RIEGO EN LAS COMUNIDADES DE CHULLCUISA, SANTA ROSA, CUPISA, CHAMPACCOCHA, ANCATIRA, CHOCCECANCHA Y ARGAMA ALTA, DISTRITOS DE SAN JERONIMO Y PACUCHA, PROVINCIA DE ANDAHUAYLAS - APURIMAC",2215017,1187579,CP SER-SM-1-2026-GRAP/C-1,"CONTRATACIÓN DEL SERVICIO DE PERFORACIÓN Y VOLADURA DE ROCA FIJA CONTROLADA A TODO COSTO PARA EL SUB PROYECTO: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA DE RIEGO, PRESA CHINQUILLAY, DISTRITO DE SAN JERONIMO - ANDAHUAYLAS ¿ APURIMAC.",PE-CONSUCODE-2009,GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL,2026-02-10T19:58:00-05:00,,Concurso Público de Servicios,services,services,1549875.0,PEN,Soles,1549875.0,2026-02-10T00:00:00-05:00,2026-02-10T00:00:00-05:00,2026-02-11T00:01:00-05:00,2026-02-19T23:59:00-05:00,8,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,4546299.91,PEN,Soles,21
ocds-dgv273-seacev3-1187032,ocds-dgv273-seacev3-1187032-2026-08-10T10:05:32.106589-05:00,compiled,2026-08-10T10:05:32.106576-05:00,ocds-dgv273-seacev3-1187032,2026-08-10T10:05:32.106594-05:00,tender,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD COJATA,  DISTRITO DE COJATA - PROVINCIA DE HUANCANE - DEPARTAMENTO DE PUNO",2357092,1187032,SIE-SIE-9-2026-OC/GR  PUNO-1,"ADQUISICION DE CEMENTO PORTLAND TIPO IP, SEGÚN ESPECIFICACIONES TECNICAS, META: MEJORAMIENTO DE CAPACIDAD RESOLUTIVA DEL CENTRO DE SALUD COJATA I-4 DE LA MICRO RED COJATA , RED DE SALUD HUANCANE, DIRESA PUNO, DISTRITO DE CAJATA PROVINCIA DE HUANCANE ¿ DEPARTAMENTO DE PUNO",PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-02-06T19:48:00-05:00,open,Subasta Inversa Electrónica,goods,goods,745563.01,PEN,Soles,745563.01,2026-02-06T00:00:00-05:00,2026-02-06T00:00:00-05:00,,,,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,745563.01,PEN,Soles,8
ocds-dgv273-seacev3-1190819,ocds-dgv273-seacev3-1190819-2026-08-07T10:22:33.677617-05:00,compiled,2026-08-07T10:22:33.677604-05:00,ocds-dgv273-seacev3-1190819,2026-08-07T10:22:33.677623-05:00,tender,PE-CONSUCODE-2009,GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LAS INSTITUCIONES EDUCATIVAS DEL NIVEL PRIMARIO N 54385 SEÑOR DE LA EXALTACION, N 54621 FIDELIA VALENZUELA Y N 54389 PATAPATA, DISTRITO DE CHUQUIBAMBILLA PROVINCIA DE GRAU - REGIÓN APURIMAC",2312428,1190819,SIE-SIE-9-2026-GRAP/OC-1,"ADQUISICIÓN DE BARRAS DE ACERO PARA EL PROYECTO MEJORAMIENTO DEL SERVICIO EDUCATIVO EN LA INSTITUCIÓN EDUCATIVA DEL NIVEL PRIMARIO N° 54621 FIDELIA VALENZUELA, DISTRITO DE CHUQUIBAMBILLA, PROVINCIA DE GRAU - REGIÓN APURÍMAC",PE-CONSUCODE-2009,GOBIERNO REGIONAL DE APURIMAC SEDE CENTRAL,2026-02-24T19:53:00-05:00,open,Subasta Inversa Electrónica,goods,goods,261700.0,PEN,Soles,261700.0,2026-02-24T00:00:00-05:00,2026-02-24T00:00:00-05:00,,,,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,261700.0,PEN,Soles,20
ocds-dgv273-seacev3-2026-200302-2,ocds-dgv273-seacev3-2026-200302-2-2026-08-07T10:22:33.571774-05:00,compiled,2026-08-07T10:22:33.571761-05:00,ocds-dgv273-seacev3-2026-200302-2,2026-08-07T10:22:33.571780-05:00,tender,PE-CONSUCODE-200302,II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,Fondos Públicos,,,1188599,CP SER-SM-2-2026-II-DIRTEPOL-CHICLAYO-1,SERVICIO DE ALIMENTACION PARA EL PERSONAL PNP OFICIALES PNP DE ARMAS Y SERVICIOS PERTENECIENTES A LA CPNP CESAR LLATAS CASTRO DE LA REGPOL LAMBAYEQUE,PE-CONSUCODE-200302,II DIRECCION TERRITORIAL DE POLICIA CHICLAYO,2026-02-16T16:48:00-05:00,,Concurso Público de Servicios,services,services,516108.0,PEN,Soles,516108.0,2026-02-16T00:00:00-05:00,2026-02-16T00:00:00-05:00,2026-02-17T00:01:00-05:00,2026-02-26T23:59:00-05:00,9,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,,,,23
ocds-dgv273-seacev3-2026-1621-44,ocds-dgv273-seacev3-2026-1621-44-2026-08-07T10:22:33.379235-05:00,compiled,2026-08-07T10:22:33.379222-05:00,ocds-dgv273-seacev3-2026-1621-44,2026-08-07T10:22:33.379241-05:00,tender,PE-CONSUCODE-1621,MUNICIPALIDAD PROVINCIAL DE PAITA,Fondos Públicos,,,1187453,CP SER-SM-1-2026-MPP-C-1,"CONTRATACION DE SERVICIO DE EJECUCION DE FICHATECNICA: MANTENIMIIENTO DE LA PLATAFORMA DEPORTIVA MIGUEL GRAU, DISTRITO DE PAITA, PROVINCIA DE PAITA DEPARTAMENTO DE PIURA.",PE-CONSUCODE-1621,MUNICIPALIDAD PROVINCIAL DE PAITA,2026-02-10T21:09:00-05:00,,Concurso Público de Servicios,services,services,670898.98,PEN,Soles,670898.98,2026-02-10T00:00:00-05:00,2026-02-10T00:00:00-05:00,2026-02-11T00:01:00-05:00,2026-02-23T23:59:00-05:00,12,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,670898.98,PEN,Soles,21
ocds-dgv273-seacev3-2026-1623-5,ocds-dgv273-seacev3-2026-1623-5-2026-08-07T10:22:33.362927-05:00,compiled,2026-08-07T10:22:33.362914-05:00,ocds-dgv273-seacev3-2026-1623-5,2026-08-07T10:22:33.362933-05:00,tender,PE-CONSUCODE-1623,MUNICIPALIDAD DISTRITAL DE ARENAL,Fondos Públicos,,,1187701,LP-ABR-1-2026-MUDIAR-CS-1,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR EN LA CALLE ANDRES AVELINO CACERES ENTRE LA CALLE LIMA Y CALLE SAN MARTIN DEL CENTRO POBLADO EL ARENAL DEL DISTRITO EL ARENAL - PITA - PIURA,PE-CONSUCODE-1623,MUNICIPALIDAD DISTRITAL DE ARENAL,2026-02-11T22:12:00-05:00,,Licitación Pública Abreviada,works,works,77593.44,PEN,Soles,77593.44,2026-02-11T00:00:00-05:00,2026-02-11T00:00:00-05:00,2026-02-12T00:01:00-05:00,2026-02-16T23:59:00-05:00,4,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,77593.44,PEN,Soles,13
ocds-dgv273-seacev3-1187264,ocds-dgv273-seacev3-1187264-2026-08-07T10:22:33.347159-05:00,compiled,2026-08-07T10:22:33.347146-05:00,ocds-dgv273-seacev3-1187264,2026-08-07T10:22:33.347165-05:00,tender,PE-CONSUCODE-629,MUNICIPALIDAD DISTRITAL DE CONDEBAMBA,Fondos Públicos,"MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL OJO DE OTUTO AHIJADERO II  DE CENTRO POBLADO EN LAS LOCALIDADES DE TANGALBAMBA ALTO Y BAJO Y EL SAUCE, DISTRITO DE CONDEBAMBA DE LA PROVINCIA DE CAJABAMBA DEL DEPARTAMENTO DE CAJAMARCA",2694484,1187264,LP-ABR-3-2026-MDC/CS-1,EJECUCIÓN DE LA OBRA: MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL OJO DE OTUTO AHIJADERO II DE CENTRO POBLADO EN LAS LOCALIDADES DE TANGALBAMBA  ALTO Y BAJO Y EL SAUCE DISTRITO DE CONDEBAMBA DE LA PROVINCIA DE CAJABAMBA DEL DEPARTAMENTO DE CAJAMARCA.,PE-CONSUCODE-629,MUNICIPALIDAD DISTRITAL DE CONDEBAMBA,2026-02-09T17:09:00-05:00,,Licitación Pública Abreviada,works,works,1067332.75,PEN,Soles,1067332.75,2026-02-09T00:00:00-05:00,2026-02-09T00:00:00-05:00,2026-02-10T00:01:00-05:00,2026-02-12T23:59:00-05:00,2,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,1067332.75,PEN,Soles,8
ocds-dgv273-seacev3-1190725,ocds-dgv273-seacev3-1190725-2026-08-07T10:22:24.042887-05:00,compiled,2026-08-07T10:22:24.042871-05:00,ocds-dgv273-seacev3-1190725,2026-08-07T10:22:24.042893-05:00,tender,PE-CONSUCODE-1616,MUNICIPALIDAD DISTRITAL DE SALITRAL - MORROPON,Fondos Públicos,,,1190725,CP-ABR-1-2026-MDS-C-1,"SUPERVISION DE LA EJECUCION DE LA OBRA: ¿MEJORAMIENTO DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO DEL CANAL COCA - HORNOPAMPA, DISTRITO DE SALITRAL - PROVINCIA DE MORROPON - DEPARTAMENTO DE PIURA¿; CON C.U.I. \nN° 2455163",PE-CONSUCODE-1616,MUNICIPALIDAD DISTRITAL DE SALITRAL - MORROPON,2026-02-24T18:11:00-05:00,,Concurso Público Abreviado,services,services,244544.71,PEN,Soles,244544.71,2026-02-24T00:00:00-05:00,2026-02-24T00:00:00-05:00,2026-02-25T00:01:00-05:00,2026-02-27T23:59:00-05:00,2,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,244544.71,PEN,Soles,26
ocds-dgv273-seacev3-2026-161-2,ocds-dgv273-seacev3-2026-161-2-2026-08-07T10:22:23.801366-05:00,compiled,2026-08-07T10:22:23.801352-05:00,ocds-dgv273-seacev3-2026-161-2,2026-08-07T10:22:23.801371-05:00,tender,PE-CONSUCODE-161,MUNICIPALIDAD DISTRITAL DE TARICA,Fondos Públicos,MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA DE HUATZAPAMPA DEL CENTRO POBLADO DE PASHPA DEL   DISTRITO DE TARICA DE LA PROVINCIA DE HUARAZ DEL DEPARTAMENTO DE ANCASH,2670646,1187921,LP-ABR-3-2026-MDT/EV-1,"MEJORAMIENTO DEL SERVICIO DE ESPACIOS PÚBLICOS URBANOS EN LA PLAZUELA DE HUATZAPAMPA DEL CENTRO POBLADO DE PASHPA DEL DISTRITO DE TARICA DE LA PROVINCIA DE HUARAZ DEL DEPARTAMENTO DE ANCASH¿, CON CUI N° 2670646",PE-CONSUCODE-161,MUNICIPALIDAD DISTRITAL DE TARICA,2026-02-11T23:29:00-05:00,,Licitación Pública Abreviada,works,works,754018.5,PEN,Soles,754018.5,2026-02-11T00:00:00-05:00,2026-02-11T00:00:00-05:00,2026-02-12T00:01:00-05:00,2026-02-16T23:59:00-05:00,4,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,754018.5,PEN,Soles,11
ocds-dgv273-seacev3-1190565,ocds-dgv273-seacev3-1190565-2026-08-07T10:22:04.554174-05:00,compiled,2026-08-07T10:22:04.554160-05:00,ocds-dgv273-seacev3-1190565,2026-08-07T10:22:04.554180-05:00,tender,PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,Fondos Públicos,"MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD COJATA,  DISTRITO DE COJATA - PROVINCIA DE HUANCANE - DEPARTAMENTO DE PUNO",2357092,1190565,LP-ABR-39-2025-OC/GR PUNO-1-2,"ADQUISICION DE LADRILLO PARA CONSTRUCCION SEGUN ESPECIFICACIONES TECNICAS PARA LA META MEJORAMIENTO DE LOS SERVICIOS DE SALUD DEL CENTRO DE SALUD COJATA, DISTRITO DE COJATA - PROVINCIA DE HUANCANE - DEPARTAMENTO DE PUNO.",PE-CONSUCODE-49,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL,2026-02-24T19:49:00-05:00,,Licitación Pública Abreviada,goods,goods,391210.0,PEN,Soles,391210.0,2026-02-24T00:00:00-05:00,2026-02-24T00:00:00-05:00,2026-02-25T00:01:00-05:00,2026-02-27T23:59:00-05:00,2,False,2026-02,añoInicioConvocatoria;mesInicioConvocatoria,876210.0,PEN,Soles,8
