Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación
ocds-dgv273-seacev3-1190191,ocds-dgv273-seacev3-1190191-2026-05-20T10:31:35.729581-05:00,1190191-20511037001,43710.0,PEN,Soles,2026-04-23T00:00:00-05:00
ocds-dgv273-seacev3-1188857,ocds-dgv273-seacev3-1188857-2026-05-20T10:31:27.798114-05:00,1188857-10420963756,178000.0,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1192032,ocds-dgv273-seacev3-1192032-2026-05-20T10:31:26.848641-05:00,1192032-1773920,1391562.47,PEN,Soles,2026-04-01T00:00:00-05:00
ocds-dgv273-seacev3-1186372,ocds-dgv273-seacev3-1186372-2026-05-20T10:31:25.908260-05:00,1186372-10427187395,65000.0,PEN,Soles,2026-02-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-49-91,ocds-dgv273-seacev3-2026-49-91-2026-05-20T10:31:17.400623-05:00,1188952-20615041786,219222.47,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2026-49-91,ocds-dgv273-seacev3-2026-49-91-2026-05-20T10:31:17.400623-05:00,1188952-20609103397,456520.0,PEN,Soles,2026-04-14T00:00:00-05:00
ocds-dgv273-seacev3-1189751,ocds-dgv273-seacev3-1189751-2026-05-20T10:31:17.156339-05:00,1189751-1770477,412850.0,PEN,Soles,2026-03-23T00:00:00-05:00
ocds-dgv273-seacev3-1190718,ocds-dgv273-seacev3-1190718-2026-05-20T10:31:16.667594-05:00,1190718-20605684298,755000.0,PEN,Soles,2026-04-24T00:00:00-05:00
ocds-dgv273-seacev3-1189381,ocds-dgv273-seacev3-1189381-2026-05-20T10:31:15.304030-05:00,1189381-20573131887,352684.35000000003,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1189268,ocds-dgv273-seacev3-1189268-2026-05-20T10:31:15.288358-05:00,1189268-10310369310,129812.98,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1189268,ocds-dgv273-seacev3-1189268-2026-05-20T10:31:15.288358-05:00,1189268-1770232,130020.66,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1201248,ocds-dgv273-seacev3-1201248-2026-05-20T10:31:15.111822-05:00,1201248-20351667771,240939.6,PEN,Soles,2026-04-01T00:00:00-05:00
ocds-dgv273-seacev3-1201248,ocds-dgv273-seacev3-1201248-2026-05-20T10:31:15.111822-05:00,1201248-20603346948,1682153.55,PEN,Soles,2026-04-01T00:00:00-05:00
ocds-dgv273-seacev3-1189733,ocds-dgv273-seacev3-1189733-2026-05-20T10:31:15.078639-05:00,1189733-1777303,5707496.45,PEN,Soles,2026-04-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-1506-1,ocds-dgv273-seacev3-2026-1506-1-2026-05-20T10:31:06.124628-05:00,1190479-1773247,1305321.9,PEN,Soles,2026-03-19T00:00:00-05:00
ocds-dgv273-seacev3-1191971,ocds-dgv273-seacev3-1191971-2026-05-20T10:31:05.797427-05:00,1191971-20447973996,3080283.49,PEN,Soles,2026-04-24T00:00:00-05:00
ocds-dgv273-seacev3-1189994,ocds-dgv273-seacev3-1189994-2026-05-20T10:31:05.483770-05:00,1189994-20615402398,480000.0,PEN,Soles,2026-04-09T00:00:00-05:00
ocds-dgv273-seacev3-1191237,ocds-dgv273-seacev3-1191237-2026-05-20T10:31:03.801467-05:00,1191237-20603085192,134414.4,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-999-4,ocds-dgv273-seacev3-2026-999-4-2026-05-20T10:31:03.359657-05:00,1186042-1765686,82144.94,PEN,Soles,2026-02-16T00:00:00-05:00
ocds-dgv273-seacev3-1188269,ocds-dgv273-seacev3-1188269-2026-05-20T10:30:55.138349-05:00,1188269-20610375708,53876.4,PEN,Soles,2026-02-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-10184-7,ocds-dgv273-seacev3-2026-10184-7-2026-05-20T10:30:54.665925-05:00,1190115-20533910361,69.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-10184-7,ocds-dgv273-seacev3-2026-10184-7-2026-05-20T10:30:54.665925-05:00,1190115-10764318868,274740.0,PEN,Soles,2026-03-31T00:00:00-05:00
ocds-dgv273-seacev3-2026-10184-7,ocds-dgv273-seacev3-2026-10184-7-2026-05-20T10:30:54.665925-05:00,1190115-20609987309,95000.0,PEN,Soles,2026-03-31T00:00:00-05:00
ocds-dgv273-seacev3-2026-200190-161,ocds-dgv273-seacev3-2026-200190-161-2026-05-20T10:30:53.619269-05:00,1188942-1771658,540640.61,PEN,Soles,2026-04-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-1091-1,ocds-dgv273-seacev3-2026-1091-1-2026-05-20T10:30:52.533010-05:00,1187252-20609994445,176451.84,PEN,Soles,2026-04-29T00:00:00-05:00
ocds-dgv273-seacev3-1190925,ocds-dgv273-seacev3-1190925-2026-05-20T10:30:44.492696-05:00,1190925-20462351268,280250.0,PEN,Soles,2026-04-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-2452-24,ocds-dgv273-seacev3-2026-2452-24-2026-05-20T10:30:44.002211-05:00,1192062-10452299343,1450000.0,PEN,Soles,2026-04-14T00:00:00-05:00
ocds-dgv273-seacev3-1189054,ocds-dgv273-seacev3-1189054-2026-05-20T10:30:41.884650-05:00,1189054-20515319574,797986.0,PEN,Soles,2026-04-15T00:00:00-05:00
ocds-dgv273-seacev3-1186897,ocds-dgv273-seacev3-1186897-2026-05-20T10:30:41.855076-05:00,1186897-20603088663,208490.0,PEN,Soles,2026-02-17T00:00:00-05:00
ocds-dgv273-seacev3-1187283,ocds-dgv273-seacev3-1187283-2026-05-20T10:30:41.706257-05:00,1187283-20494224748,85487.0,PEN,Soles,2026-02-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-1052-9,ocds-dgv273-seacev3-2026-1052-9-2026-05-20T10:30:31.331668-05:00,1186538-1766964,477174.94,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-1187735,ocds-dgv273-seacev3-1187735-2026-05-20T10:30:31.272111-05:00,1187735-10450152841,96436.8,PEN,Soles,2026-02-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-1245-3,ocds-dgv273-seacev3-2026-1245-3-2026-05-20T10:30:21.610757-05:00,1189882-20569108595,3894000.0,PEN,Soles,2026-03-31T00:00:00-05:00
ocds-dgv273-seacev3-2026-10151-22,ocds-dgv273-seacev3-2026-10151-22-2026-05-18T10:06:27.347629-05:00,1191988-10735069948,53387.0,PEN,Soles,2026-03-18T00:00:00-05:00
ocds-dgv273-seacev3-1191996,ocds-dgv273-seacev3-1191996-2026-05-17T10:13:09.493733-05:00,1191996-20282738946,4598077.44,PEN,Soles,2026-03-23T00:00:00-05:00
ocds-dgv273-seacev3-1190648,ocds-dgv273-seacev3-1190648-2026-05-17T10:13:09.430626-05:00,1190648-20613917277,635006.82,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1190648,ocds-dgv273-seacev3-1190648-2026-05-17T10:13:09.430626-05:00,1190648-20612249271,636000.0,PEN,Soles,2026-04-10T00:00:00-05:00
ocds-dgv273-seacev3-1190648,ocds-dgv273-seacev3-1190648-2026-05-17T10:13:09.430626-05:00,1190648-20448139981,642107.2,PEN,Soles,2026-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-1695-3,ocds-dgv273-seacev3-2026-1695-3-2026-05-17T10:13:09.376049-05:00,1186453-20511037001,152118.0,PEN,Soles,2026-02-16T11:58:45-05:00
ocds-dgv273-seacev3-1191679,ocds-dgv273-seacev3-1191679-2026-05-17T10:13:03.168118-05:00,1191679-20564095568,642350.17,PEN,Soles,2026-04-07T00:00:00-05:00
ocds-dgv273-seacev3-1188958,ocds-dgv273-seacev3-1188958-2026-05-17T10:13:02.293899-05:00,1188958-20502797230,1068000.0,PEN,Nuevos Soles,2026-04-14T00:00:00-05:00
ocds-dgv273-seacev3-2026-923-1,ocds-dgv273-seacev3-2026-923-1-2026-05-17T10:13:01.340557-05:00,1191001-20568355041,6519246.18,PEN,Soles,2026-04-14T00:00:00-05:00
ocds-dgv273-seacev3-1189271,ocds-dgv273-seacev3-1189271-2026-05-17T10:13:00.980774-05:00,1189271-20515691562,810000.0,PEN,Soles,2026-03-30T00:00:00-05:00
ocds-dgv273-seacev3-1188205,ocds-dgv273-seacev3-1188205-2026-05-17T10:13:00.659188-05:00,1188205-20604968772,49822.0,PEN,Soles,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-2026-1034-6,ocds-dgv273-seacev3-2026-1034-6-2026-05-17T10:13:00.576754-05:00,1186292-20600899261,124871.18,PEN,Soles,2026-03-18T00:00:00-05:00
ocds-dgv273-seacev3-1205056,ocds-dgv273-seacev3-1205056-2026-05-17T10:12:51.994678-05:00,1205056-10418190847,123553.75,PEN,Soles,2026-04-22T00:00:00-05:00
ocds-dgv273-seacev3-1191407,ocds-dgv273-seacev3-1191407-2026-05-17T10:12:51.898490-05:00,1191407-20510051395,4309165.0,PEN,Soles,2026-04-14T00:00:00-05:00
ocds-dgv273-seacev3-1206506,ocds-dgv273-seacev3-1206506-2026-05-17T10:12:51.641845-05:00,1206506-20601190487,1215200.0,PEN,Soles,2026-04-16T00:00:00-05:00
ocds-dgv273-seacev3-1186521,ocds-dgv273-seacev3-1186521-2026-05-17T10:12:51.395868-05:00,1186521-20527768641,72900.0,PEN,Soles,2026-02-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-14-20,ocds-dgv273-seacev3-2026-14-20-2026-05-17T10:12:51.291096-05:00,1186420-1785503,61777596.6,PEN,Soles,2026-05-04T00:00:00-05:00
ocds-dgv273-seacev3-1186543,ocds-dgv273-seacev3-1186543-2026-05-17T10:12:51.274416-05:00,1186543-20556037150,156000.96,PEN,Soles,2026-02-18T00:00:00-05:00
ocds-dgv273-seacev3-2026-1003026180-2,ocds-dgv273-seacev3-2026-1003026180-2-2026-05-17T10:12:44.297183-05:00,1190467-20604178704,877992.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1195096,ocds-dgv273-seacev3-1195096-2026-05-17T10:12:43.657484-05:00,1195096-20100070970,252724.0,PEN,Soles,2026-03-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-2452-12,ocds-dgv273-seacev3-2026-2452-12-2026-05-17T10:12:43.426498-05:00,1189598-20511030685,2333450.0,PEN,Soles,2026-03-27T00:00:00-05:00
ocds-dgv273-seacev3-1200966,ocds-dgv273-seacev3-1200966-2026-05-17T10:12:43.137932-05:00,1200966-10481026232,106977.0,PEN,Soles,2026-03-30T00:00:00-05:00
ocds-dgv273-seacev3-1192119,ocds-dgv273-seacev3-1192119-2026-05-17T10:12:42.761388-05:00,1192119-20612211265,890000.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1192119,ocds-dgv273-seacev3-1192119-2026-05-17T10:12:42.761388-05:00,1192119-20609275252,946000.0,PEN,Soles,2026-03-24T00:00:00-05:00
ocds-dgv273-seacev3-1192119,ocds-dgv273-seacev3-1192119-2026-05-17T10:12:42.761388-05:00,1192119-20604250685,953000.0,PEN,Soles,2026-03-24T00:00:00-05:00
ocds-dgv273-seacev3-2026-1970-27,ocds-dgv273-seacev3-2026-1970-27-2026-05-17T10:12:42.004537-05:00,1187238-20612154482,310000.0,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-1191856,ocds-dgv273-seacev3-1191856-2026-05-17T10:12:34.839964-05:00,1191856-10420679551,99502.2,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1189783,ocds-dgv273-seacev3-1189783-2026-05-17T10:12:34.342419-05:00,1189783-1772291,47853.0,PEN,Soles,2026-03-27T00:00:00-05:00
ocds-dgv273-seacev3-1190254,ocds-dgv273-seacev3-1190254-2026-05-17T10:12:32.966495-05:00,1190254-1771421,199500.0,PEN,Soles,2026-03-18T00:00:00-05:00
ocds-dgv273-seacev3-1186499,ocds-dgv273-seacev3-1186499-2026-05-17T10:12:32.173090-05:00,1186499-1766460,538082.44,PEN,Soles,2026-02-24T00:00:00-05:00
ocds-dgv273-seacev3-2026-334-1,ocds-dgv273-seacev3-2026-334-1-2026-05-17T10:12:32.145736-05:00,1186510-1766101,424900.0,PEN,Soles,2026-02-19T00:00:00-05:00
ocds-dgv273-seacev3-2026-200373-2,ocds-dgv273-seacev3-2026-200373-2-2026-05-16T10:22:26.646242-05:00,1187675-20511037001,185000.0,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-1190583,ocds-dgv273-seacev3-1190583-2026-05-16T10:22:18.331430-05:00,1190583-1773484,365905.48,PEN,Soles,2026-03-23T00:00:00-05:00
ocds-dgv273-seacev3-2026-200393-1,ocds-dgv273-seacev3-2026-200393-1-2026-05-16T10:22:15.268825-05:00,1186554-20602545491,1249824.22,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-1189843,ocds-dgv273-seacev3-1189843-2026-05-16T10:22:07.428389-05:00,1189843-20606124733,63000.0,PEN,Soles,2026-03-10T13:30:22-05:00
ocds-dgv273-seacev3-1189843,ocds-dgv273-seacev3-1189843-2026-05-16T10:22:07.428389-05:00,1189843-20518759079,64110.57,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1204013,ocds-dgv273-seacev3-1204013-2026-05-16T10:22:07.297150-05:00,1204013-20602794661,292000.0,PEN,Soles,2026-04-09T00:00:00-05:00
ocds-dgv273-seacev3-1207116,ocds-dgv273-seacev3-1207116-2026-05-16T10:22:07.038548-05:00,1207116-1782320,479490.11,PEN,Soles,2026-04-17T00:00:00-05:00
ocds-dgv273-seacev3-2026-822-23,ocds-dgv273-seacev3-2026-822-23-2026-05-16T10:22:06.825678-05:00,1189215-1773771,647000.0,PEN,Soles,2026-03-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-374-91,ocds-dgv273-seacev3-2026-374-91-2026-05-16T10:22:06.005894-05:00,1192026-20610281258,281800.0,PEN,Soles,2026-03-24T00:00:00-05:00
ocds-dgv273-seacev3-1190097,ocds-dgv273-seacev3-1190097-2026-05-16T10:21:56.556640-05:00,1190097-20511037001,71757.0,PEN,Nuevos Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-1190097,ocds-dgv273-seacev3-1190097-2026-05-16T10:21:56.556640-05:00,1190097-20600852346,75600.0,PEN,Nuevos Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-1190097,ocds-dgv273-seacev3-1190097-2026-05-16T10:21:56.556640-05:00,1190097-20412214618,79800.0,PEN,Nuevos Soles,2026-04-22T00:00:00-05:00
ocds-dgv273-seacev3-1188701,ocds-dgv273-seacev3-1188701-2026-05-16T10:21:55.813764-05:00,1188701-20607357804,138990.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2026-2385-4,ocds-dgv273-seacev3-2026-2385-4-2026-05-16T10:21:54.372299-05:00,1185732-20601221331,1237944.04,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-1190176,ocds-dgv273-seacev3-1190176-2026-05-16T10:21:46.504316-05:00,1190176-20604093547,63200.0,PEN,Soles,2026-04-27T00:00:00-05:00
ocds-dgv273-seacev3-1191125,ocds-dgv273-seacev3-1191125-2026-05-16T10:21:46.098432-05:00,1191125-10437823851,162664.0,PEN,Soles,2026-03-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-200302-12,ocds-dgv273-seacev3-2026-200302-12-2026-05-16T10:21:46.068045-05:00,1189700-1769548,473451.4,PEN,Soles,2026-03-19T00:00:00-05:00
ocds-dgv273-seacev3-2026-1646-11,ocds-dgv273-seacev3-2026-1646-11-2026-05-16T10:21:44.830876-05:00,1191070-20520536761,686000.0,PEN,Soles,2026-04-01T00:00:00-05:00
ocds-dgv273-seacev3-1191191,ocds-dgv273-seacev3-1191191-2026-05-16T10:21:43.766647-05:00,1191191-1776415,9348764.34,PEN,Soles,2026-04-09T00:00:00-05:00
ocds-dgv273-seacev3-1191669,ocds-dgv273-seacev3-1191669-2026-05-16T10:21:43.455648-05:00,1191669-10424261063,220000.0,PEN,Soles,2026-04-23T00:00:00-05:00
ocds-dgv273-seacev3-1190663,ocds-dgv273-seacev3-1190663-2026-05-16T10:21:43.288159-05:00,1190663-1769961,120000.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-1188548,ocds-dgv273-seacev3-1188548-2026-05-16T10:21:42.748151-05:00,1188548-1780032,56613.63,PEN,Soles,2026-04-16T00:00:00-05:00
ocds-dgv273-seacev3-1191097,ocds-dgv273-seacev3-1191097-2026-05-16T10:21:33.959657-05:00,1191097-1772393,723742.78,PEN,Soles,2026-03-27T00:00:00-05:00
ocds-dgv273-seacev3-1189096,ocds-dgv273-seacev3-1189096-2026-05-16T10:21:22.511663-05:00,1189096-1770178,387449.18,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1200068,ocds-dgv273-seacev3-1200068-2026-05-15T10:34:18.510005-05:00,1200068-20469252541,4755000.0,PEN,Soles,2026-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-552-1,ocds-dgv273-seacev3-2026-552-1-2026-05-15T10:34:18.490962-05:00,1188287-20601638658,390000.0,PEN,Soles,2026-03-04T10:47:56-05:00
ocds-dgv273-seacev3-1205532,ocds-dgv273-seacev3-1205532-2026-05-15T10:34:18.330844-05:00,1205532-10462360822,200000.0,PEN,Soles,2026-05-05T00:00:00-05:00
ocds-dgv273-seacev3-1191524,ocds-dgv273-seacev3-1191524-2026-05-15T10:34:17.608737-05:00,1191524-1777704,1184307.61,PEN,Soles,2026-04-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-627-7,ocds-dgv273-seacev3-2026-627-7-2026-05-15T10:34:15.758234-05:00,1191812-1773471,484342.0,PEN,Soles,2026-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-1607-4,ocds-dgv273-seacev3-2026-1607-4-2026-05-15T10:34:14.912534-05:00,1187583-1767219,93033.51,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-1186417,ocds-dgv273-seacev3-1186417-2026-05-15T10:34:14.842931-05:00,1186417-20418896915,2438052.44,PEN,Soles,2026-04-16T00:00:00-05:00
ocds-dgv273-seacev3-2026-1041-9,ocds-dgv273-seacev3-2026-1041-9-2026-05-15T10:34:14.803900-05:00,1186396-1769321,116000.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-1607-3,ocds-dgv273-seacev3-2026-1607-3-2026-05-15T10:34:14.610240-05:00,1187562-1767255,88106.36,PEN,Soles,2026-02-26T00:00:00-05:00
ocds-dgv273-seacev3-2026-1590-3,ocds-dgv273-seacev3-2026-1590-3-2026-05-15T10:34:08.478446-05:00,1186923-20525491910,353353.5,PEN,Soles,2026-02-25T00:00:00-05:00
ocds-dgv273-seacev3-1189291,ocds-dgv273-seacev3-1189291-2026-05-15T10:34:06.850234-05:00,1189291-20602069274,1585450.5,PEN,Soles,2026-03-27T00:00:00-05:00
ocds-dgv273-seacev3-1188442,ocds-dgv273-seacev3-1188442-2026-05-15T10:34:05.817945-05:00,1188442-L5552918106,74191.0,USD,Dólar Norteamericano,2026-03-04T00:00:00-05:00
ocds-dgv273-seacev3-1188442,ocds-dgv273-seacev3-1188442-2026-05-15T10:34:05.817945-05:00,1188442-L0000005468,89600.0,USD,Dólar Norteamericano,2026-04-28T00:00:00-05:00
ocds-dgv273-seacev3-1190590,ocds-dgv273-seacev3-1190590-2026-05-15T10:33:57.899503-05:00,1190590-20490666193,59972.4,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1190236,ocds-dgv273-seacev3-1190236-2026-05-15T10:33:57.132973-05:00,1190236-20514023167,333890.0,PEN,Soles,2026-03-05T00:00:00-05:00
ocds-dgv273-seacev3-2026-755-28,ocds-dgv273-seacev3-2026-755-28-2026-05-15T10:33:56.097566-05:00,1190248-20612103624,1280000.0,PEN,Soles,2026-03-31T00:00:00-05:00
ocds-dgv273-seacev3-2026-1731-23,ocds-dgv273-seacev3-2026-1731-23-2026-05-15T10:33:55.230248-05:00,1192106-20610674209,225000.0,PEN,Soles,2026-04-08T00:00:00-05:00
ocds-dgv273-seacev3-1186634,ocds-dgv273-seacev3-1186634-2026-05-15T10:33:54.358041-05:00,1186634-1767134,1329371.42,PEN,Soles,2026-02-24T00:00:00-05:00
ocds-dgv273-seacev3-1190294,ocds-dgv273-seacev3-1190294-2026-05-15T10:33:46.599557-05:00,1190294-10444218229,86400.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-1190294,ocds-dgv273-seacev3-1190294-2026-05-15T10:33:46.599557-05:00,1190294-20607735256,97200.0,PEN,Soles,2026-04-13T00:00:00-05:00
ocds-dgv273-seacev3-2026-200153-1,ocds-dgv273-seacev3-2026-200153-1-2026-05-15T10:33:45.523426-05:00,1190514-20560001861,638694.03,PEN,Soles,2026-04-06T00:00:00-05:00
ocds-dgv273-seacev3-1191618,ocds-dgv273-seacev3-1191618-2026-05-15T10:33:45.354094-05:00,1191618-20603713703,20291.0,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-1041-12,ocds-dgv273-seacev3-2026-1041-12-2026-05-15T10:33:42.965039-05:00,1186437-20494517257,350000.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-10564-20,ocds-dgv273-seacev3-2026-10564-20-2026-05-15T10:33:34.430722-05:00,1190148-20610707786,118000.0,PEN,Soles,2026-04-20T00:00:00-05:00
ocds-dgv273-seacev3-2026-200382-2,ocds-dgv273-seacev3-2026-200382-2-2026-05-15T10:33:32.609813-05:00,1191702-1777262,2506605.0,PEN,Soles,2026-04-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-1733-1,ocds-dgv273-seacev3-2026-1733-1-2026-05-15T10:33:32.257933-05:00,1187993-1767355,106232.37,PEN,Soles,2026-03-02T00:00:00-05:00
ocds-dgv273-seacev3-2026-1041-8,ocds-dgv273-seacev3-2026-1041-8-2026-05-15T10:33:32.199859-05:00,1186478-1768349,72000.0,PEN,Soles,2026-03-17T00:00:00-05:00
ocds-dgv273-seacev3-2026-1041-10,ocds-dgv273-seacev3-2026-1041-10-2026-05-15T10:33:32.174983-05:00,1186397-1768802,116000.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-232-12,ocds-dgv273-seacev3-2026-232-12-2026-05-15T10:33:31.953349-05:00,1187982-20530880746,196562.91,PEN,Soles,2026-02-25T00:00:00-05:00
ocds-dgv273-seacev3-2026-200035-12,ocds-dgv273-seacev3-2026-200035-12-2026-05-15T10:33:24.065340-05:00,1189975-20607954837,225072.48,PEN,Soles,2026-04-09T00:00:00-05:00
ocds-dgv273-seacev3-1189707,ocds-dgv273-seacev3-1189707-2026-05-15T10:33:21.149277-05:00,1189707-1770318,1649276.43,PEN,Soles,2026-03-26T00:00:00-05:00
ocds-dgv273-seacev3-1186967,ocds-dgv273-seacev3-1186967-2026-05-15T10:33:20.533964-05:00,1186967-1766905,280000.0,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-1041-3,ocds-dgv273-seacev3-2026-1041-3-2026-05-15T10:33:20.481691-05:00,1186399-1769867,299900.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-2026-15-1,ocds-dgv273-seacev3-2026-15-1-2026-05-15T10:33:13.658049-05:00,1188922-20603156324,298000.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1195303,ocds-dgv273-seacev3-1195303-2026-05-15T10:33:12.163013-05:00,1195303-20539408543,299358.75,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-1195303,ocds-dgv273-seacev3-1195303-2026-05-15T10:33:12.163013-05:00,1195303-20565650514,299358.75,PEN,Soles,2026-03-11T00:00:00-05:00
ocds-dgv273-seacev3-2026-1890-17,ocds-dgv273-seacev3-2026-1890-17-2026-05-15T10:33:09.769586-05:00,1188042-1772328,847920.0,PEN,Soles,2026-03-19T00:00:00-05:00
ocds-dgv273-seacev3-1187291,ocds-dgv273-seacev3-1187291-2026-05-15T10:33:09.517360-05:00,1187291-20569132381,146381.0,PEN,Soles,2026-02-19T00:00:00-05:00
ocds-dgv273-seacev3-1187737,ocds-dgv273-seacev3-1187737-2026-05-15T10:33:09.498213-05:00,1187737-20602096808,58000.0,PEN,Soles,2026-03-02T00:00:00-05:00
ocds-dgv273-seacev3-2026-1289-4,ocds-dgv273-seacev3-2026-1289-4-2026-05-15T10:33:00.687995-05:00,1190844-20539202929,493885.93,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-1187592,ocds-dgv273-seacev3-1187592-2026-05-15T10:32:58.109639-05:00,1187592-1767514,1073150.75,PEN,Soles,2026-03-03T00:00:00-05:00
ocds-dgv273-seacev3-2026-1041-7,ocds-dgv273-seacev3-2026-1041-7-2026-05-15T10:32:58.093613-05:00,1186472-1768360,243000.0,PEN,Soles,2026-03-06T00:00:00-05:00
ocds-dgv273-seacev3-2026-1590-2,ocds-dgv273-seacev3-2026-1590-2-2026-05-15T10:32:58.015758-05:00,1186714-20525491910,293997.6,PEN,Soles,2026-02-25T00:00:00-05:00
ocds-dgv273-seacev3-1187087,ocds-dgv273-seacev3-1187087-2026-05-15T10:32:57.990170-05:00,1187087-1767443,208547.0,PEN,Soles,2026-02-27T00:00:00-05:00
ocds-dgv273-seacev3-2026-1041-2,ocds-dgv273-seacev3-2026-1041-2-2026-05-15T10:32:57.961693-05:00,1186395-10450134967,67000.0,PEN,Soles,2026-03-09T00:00:00-05:00
ocds-dgv273-seacev3-2026-688-4,ocds-dgv273-seacev3-2026-688-4-2026-05-14T10:36:47.988292-05:00,1191758-20480537425,1124995.0,PEN,Soles,2026-03-20T20:36:05-05:00
ocds-dgv273-seacev3-2026-813-51,ocds-dgv273-seacev3-2026-813-51-2026-05-14T10:36:46.334876-05:00,1191765-20604174989,56900.0,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1188772,ocds-dgv273-seacev3-1188772-2026-05-14T10:36:45.625424-05:00,1188772-20527637628,206400.0,PEN,Soles,2026-03-12T00:00:00-05:00
ocds-dgv273-seacev3-2026-10552-5,ocds-dgv273-seacev3-2026-10552-5-2026-05-14T10:36:44.948009-05:00,1186293-1776584,63812944.37,PEN,Soles,2026-04-06T00:00:00-05:00
ocds-dgv273-seacev3-1191384,ocds-dgv273-seacev3-1191384-2026-05-14T10:36:37.467869-05:00,1191384-20602630111,70556.73,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1191373,ocds-dgv273-seacev3-1191373-2026-05-14T10:36:37.101954-05:00,1191373-20602630111,73042.2,PEN,Soles,2026-03-10T00:00:00-05:00
ocds-dgv273-seacev3-1188666,ocds-dgv273-seacev3-1188666-2026-05-14T10:36:36.175188-05:00,1188666-1767930,294500.0,PEN,Soles,2026-03-16T00:00:00-05:00
ocds-dgv273-seacev3-1187826,ocds-dgv273-seacev3-1187826-2026-05-14T10:36:36.129144-05:00,1187826-20554354212,169000.0,PEN,Soles,2026-03-23T00:00:00-05:00
