Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Partes involucradas:ID de Entidad,Entrega compilada:Partes involucradas:Identificadores adicionales:ID,Entrega compilada:Partes involucradas:Identificadores adicionales:Esquema,Entrega compilada:Partes involucradas:Identificadores adicionales:Nombre Legal
ocds-dgv273-seacev3-1188666,ocds-dgv273-seacev3-1188666-2026-05-14T10:36:36.175188-05:00,PE-CONSUCODE-49,20406325815,PE-RUC,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL
ocds-dgv273-seacev3-1187826,ocds-dgv273-seacev3-1187826-2026-05-14T10:36:36.129144-05:00,PE-CONSUCODE-1053,20148420719,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARCONA
ocds-dgv273-seacev3-2026-1065-2,ocds-dgv273-seacev3-2026-1065-2-2026-05-14T10:36:26.185386-05:00,PE-CONSUCODE-1065,20184022207,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN ANDRES
ocds-dgv273-seacev3-2026-535-2,ocds-dgv273-seacev3-2026-535-2-2026-05-14T10:36:25.960023-05:00,PE-CONSUCODE-535,20223310517,PE-RUC,MUNICIPALIDAD DISTRITAL DE VILCANCHOS
ocds-dgv273-seacev3-1189946,ocds-dgv273-seacev3-1189946-2026-05-14T10:36:25.915600-05:00,PE-CONSUCODE-1050,20147705850,PE-RUC,MUNICIPALIDAD PROVINCIAL DE NAZCA
ocds-dgv273-seacev3-2026-1562-6,ocds-dgv273-seacev3-2026-1562-6-2026-05-14T10:36:25.284471-05:00,PE-CONSUCODE-1562,20191043546,PE-RUC,MUNICIPALIDAD DISTRITAL DE PAUCARTAMBO
ocds-dgv273-seacev3-1188650,ocds-dgv273-seacev3-1188650-2026-05-14T10:36:25.250188-05:00,PE-CONSUCODE-1050,20147705850,PE-RUC,MUNICIPALIDAD PROVINCIAL DE NAZCA
ocds-dgv273-seacev3-1188468,ocds-dgv273-seacev3-1188468-2026-05-14T10:36:25.198346-05:00,PE-CONSUCODE-200198,20527760314,PE-RUC,UNIVERSIDAD NACIONAL JOSE MARIA ARGUEDAS
ocds-dgv273-seacev3-1190369,ocds-dgv273-seacev3-1190369-2026-05-14T10:36:17.210775-05:00,PE-CONSUCODE-26,20131370301,PE-RUC,MINISTERIO PUBLICO
ocds-dgv273-seacev3-1191271,ocds-dgv273-seacev3-1191271-2026-05-14T10:36:17.174882-05:00,PE-CONSUCODE-1713,20145614121,PE-RUC,MUNICIPALIDAD PROVINCIAL DE MELGAR - AYAVIRI
ocds-dgv273-seacev3-2026-688-2,ocds-dgv273-seacev3-2026-688-2-2026-05-14T10:36:14.650419-05:00,PE-CONSUCODE-688,20201987297,PE-RUC,MUNICIPALIDAD PROVINCIAL DE JAEN
ocds-dgv273-seacev3-1186878,ocds-dgv273-seacev3-1186878-2026-05-14T10:36:13.939868-05:00,PE-CONSUCODE-1913,20166550239,PE-RUC,UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO
ocds-dgv273-seacev3-1191548,ocds-dgv273-seacev3-1191548-2026-05-14T10:36:05.472395-05:00,PE-CONSUCODE-35,20452393493,PE-RUC,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL
ocds-dgv273-seacev3-1191429,ocds-dgv273-seacev3-1191429-2026-05-14T10:36:04.048462-05:00,PE-CONSUCODE-51,20519752515,PE-RUC,GOBIERNO REGIONAL DE TACNA SEDE CENTRAL
ocds-dgv273-seacev3-2026-1962-1,ocds-dgv273-seacev3-2026-1962-1-2026-05-14T10:36:03.035152-05:00,PE-CONSUCODE-1962,20112919377,PE-RUC,"INSTITUTO GEOLOGICO, MINERO Y METALURGICO"
ocds-dgv273-seacev3-1187715,ocds-dgv273-seacev3-1187715-2026-05-14T10:36:02.995095-05:00,PE-CONSUCODE-873,20183984196,PE-RUC,MUNICIPALIDAD DISTRITAL DE YAULI - HUANCAVELICA
ocds-dgv273-seacev3-1195215,ocds-dgv273-seacev3-1195215-2026-05-14T10:35:55.680694-05:00,PE-CONSUCODE-761,20159329535,PE-RUC,MUNICIPALIDAD DISTRITAL DE POMACANCHI
ocds-dgv273-seacev3-1192049,ocds-dgv273-seacev3-1192049-2026-05-14T10:35:55.530755-05:00,PE-CONSUCODE-203226,20601765226,PE-RUC,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD
ocds-dgv273-seacev3-1190356,ocds-dgv273-seacev3-1190356-2026-05-14T10:35:52.792191-05:00,PE-CONSUCODE-1310,20131367776,PE-RUC,MUNICIPALIDAD DISTRITAL DE BARRANCO
ocds-dgv273-seacev3-1191658,ocds-dgv273-seacev3-1191658-2026-05-14T10:35:52.377896-05:00,PE-CONSUCODE-1577,20190242961,PE-RUC,MUNICIPALIDAD PROVINCIAL DE OXAPAMPA
ocds-dgv273-seacev3-1188134,ocds-dgv273-seacev3-1188134-2026-05-14T10:35:51.932322-05:00,PE-CONSUCODE-1338,20131378034,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN JUAN DE LURIGANCHO
ocds-dgv273-seacev3-2026-1982-1,ocds-dgv273-seacev3-2026-1982-1-2026-05-14T10:35:51.430100-05:00,PE-CONSUCODE-1982,20135897044,PE-RUC,INSTITUTO PERUANO DEL DEPORTE
ocds-dgv273-seacev3-2026-1852-27,ocds-dgv273-seacev3-2026-1852-27-2026-05-14T10:35:51.413486-05:00,PE-CONSUCODE-1852,20171895147,PE-RUC,MUNICIPALIDAD DISTRITAL DE ILABAYA
ocds-dgv273-seacev3-2026-1596-8,ocds-dgv273-seacev3-2026-1596-8-2026-05-14T10:35:42.667209-05:00,PE-CONSUCODE-1596,20194832746,PE-RUC,MUNICIPALIDAD DISTRITAL DE LAGUNAS - AYABACA
ocds-dgv273-seacev3-1189712,ocds-dgv273-seacev3-1189712-2026-05-14T10:35:41.264146-05:00,PE-CONSUCODE-1915,20137921601,PE-RUC,FONDO NACIONAL DE DESARROLLO PESQUERO
ocds-dgv273-seacev3-1188752,ocds-dgv273-seacev3-1188752-2026-05-14T10:35:40.691882-05:00,PE-CONSUCODE-331,20163027080,PE-RUC,MUNICIPALIDAD DISTRITAL DE KISHUARA
ocds-dgv273-seacev3-1186412,ocds-dgv273-seacev3-1186412-2026-05-14T10:35:39.506600-05:00,PE-CONSUCODE-2543,20131257750,PE-RUC,SEGURO SOCIAL DE SALUD
ocds-dgv273-seacev3-1191377,ocds-dgv273-seacev3-1191377-2026-05-14T10:35:31.289583-05:00,PE-CONSUCODE-488,20166164789,PE-RUC,MUNICIPALIDAD PROVINCIAL DE ISLAY - MOLLENDO
ocds-dgv273-seacev3-1191709,ocds-dgv273-seacev3-1191709-2026-05-14T10:35:30.313639-05:00,PE-CONSUCODE-278,20282911915,PE-RUC,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE
ocds-dgv273-seacev3-2026-1034-2,ocds-dgv273-seacev3-2026-1034-2-2026-05-14T10:35:28.375944-05:00,PE-CONSUCODE-1034,20147711159,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANTIAGO - ICA
ocds-dgv273-seacev3-2026-41-33,ocds-dgv273-seacev3-2026-41-33-2026-05-14T10:35:28.186000-05:00,PE-CONSUCODE-41,20486021692,PE-RUC,GOBIERNO REGIONAL DE JUNIN SEDE CENTRAL
ocds-dgv273-seacev3-1191706,ocds-dgv273-seacev3-1191706-2026-05-13T10:35:39.604731-05:00,PE-CONSUCODE-43,20479569780,PE-RUC,GOBIERNO REGIONAL DE LAMBAYEQUE SEDE CENTRAL
ocds-dgv273-seacev3-1187355,ocds-dgv273-seacev3-1187355-2026-05-13T10:35:38.013668-05:00,PE-CONSUCODE-200280,20486988836,PE-RUC,GOBIERNO REGIONAL DE HUANCAVELICA GERENCIA SUB REGIONAL ACOBAMBA
ocds-dgv273-seacev3-1189775,ocds-dgv273-seacev3-1189775-2026-05-13T10:35:31.208521-05:00,PE-CONSUCODE-1959,20148138886,PE-RUC,INSTITUTO DEL MAR DEL PERU
ocds-dgv273-seacev3-1188585,ocds-dgv273-seacev3-1188585-2026-05-13T10:35:31.120870-05:00,PE-CONSUCODE-14,20131370998,PE-RUC,MINISTERIO DE EDUCACION
ocds-dgv273-seacev3-1206550,ocds-dgv273-seacev3-1206550-2026-05-13T10:35:29.055550-05:00,PE-CONSUCODE-43,20479569780,PE-RUC,GOBIERNO REGIONAL DE LAMBAYEQUE SEDE CENTRAL
ocds-dgv273-seacev3-2026-1628-1,ocds-dgv273-seacev3-2026-1628-1-2026-05-13T10:35:27.392157-05:00,PE-CONSUCODE-1628,20154477021,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SULLANA
ocds-dgv273-seacev3-1188106,ocds-dgv273-seacev3-1188106-2026-05-13T10:35:27.297103-05:00,PE-CONSUCODE-1559,20190184821,PE-RUC,MUNICIPALIDAD DISTRITAL DE HUAYLLAY
ocds-dgv273-seacev3-1188145,ocds-dgv273-seacev3-1188145-2026-05-13T10:35:27.281408-05:00,PE-CONSUCODE-203086,20601224624,PE-RUC,HOSPITAL DE EMERGENCIAS VILLA EL SALVADOR
ocds-dgv273-seacev3-2026-1926-7,ocds-dgv273-seacev3-2026-1926-7-2026-05-13T10:35:19.978722-05:00,PE-CONSUCODE-1926,20122476309,PE-RUC,BANCO CENTRAL DE RESERVA DEL PERÚ
ocds-dgv273-seacev3-2026-200382-1,ocds-dgv273-seacev3-2026-200382-1-2026-05-13T10:35:16.986183-05:00,PE-CONSUCODE-200382,20542068281,PE-RUC,UNIVERSIDAD NACIONAL DE BARRANCA
ocds-dgv273-seacev3-1188493,ocds-dgv273-seacev3-1188493-2026-05-13T10:35:08.585407-05:00,PE-CONSUCODE-2364,20136353315,PE-RUC,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.
ocds-dgv273-seacev3-1190498,ocds-dgv273-seacev3-1190498-2026-05-13T10:35:08.379819-05:00,PE-CONSUCODE-1536,20154469941,PE-RUC,MUNICIPALIDAD PROVINCIAL DE MARISCAL NIETO - MOQUEGUA
ocds-dgv273-seacev3-2026-200260-6,ocds-dgv273-seacev3-2026-200260-6-2026-05-13T10:35:07.878380-05:00,PE-CONSUCODE-200260,20478053178,PE-RUC,SERVICIO NACIONAL DE AREAS NATURALES PROTEGIDAS POR EL ESTADO - SERNANP
ocds-dgv273-seacev3-1193467,ocds-dgv273-seacev3-1193467-2026-05-13T10:35:05.444923-05:00,PE-CONSUCODE-43,20479569780,PE-RUC,GOBIERNO REGIONAL DE LAMBAYEQUE SEDE CENTRAL
ocds-dgv273-seacev3-1190091,ocds-dgv273-seacev3-1190091-2026-05-13T10:34:57.119412-05:00,PE-CONSUCODE-35,20452393493,PE-RUC,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL
ocds-dgv273-seacev3-2026-200395-3,ocds-dgv273-seacev3-2026-200395-3-2026-05-13T10:34:55.659548-05:00,PE-CONSUCODE-200395,20493998472,PE-RUC,GOBIERNO REGIONAL DE LORETO - HOSPITAL DE APOYO SANTA GEMA DE YURIMAGUAS
ocds-dgv273-seacev3-1189927,ocds-dgv273-seacev3-1189927-2026-05-13T10:34:54.726691-05:00,PE-CONSUCODE-203226,20601765226,PE-RUC,UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD
ocds-dgv273-seacev3-1187957,ocds-dgv273-seacev3-1187957-2026-05-13T10:34:54.128049-05:00,PE-CONSUCODE-1540,20171880115,PE-RUC,MUNICIPALIDAD DISTRITAL DE TORATA
ocds-dgv273-seacev3-1213156,ocds-dgv273-seacev3-1213156-2026-05-13T10:34:48.607128-05:00,PE-CONSUCODE-10015,20414868216,PE-RUC,PROGRAMA SUBSECTORIAL DE IRRIGACIONES - PSI
ocds-dgv273-seacev3-1191179,ocds-dgv273-seacev3-1191179-2026-05-13T10:34:45.642213-05:00,PE-CONSUCODE-205210,20611816953,PE-RUC,AUTORIDAD NACIONAL DE INFRAESTRUCTURA
ocds-dgv273-seacev3-2026-200139-2,ocds-dgv273-seacev3-2026-200139-2-2026-05-13T10:34:45.459491-05:00,PE-CONSUCODE-200139,20479801275,PE-RUC,SERVICIO DE ADMINISTRACIÓN TRIBUTARIA DE CHICLAYO
ocds-dgv273-seacev3-1189103,ocds-dgv273-seacev3-1189103-2026-05-13T10:34:43.988820-05:00,PE-CONSUCODE-685,20148260843,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUALGAYOC - BAMBAMARCA
ocds-dgv273-seacev3-2026-10489-2,ocds-dgv273-seacev3-2026-10489-2-2026-05-13T10:34:43.735501-05:00,PE-CONSUCODE-10489,20219793252,PE-RUC,GOBIERNO REGIONAL DE LA LIBERTAD - GERENCIA  REGIONAL  DE AGRICULTURA
ocds-dgv273-seacev3-2026-80812-17,ocds-dgv273-seacev3-2026-80812-17-2026-05-13T10:34:33.977047-05:00,PE-CONSUCODE-202225,20141814312,PE-RUC,EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO MARAÑON S.A.
ocds-dgv273-seacev3-2026-10427-6,ocds-dgv273-seacev3-2026-10427-6-2026-05-13T10:34:33.815283-05:00,PE-CONSUCODE-10427,20365228109,PE-RUC,GOBIERNO REGIONAL DE AYACUCHO-TRANSPORTES
ocds-dgv273-seacev3-2026-1155-42,ocds-dgv273-seacev3-2026-1155-42-2026-05-13T10:34:32.728327-05:00,PE-CONSUCODE-1155,20146674403,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SATIPO
ocds-dgv273-seacev3-1189160,ocds-dgv273-seacev3-1189160-2026-05-10T21:37:55.719169-05:00,PE-CONSUCODE-1850,20194735384,PE-RUC,MUNICIPALIDAD PROVINCIAL DE JORGE BASADRE - LOCUMBA
ocds-dgv273-seacev3-1189686,ocds-dgv273-seacev3-1189686-2026-05-10T21:37:55.020237-05:00,PE-CONSUCODE-46,20519752604,PE-RUC,GOBIERNO REGIONAL DE MOQUEGUA SEDE CENTRAL
ocds-dgv273-seacev3-1191617,ocds-dgv273-seacev3-1191617-2026-05-10T21:37:54.142112-05:00,PE-CONSUCODE-256,20207429091,PE-RUC,MUNICIPALIDAD PROVINCIAL DE POMABAMBA
ocds-dgv273-seacev3-1190198,ocds-dgv273-seacev3-1190198-2026-05-10T21:37:53.620356-05:00,PE-CONSUCODE-967,20199470842,PE-RUC,MUNICIPALIDAD DISTRITAL DE TOMAYKICHWA
ocds-dgv273-seacev3-2026-953-1,ocds-dgv273-seacev3-2026-953-1-2026-05-10T21:37:52.262610-05:00,PE-CONSUCODE-953,20160927896,PE-RUC,MUNICIPALIDAD DISTRITAL DE CHURUBAMBA
ocds-dgv273-seacev3-2026-200130-8,ocds-dgv273-seacev3-2026-200130-8-2026-05-10T21:37:52.034175-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-2026-200130-7,ocds-dgv273-seacev3-2026-200130-7-2026-05-10T21:37:52.017234-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-2026-411-2,ocds-dgv273-seacev3-2026-411-2-2026-05-10T21:37:51.971613-05:00,PE-CONSUCODE-411,20190583369,PE-RUC,MUNICIPALIDAD DISTRITAL DE SACHACA
ocds-dgv273-seacev3-1190770,ocds-dgv273-seacev3-1190770-2026-05-10T21:37:46.237432-05:00,PE-CONSUCODE-511,20143629679,PE-RUC,MUNICIPALIDAD DISTRITAL DE QUINUA
ocds-dgv273-seacev3-2026-10153-26,ocds-dgv273-seacev3-2026-10153-26-2026-05-10T21:37:45.865943-05:00,PE-CONSUCODE-10153,20399728241,PE-RUC,POLICÍA NACIONAL DEL PERÚ - X REGIÓN TERRITORIAL CUSCO
ocds-dgv273-seacev3-1203034,ocds-dgv273-seacev3-1203034-2026-05-10T21:37:45.219568-05:00,PE-CONSUCODE-1498,20191636016,PE-RUC,MUNICIPALIDAD DISTRITAL DE PASTAZA
ocds-dgv273-seacev3-2026-403-3,ocds-dgv273-seacev3-2026-403-3-2026-05-10T21:37:43.231085-05:00,PE-CONSUCODE-403,20170422971,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR
ocds-dgv273-seacev3-1188908,ocds-dgv273-seacev3-1188908-2026-05-10T21:37:42.127474-05:00,PE-CONSUCODE-26,20131370301,PE-RUC,MINISTERIO PUBLICO
ocds-dgv273-seacev3-2026-49-25,ocds-dgv273-seacev3-2026-49-25-2026-05-10T21:37:42.119301-05:00,PE-CONSUCODE-49,20406325815,PE-RUC,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL
ocds-dgv273-seacev3-2026-200130-6,ocds-dgv273-seacev3-2026-200130-6-2026-05-10T21:37:42.027583-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-2026-200130-21,ocds-dgv273-seacev3-2026-200130-21-2026-05-10T21:37:42.011818-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-1195230,ocds-dgv273-seacev3-1195230-2026-05-10T21:37:34.937096-05:00,PE-CONSUCODE-1300,20198667260,PE-RUC,MUNICIPALIDAD DISTRITAL DE MORROPE
ocds-dgv273-seacev3-2026-1031-5,ocds-dgv273-seacev3-2026-1031-5-2026-05-10T21:37:34.841667-05:00,PE-CONSUCODE-1031,20189111321,PE-RUC,MUNICIPALIDAD DISTRITAL DE SALAS - ICA
ocds-dgv273-seacev3-2026-1065-1,ocds-dgv273-seacev3-2026-1065-1-2026-05-10T21:37:34.186580-05:00,PE-CONSUCODE-1065,20184022207,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN ANDRES
ocds-dgv273-seacev3-1187932,ocds-dgv273-seacev3-1187932-2026-05-10T21:37:30.661597-05:00,PE-CONSUCODE-907,20190345344,PE-RUC,MUNICIPALIDAD PROVINCIAL DE TAYACAJA - PAMPAS
ocds-dgv273-seacev3-2026-200130-20,ocds-dgv273-seacev3-2026-200130-20-2026-05-10T21:37:30.630496-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-1191863,ocds-dgv273-seacev3-1191863-2026-05-10T21:37:24.435552-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-2026-1320-19,ocds-dgv273-seacev3-2026-1320-19-2026-05-10T21:37:23.686275-05:00,PE-CONSUCODE-1320,20131365722,PE-RUC,MUNICIPALIDAD DISTRITAL DE LA MOLINA
ocds-dgv273-seacev3-2026-1320-15,ocds-dgv273-seacev3-2026-1320-15-2026-05-10T21:37:23.611979-05:00,PE-CONSUCODE-1320,20131365722,PE-RUC,MUNICIPALIDAD DISTRITAL DE LA MOLINA
ocds-dgv273-seacev3-1189351,ocds-dgv273-seacev3-1189351-2026-05-10T21:37:23.597865-05:00,PE-CONSUCODE-805,20147346434,PE-RUC,MUNICIPALIDAD PROVINCIAL DE ESPINAR
ocds-dgv273-seacev3-1190760,ocds-dgv273-seacev3-1190760-2026-05-10T21:37:23.391906-05:00,PE-CONSUCODE-1839,20147796987,PE-RUC,MUNICIPALIDAD DISTRITAL DE POCOLLAY
ocds-dgv273-seacev3-1190132,ocds-dgv273-seacev3-1190132-2026-05-10T21:37:22.703306-05:00,PE-CONSUCODE-51,20519752515,PE-RUC,GOBIERNO REGIONAL DE TACNA SEDE CENTRAL
ocds-dgv273-seacev3-2026-1209-6,ocds-dgv273-seacev3-2026-1209-6-2026-05-10T21:37:22.595470-05:00,PE-CONSUCODE-1209,20141897935,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SANCHEZ CARRION - HUAMACHUCO
ocds-dgv273-seacev3-2026-200502-1,ocds-dgv273-seacev3-2026-200502-1-2026-05-10T21:37:21.529630-05:00,PE-CONSUCODE-200502,20538977030,PE-RUC,ESTACION EXPERIMENTAL AGRARIA VISTA FLORIDA - LAMBAYEQUE
ocds-dgv273-seacev3-1198142,ocds-dgv273-seacev3-1198142-2026-05-10T21:37:21.513857-05:00,PE-CONSUCODE-1372,20148181544,PE-RUC,MUNICIPALIDAD DISTRITAL DE NUEVO IMPERIAL
ocds-dgv273-seacev3-1203427,ocds-dgv273-seacev3-1203427-2026-05-10T21:37:20.668494-05:00,PE-CONSUCODE-1506,20195690988,PE-RUC,MUNICIPALIDAD DISTRITAL DE PARINARI
ocds-dgv273-seacev3-2026-200130-15,ocds-dgv273-seacev3-2026-200130-15-2026-05-10T21:37:20.155887-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-1187632,ocds-dgv273-seacev3-1187632-2026-05-10T21:37:20.099195-05:00,PE-CONSUCODE-34,20498390570,PE-RUC,GOBIERNO REGIONAL DE AREQUIPA Sede Central
ocds-dgv273-seacev3-1185862,ocds-dgv273-seacev3-1185862-2026-05-10T21:37:20.052984-05:00,PE-CONSUCODE-1175,20199759672,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARCAPOMACOCHA
ocds-dgv273-seacev3-1187880,ocds-dgv273-seacev3-1187880-2026-05-10T21:37:20.004411-05:00,PE-CONSUCODE-200096,20519610214,PE-RUC,MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA
ocds-dgv273-seacev3-2026-200130-18,ocds-dgv273-seacev3-2026-200130-18-2026-05-10T21:37:19.980138-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-2026-251427-25,ocds-dgv273-seacev3-2026-251427-25-2026-05-10T21:37:19.806685-05:00,PE-CONSUCODE-204970,20608861549,PE-RUC,SERVICIO DE MANTENIMIENTO DEL PERÚ SOCIEDAD ANÓNIMA CERRADA
ocds-dgv273-seacev3-1186692,ocds-dgv273-seacev3-1186692-2026-05-10T21:37:19.666898-05:00,PE-CONSUCODE-680,20220666418,PE-RUC,MUNICIPALIDAD DISTRITAL DE TACABAMBA
ocds-dgv273-seacev3-1185550,ocds-dgv273-seacev3-1185550-2026-05-10T21:37:19.640311-05:00,PE-CONSUCODE-1317,20131377909,PE-RUC,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO
ocds-dgv273-seacev3-1192073,ocds-dgv273-seacev3-1192073-2026-05-10T21:37:14.641183-05:00,PE-CONSUCODE-1498,20191636016,PE-RUC,MUNICIPALIDAD DISTRITAL DE PASTAZA
ocds-dgv273-seacev3-2026-2006-5,ocds-dgv273-seacev3-2026-2006-5-2026-05-10T21:37:14.625486-05:00,PE-CONSUCODE-2006,20145913544,PE-RUC,SERVICIOS DE PARQUES DE LIMA
ocds-dgv273-seacev3-1190893,ocds-dgv273-seacev3-1190893-2026-05-10T21:37:13.406428-05:00,PE-CONSUCODE-403,20170422971,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR
ocds-dgv273-seacev3-1191213,ocds-dgv273-seacev3-1191213-2026-05-10T21:37:12.708415-05:00,PE-CONSUCODE-10403,20185898343,PE-RUC,GOBIERNO REGIONAL DE APURIMAC-CHANKA
ocds-dgv273-seacev3-1189014,ocds-dgv273-seacev3-1189014-2026-05-10T21:37:09.937196-05:00,PE-CONSUCODE-43,20479569780,PE-RUC,GOBIERNO REGIONAL DE LAMBAYEQUE SEDE CENTRAL
ocds-dgv273-seacev3-1187923,ocds-dgv273-seacev3-1187923-2026-05-10T21:37:09.484738-05:00,PE-CONSUCODE-200096,20519610214,PE-RUC,MUNICIPALIDAD DISTRITAL DE CORONEL GREGORIO ALBARRACIN LANCHIPA
ocds-dgv273-seacev3-2026-200130-16,ocds-dgv273-seacev3-2026-200130-16-2026-05-10T21:37:09.419658-05:00,PE-CONSUCODE-200130,20393127431,PE-RUC,GOBIERNO REGIONAL DE UCAYALI - DIRECCION DE SALUD Nº 3 ATALAYA
ocds-dgv273-seacev3-2026-10153-25,ocds-dgv273-seacev3-2026-10153-25-2026-05-10T21:37:02.827417-05:00,PE-CONSUCODE-10153,20399728241,PE-RUC,POLICÍA NACIONAL DEL PERÚ - X REGIÓN TERRITORIAL CUSCO
ocds-dgv273-seacev3-1187860,ocds-dgv273-seacev3-1187860-2026-05-10T21:36:59.146400-05:00,PE-CONSUCODE-874,20191121954,PE-RUC,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA
ocds-dgv273-seacev3-2026-32-4,ocds-dgv273-seacev3-2026-32-4-2026-05-10T21:36:51.768218-05:00,PE-CONSUCODE-32,20479569861,PE-RUC,GOBIERNO REGIONAL DE AMAZONAS SEDE CENTRAL
ocds-dgv273-seacev3-1191793,ocds-dgv273-seacev3-1191793-2026-05-10T21:36:50.260180-05:00,PE-CONSUCODE-49,20406325815,PE-RUC,GOBIERNO REGIONAL DE PUNO SEDE CENTRAL
ocds-dgv273-seacev3-1189182,ocds-dgv273-seacev3-1189182-2026-05-10T21:36:50.181917-05:00,PE-CONSUCODE-47,20489252270,PE-RUC,GOBIERNO REGIONAL DE PASCO SEDE CENTRAL
ocds-dgv273-seacev3-1189641,ocds-dgv273-seacev3-1189641-2026-05-08T10:37:56.387418-05:00,PE-CONSUCODE-200224,20324454030,PE-RUC,MUNICIPALIDAD DISTRITAL DE CANOAS DE PUNTA SAL
ocds-dgv273-seacev3-2026-10249-115,ocds-dgv273-seacev3-2026-10249-115-2026-05-08T10:37:53.120821-05:00,PE-CONSUCODE-10249,20144364059,PE-RUC,FUERZA AEREA DEL PERU
ocds-dgv273-seacev3-2026-1334-1,ocds-dgv273-seacev3-2026-1334-1-2026-05-08T10:37:51.528222-05:00,PE-CONSUCODE-1334,20131366613,PE-RUC,MUNICIPALIDAD DISTRITAL DE RIMAC
ocds-dgv273-seacev3-2026-1039-4,ocds-dgv273-seacev3-2026-1039-4-2026-05-08T10:37:51.171293-05:00,PE-CONSUCODE-1039,20146898697,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CHINCHA - CHINCHA ALTA
ocds-dgv273-seacev3-1188931,ocds-dgv273-seacev3-1188931-2026-05-08T10:37:50.445448-05:00,PE-CONSUCODE-789,20147421070,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CANCHIS - SICUANI
ocds-dgv273-seacev3-1191923,ocds-dgv273-seacev3-1191923-2026-05-08T10:37:43.661443-05:00,PE-CONSUCODE-10249,20144364059,PE-RUC,FUERZA AEREA DEL PERU
ocds-dgv273-seacev3-1187915,ocds-dgv273-seacev3-1187915-2026-05-08T10:37:40.362642-05:00,PE-CONSUCODE-34,20498390570,PE-RUC,GOBIERNO REGIONAL DE AREQUIPA Sede Central
ocds-dgv273-seacev3-2026-227-2,ocds-dgv273-seacev3-2026-227-2-2026-05-08T10:37:40.143105-05:00,PE-CONSUCODE-227,20146925767,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUAYLAS - CARAZ
ocds-dgv273-seacev3-2026-343-1,ocds-dgv273-seacev3-2026-343-1-2026-05-08T10:37:40.121447-05:00,PE-CONSUCODE-343,20192042357,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN MIGUEL CHACCRAMPA
