Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Artículos que se adquirirán:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Descripción,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Esquema
ocds-dgv273-seacev3-2026-423-2,ocds-dgv273-seacev3-2026-423-2-2026-09-23T10:17:09.304671-05:00,1189646,21206363,72152705,Servicios de construcción de veredas o rampas,UNSPSC
ocds-dgv273-seacev3-2026-1160-3,ocds-dgv273-seacev3-2026-1160-3-2026-09-23T10:17:09.072434-05:00,1191986,21212847,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1186109,ocds-dgv273-seacev3-1186109-2026-09-23T10:17:08.962841-05:00,1186109,21199630,72141120,Servicios de construcción de líneas de alcantarillado,UNSPSC
ocds-dgv273-seacev3-1186423,ocds-dgv273-seacev3-1186423-2026-09-23T10:17:08.746211-05:00,1186423,21197777,81112102,Proveedor de servicio de correo electrónico,UNSPSC
ocds-dgv273-seacev3-2026-1196-5,ocds-dgv273-seacev3-2026-1196-5-2026-09-23T10:16:57.008196-05:00,1189565,21206368,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1201704,ocds-dgv273-seacev3-1201704-2026-09-22T10:12:29.884518-05:00,1201704,21238596,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1188870,ocds-dgv273-seacev3-1188870-2026-09-22T10:12:29.664474-05:00,1188870,21204569,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-2026-1731-38,ocds-dgv273-seacev3-2026-1731-38-2026-09-21T09:59:26.436569-05:00,1187045,21198216,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1213192,ocds-dgv273-seacev3-1213192-2026-09-18T10:23:18.111244-05:00,1213192,21270185,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-1545-3,ocds-dgv273-seacev3-2026-1545-3-2026-09-18T10:23:17.989308-05:00,1190303,21208359,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1189599,ocds-dgv273-seacev3-1189599-2026-09-18T10:23:17.931722-05:00,1189599,21206292,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1190797,ocds-dgv273-seacev3-1190797-2026-09-18T10:23:17.820750-05:00,1190797,21209966,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-174-1,ocds-dgv273-seacev3-2026-174-1-2026-09-18T10:23:17.187296-05:00,1186211,21197606,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-1195068,ocds-dgv273-seacev3-1195068-2026-09-18T10:23:06.896226-05:00,1195068,21220871,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-2026-227-13,ocds-dgv273-seacev3-2026-227-13-2026-09-18T10:23:06.846551-05:00,1190861,21210127,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1188268,ocds-dgv273-seacev3-1188268-2026-09-18T10:23:06.831945-05:00,1188268,21203248,84101501,Asistencia financiera,UNSPSC
ocds-dgv273-seacev3-2026-1760-2,ocds-dgv273-seacev3-2026-1760-2-2026-09-18T10:23:06.020529-05:00,1187687,21201525,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-2026-10466-23,ocds-dgv273-seacev3-2026-10466-23-2026-09-18T10:23:06.005198-05:00,1187437,21201218,76122003,Disposición final para desechos peligrosos,UNSPSC
ocds-dgv273-seacev3-2026-200-13,ocds-dgv273-seacev3-2026-200-13-2026-09-18T10:22:55.689999-05:00,1189640,21206352,81101509,Ingeniería de aeropuertos,UNSPSC
ocds-dgv273-seacev3-2026-521-1,ocds-dgv273-seacev3-2026-521-1-2026-09-18T10:22:55.642897-05:00,1187924,21202014,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-521-1,ocds-dgv273-seacev3-2026-521-1-2026-09-18T10:22:55.642897-05:00,1187924,21202015,50221102,Harina de cereales,UNSPSC
ocds-dgv273-seacev3-2026-200-10,ocds-dgv273-seacev3-2026-200-10-2026-09-18T10:22:55.363027-05:00,1186073,21199609,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-1215893,ocds-dgv273-seacev3-1215893-2026-09-18T10:22:45.130645-05:00,1215893,21278074,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1189017,ocds-dgv273-seacev3-1189017-2026-09-18T10:22:44.352275-05:00,1189017,21204812,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1190691,ocds-dgv273-seacev3-1190691-2026-09-18T10:22:44.214302-05:00,1190691,21209810,39111709,Unidad de iluminación para salida de emergencia,UNSPSC
ocds-dgv273-seacev3-2026-200-17,ocds-dgv273-seacev3-2026-200-17-2026-09-18T10:22:44.093916-05:00,1191224,21210754,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1212190,ocds-dgv273-seacev3-1212190-2026-09-18T10:22:33.072323-05:00,1212190,21267715,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-1319-1,ocds-dgv273-seacev3-2026-1319-1-2026-09-18T10:22:32.766065-05:00,1190539,21209127,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1190868,ocds-dgv273-seacev3-1190868-2026-09-18T10:22:32.749892-05:00,1190868,21210134,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1189057,ocds-dgv273-seacev3-1189057-2026-09-18T10:22:32.651699-05:00,1189057,21204961,81101509,Ingeniería de aeropuertos,UNSPSC
ocds-dgv273-seacev3-1188937,ocds-dgv273-seacev3-1188937-2026-09-18T10:22:32.494512-05:00,1188937,21204842,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-2026-1158-1,ocds-dgv273-seacev3-2026-1158-1-2026-09-18T10:22:32.407326-05:00,1186368,21197758,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1240633,ocds-dgv273-seacev3-1240633-2026-09-18T10:22:26.344122-05:00,1240633,21346540,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1215830,ocds-dgv273-seacev3-1215830-2026-09-18T10:22:22.488213-05:00,1215830,21277375,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1216070,ocds-dgv273-seacev3-1216070-2026-09-18T10:22:22.412940-05:00,1216070,21278733,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1215875,ocds-dgv273-seacev3-1215875-2026-09-18T10:22:22.234860-05:00,1215875,21277410,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-2026-200199-10,ocds-dgv273-seacev3-2026-200199-10-2026-09-18T10:22:22.059017-05:00,1188414,21203651,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-2026-1731-7,ocds-dgv273-seacev3-2026-1731-7-2026-09-18T10:22:22.010547-05:00,1188425,21203461,30111505,Hormigón premezclado,UNSPSC
ocds-dgv273-seacev3-2026-685-5,ocds-dgv273-seacev3-2026-685-5-2026-09-18T10:22:21.903155-05:00,1190145,21208198,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1187572,ocds-dgv273-seacev3-1187572-2026-09-18T10:22:21.747476-05:00,1187572,21201425,12142105,Aire industrial,UNSPSC
ocds-dgv273-seacev3-1186829,ocds-dgv273-seacev3-1186829-2026-09-18T10:22:21.390695-05:00,1186829,21200410,72154013,Servicios de construcción de cercos,UNSPSC
ocds-dgv273-seacev3-1247456,ocds-dgv273-seacev3-1247456-2026-09-18T10:22:11.420063-05:00,1247456,21363280,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1215876,ocds-dgv273-seacev3-1215876-2026-09-18T10:22:11.210423-05:00,1215876,21277880,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1189234,ocds-dgv273-seacev3-1189234-2026-09-18T10:22:10.541546-05:00,1189234,21205421,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-1187904,ocds-dgv273-seacev3-1187904-2026-09-18T10:22:10.180163-05:00,1187904,21202232,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1197767,ocds-dgv273-seacev3-1197767-2026-09-17T10:19:55.539137-05:00,1197767,21228524,72121403,Servicios de construcción de hospitales,UNSPSC
ocds-dgv273-seacev3-2026-685-1,ocds-dgv273-seacev3-2026-685-1-2026-09-17T10:19:55.372442-05:00,1189428,21205907,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-1584-5,ocds-dgv273-seacev3-2026-1584-5-2026-09-17T10:19:55.065523-05:00,1187219,21200776,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1249495,ocds-dgv273-seacev3-1249495-2026-09-17T10:19:47.583121-05:00,1249495,21368388,72121103,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1197346,ocds-dgv273-seacev3-1197346-2026-09-17T10:19:32.643806-05:00,1197346,21225849,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-200145-6,ocds-dgv273-seacev3-2026-200145-6-2026-09-17T10:19:32.455865-05:00,1190984,21210353,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-2026-1890-10,ocds-dgv273-seacev3-2026-1890-10-2026-09-17T10:19:32.400061-05:00,1186102,21199617,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1188353,ocds-dgv273-seacev3-1188353-2026-09-17T10:19:21.905725-05:00,1188353,21203568,72141120,Servicios de construcción de líneas de alcantarillado,UNSPSC
ocds-dgv273-seacev3-1186175,ocds-dgv273-seacev3-1186175-2026-09-17T10:19:09.942849-05:00,1186175,21197563,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1186175,ocds-dgv273-seacev3-1186175-2026-09-17T10:19:09.942849-05:00,1186175,21197562,15101506,Gasolina o Petróleo,UNSPSC
ocds-dgv273-seacev3-1217953,ocds-dgv273-seacev3-1217953-2026-09-16T10:19:09.861197-05:00,1217953,21284733,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1188462,ocds-dgv273-seacev3-1188462-2026-09-16T10:19:09.295776-05:00,1188462,21203526,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1246483,ocds-dgv273-seacev3-1246483-2026-09-16T10:18:29.845524-05:00,1246483,21361165,72121103,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-2026-1908-25,ocds-dgv273-seacev3-2026-1908-25-2026-09-16T10:18:14.394256-05:00,1191950,21212592,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-2026-10553-4,ocds-dgv273-seacev3-2026-10553-4-2026-09-16T10:18:13.654234-05:00,1186081,21199590,30121702,Geotextil,UNSPSC
ocds-dgv273-seacev3-2026-10553-4,ocds-dgv273-seacev3-2026-10553-4-2026-09-16T10:18:13.654234-05:00,1186081,21199589,30121702,Geotextil,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200849,50192111,Carnes secas o procesadas,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200853,50192902,Fideos o pastas simples estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200845,50192902,Fideos o pastas simples estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200854,50221101,Granos de cereal,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200851,50221108,Grano de arroz,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200850,50151513,Aceites comestibles vegetales o de plantas,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200847,50121538,Pescado estable sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200844,50421819,Habas secas,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200852,50426818,Garbanzos secos,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200848,50424003,Arvejas secas de jardín,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21200846,50424501,Lentejas secas,UNSPSC
ocds-dgv273-seacev3-2026-505-9,ocds-dgv273-seacev3-2026-505-9-2026-09-16T10:18:13.338420-05:00,1187290,21242230,50151513,Aceites comestibles vegetales o de plantas,UNSPSC
ocds-dgv273-seacev3-1191993,ocds-dgv273-seacev3-1191993-2026-09-16T10:18:02.605191-05:00,1191993,21212859,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-1038-4,ocds-dgv273-seacev3-2026-1038-4-2026-09-16T10:18:02.436256-05:00,1186334,21197720,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-2026-617-1,ocds-dgv273-seacev3-2026-617-1-2026-09-13T12:05:37.327055-05:00,1187258,21198360,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1187146,ocds-dgv273-seacev3-1187146-2026-09-13T12:05:37.093404-05:00,1187146,21200714,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1239720,ocds-dgv273-seacev3-1239720-2026-09-13T12:05:29.035237-05:00,1239720,21344292,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1191408,ocds-dgv273-seacev3-1191408-2026-09-13T12:05:27.222546-05:00,1191408,21211346,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-167507-1,ocds-dgv273-seacev3-2026-167507-1-2026-09-13T12:05:27.198069-05:00,1191473,21211459,83121703,Servicios relacionados con Internet,UNSPSC
ocds-dgv273-seacev3-1187326,ocds-dgv273-seacev3-1187326-2026-09-13T12:05:26.215703-05:00,1187326,21200946,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1187643,ocds-dgv273-seacev3-1187643-2026-09-13T12:05:14.809921-05:00,1187643,21201485,24102402,Compactador estacionario para basura,UNSPSC
ocds-dgv273-seacev3-2026-743-6,ocds-dgv273-seacev3-2026-743-6-2026-09-13T12:05:14.655545-05:00,1186436,21197798,70111713,Servicios de gestión o mantenimiento de parques,UNSPSC
ocds-dgv273-seacev3-1190538,ocds-dgv273-seacev3-1190538-2026-09-13T12:05:03.972774-05:00,1190538,21209116,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1187282,ocds-dgv273-seacev3-1187282-2026-09-13T12:05:03.631047-05:00,1187282,21200836,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1220959,ocds-dgv273-seacev3-1220959-2026-09-13T12:04:53.971697-05:00,1220959,21294523,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1189878,ocds-dgv273-seacev3-1189878-2026-09-13T12:04:52.291465-05:00,1189878,21207341,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1186088,ocds-dgv273-seacev3-1186088-2026-09-13T12:04:52.026696-05:00,1186088,21199600,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-20002-64,ocds-dgv273-seacev3-2026-20002-64-2026-09-13T12:04:51.970368-05:00,1186836,21198078,15111510,Gas de petróleo licuefactado,UNSPSC
ocds-dgv273-seacev3-1187881,ocds-dgv273-seacev3-1187881-2026-09-13T12:04:51.749393-05:00,1187881,21202187,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-1223145,ocds-dgv273-seacev3-1223145-2026-09-13T12:04:42.551275-05:00,1223145,21300783,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1189809,ocds-dgv273-seacev3-1189809-2026-09-13T12:04:41.852194-05:00,1189809,21206909,72121408,Servicios de construcción de estadios,UNSPSC
ocds-dgv273-seacev3-2026-1631-2,ocds-dgv273-seacev3-2026-1631-2-2026-09-13T12:04:41.685907-05:00,1186470,21200018,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1188365,ocds-dgv273-seacev3-1188365-2026-09-13T12:04:29.892993-05:00,1188365,21203613,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1187275,ocds-dgv273-seacev3-1187275-2026-09-13T12:04:29.680498-05:00,1187275,21198383,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-2026-200055-1,ocds-dgv273-seacev3-2026-200055-1-2026-09-11T10:24:15.026593-05:00,1187037,21200629,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1190267,ocds-dgv273-seacev3-1190267-2026-09-11T10:24:14.953296-05:00,1190267,21208501,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1189516,ocds-dgv273-seacev3-1189516-2026-09-11T10:24:04.533108-05:00,1189516,21206217,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207471,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207470,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207204,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207203,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207167,82101601,Publicidad en radio,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207129,82121506,Impresión de publicaciones,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207196,82101601,Publicidad en radio,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207482,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207481,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207473,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207472,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207446,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207144,82121506,Impresión de publicaciones,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207143,82121506,Impresión de publicaciones,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207161,82101601,Publicidad en radio,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207429,82101801,Servicios de campañas publicitarias,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207419,82101802,Servicio de producción de publicidad,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207418,82101802,Servicio de producción de publicidad,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207409,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207387,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207386,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207385,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207384,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207378,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207377,82101701,Servicios de publicidad en banners,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207037,82121506,Impresión de publicaciones,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207328,82101601,Publicidad en radio,UNSPSC
ocds-dgv273-seacev3-1189852,ocds-dgv273-seacev3-1189852-2026-09-11T10:23:52.066379-05:00,1189852,21207376,82101701,Servicios de publicidad en banners,UNSPSC
