Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Esquema
ocds-dgv273-seacev3-1188956,ocds-dgv273-seacev3-1188956-2026-08-02T10:08:42.450976-05:00,1188956-20602646573,21204878,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-1188956,ocds-dgv273-seacev3-1188956-2026-08-02T10:08:42.450976-05:00,1188956-20602646573,21204879,50192109,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC
ocds-dgv273-seacev3-1209336,ocds-dgv273-seacev3-1209336-2026-08-01T10:19:27.045380-05:00,1209336-20557547640,21259130,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1190080,ocds-dgv273-seacev3-1190080-2026-08-01T10:19:16.290836-05:00,1190080-1767043,21207991,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-1226878,ocds-dgv273-seacev3-1226878-2026-08-01T10:18:56.050036-05:00,1226878-20602896774,21311281,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1188943,ocds-dgv273-seacev3-1188943-2026-08-01T10:18:52.974580-05:00,1188943-1768393,21204704,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1191522,ocds-dgv273-seacev3-1191522-2026-08-01T10:18:41.121725-05:00,1191522-1775544,21211501,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-2026-200512-4,ocds-dgv273-seacev3-2026-200512-4-2026-08-01T10:18:30.310416-05:00,1188733-1791728,21204258,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-2026-2009-106,ocds-dgv273-seacev3-2026-2009-106-2026-08-01T10:18:16.530026-05:00,1189649-20564215644,21206447,21102401,Equipo para apicultura,UNSPSC
ocds-dgv273-seacev3-2026-2009-106,ocds-dgv273-seacev3-2026-2009-106-2026-08-01T10:18:16.530026-05:00,1189649-20607684589,21206447,21102401,Equipo para apicultura,UNSPSC
ocds-dgv273-seacev3-2026-1890-16,ocds-dgv273-seacev3-2026-1890-16-2026-08-01T10:18:16.267258-05:00,1188123-1768064,21202725,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-2026-2366-15,ocds-dgv273-seacev3-2026-2366-15-2026-07-30T10:06:39.343467-05:00,1188923-20106498386,21204685,70171602,Servicios de ensayos del agua,UNSPSC
ocds-dgv273-seacev3-1186137,ocds-dgv273-seacev3-1186137-2026-07-30T10:06:39.299694-05:00,1186137-L5552918070,21197533,80171801,Servicio de monitoreo de los medios de comunicación,UNSPSC
ocds-dgv273-seacev3-1190825,ocds-dgv273-seacev3-1190825-2026-07-26T10:08:23.239390-05:00,1190825-1775667,21210024,72152602,Servicios de canaletas y bajadas de agua,UNSPSC
ocds-dgv273-seacev3-2026-289-4,ocds-dgv273-seacev3-2026-289-4-2026-07-26T10:08:14.366933-05:00,1190652-1770289,21209723,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1190493,ocds-dgv273-seacev3-1190493-2026-07-26T10:08:14.350986-05:00,1190493-1772332,21209101,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1211109,ocds-dgv273-seacev3-1211109-2026-07-26T10:08:03.143117-05:00,1211109-10410577173,21264593,78141804,Administración de instalación terminal de carga,UNSPSC
ocds-dgv273-seacev3-2026-10378-4,ocds-dgv273-seacev3-2026-10378-4-2026-07-26T10:08:02.228052-05:00,1190832-10102731391,21210045,85101503,Servicio para administrar consultorios médicos,UNSPSC
ocds-dgv273-seacev3-2026-317-2,ocds-dgv273-seacev3-2026-317-2-2026-07-26T10:08:01.653504-05:00,1186223-20607722766,21199751,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-2026-1003057621-12,ocds-dgv273-seacev3-2026-1003057621-12-2026-07-26T10:07:57.677656-05:00,1231922-20544990781,21324632,82101504,Publicidad en periódicos,UNSPSC
ocds-dgv273-seacev3-1193657,ocds-dgv273-seacev3-1193657-2026-07-26T10:07:53.517842-05:00,1193657-1790697,21216936,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1191872,ocds-dgv273-seacev3-1191872-2026-07-26T10:07:42.359593-05:00,1191872-20511037001,21212432,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-2026-10247-56,ocds-dgv273-seacev3-2026-10247-56-2026-07-26T10:07:42.150163-05:00,1192090-20332970411,21213142,84131607,Seguro de responsabilidad general,UNSPSC
ocds-dgv273-seacev3-1185694,ocds-dgv273-seacev3-1185694-2026-07-25T10:12:33.975104-05:00,1185694-20602573461,21197144,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1190665,ocds-dgv273-seacev3-1190665-2026-07-25T10:12:25.037949-05:00,1190665-20542196107,21209542,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1187069,ocds-dgv273-seacev3-1187069-2026-07-25T10:12:23.972393-05:00,1187069-20448511058,21200643,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1185696,ocds-dgv273-seacev3-1185696-2026-07-25T10:12:12.660898-05:00,1185696-20602573461,21197145,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-2026-2543-205,ocds-dgv273-seacev3-2026-2543-205-2026-07-24T10:24:36.557990-05:00,1192068-20255361695,21212747,51161525,Beclometasona,UNSPSC
ocds-dgv273-seacev3-2026-2543-205,ocds-dgv273-seacev3-2026-2543-205-2026-07-24T10:24:36.557990-05:00,1192068-20255361695,21212748,51161705,Bromuro de ipratropio,UNSPSC
ocds-dgv273-seacev3-2026-2543-205,ocds-dgv273-seacev3-2026-2543-205-2026-07-24T10:24:36.557990-05:00,1192068-20522761525,21212750,51101549,Linezolida,UNSPSC
ocds-dgv273-seacev3-2026-2543-205,ocds-dgv273-seacev3-2026-2543-205-2026-07-24T10:24:36.557990-05:00,1192068-20522761525,21212752,51162030,Fluticasona/salmeterol,UNSPSC
ocds-dgv273-seacev3-2026-2543-205,ocds-dgv273-seacev3-2026-2543-205-2026-07-24T10:24:36.557990-05:00,1192068-20607928941,21212753,51422410,Fludrocortisona,UNSPSC
ocds-dgv273-seacev3-2026-2543-205,ocds-dgv273-seacev3-2026-2543-205-2026-07-24T10:24:36.557990-05:00,1192068-20613527134,21212749,51161630,Maleato de clorfeniramina,UNSPSC
ocds-dgv273-seacev3-2026-774-1,ocds-dgv273-seacev3-2026-774-1-2026-07-24T10:24:27.725489-05:00,1191900-1770910,21212417,80101604,Administración o planificación de proyectos,UNSPSC
ocds-dgv273-seacev3-2026-891-1,ocds-dgv273-seacev3-2026-891-1-2026-07-24T10:24:17.342523-05:00,1186663-1768466,21200270,10101516,Ganado vacuno,UNSPSC
ocds-dgv273-seacev3-1187009,ocds-dgv273-seacev3-1187009-2026-07-24T10:24:07.633076-05:00,1187009-1770440,21198194,73152108,Servicio de reparación y mantenimiento de equipo eléctrico,UNSPSC
ocds-dgv273-seacev3-1186683,ocds-dgv273-seacev3-1186683-2026-07-24T10:24:07.579204-05:00,1186683-1767644,21197964,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1186165,ocds-dgv273-seacev3-1186165-2026-07-24T10:24:07.502927-05:00,1186165-20610720669,21199662,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1203462,ocds-dgv273-seacev3-1203462-2026-07-24T10:23:55.762402-05:00,1203462-20539384261,21243791,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-2026-2432-6,ocds-dgv273-seacev3-2026-2432-6-2026-07-24T10:23:55.648691-05:00,1188006-20304289512,21202651,80111501,Desarrollo de gestión,UNSPSC
ocds-dgv273-seacev3-2026-774-2,ocds-dgv273-seacev3-2026-774-2-2026-07-24T10:23:45.862081-05:00,1191962-20574766134,21212638,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1186697,ocds-dgv273-seacev3-1186697-2026-07-24T10:23:45.682443-05:00,1186697-20108001535,21197978,92101805,Procesos de apelación o revisiones judiciales,UNSPSC
ocds-dgv273-seacev3-1189756,ocds-dgv273-seacev3-1189756-2026-07-23T10:30:26.933866-05:00,1189756-1767822,21206606,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1191616,ocds-dgv273-seacev3-1191616-2026-07-23T10:30:26.564020-05:00,1191616-1778295,21211740,84111501,Servicio de contabilidad de costos,UNSPSC
ocds-dgv273-seacev3-1191616,ocds-dgv273-seacev3-1191616-2026-07-23T10:30:26.564020-05:00,1191616-1778295,21211741,84111501,Servicio de contabilidad de costos,UNSPSC
ocds-dgv273-seacev3-1191616,ocds-dgv273-seacev3-1191616-2026-07-23T10:30:26.564020-05:00,1191616-1778295,21211742,84111501,Servicio de contabilidad de costos,UNSPSC
ocds-dgv273-seacev3-1191616,ocds-dgv273-seacev3-1191616-2026-07-23T10:30:26.564020-05:00,1191616-20602753761,21211743,84111501,Servicio de contabilidad de costos,UNSPSC
ocds-dgv273-seacev3-1191616,ocds-dgv273-seacev3-1191616-2026-07-23T10:30:26.564020-05:00,1191616-20253541505,21211740,84111501,Servicio de contabilidad de costos,UNSPSC
ocds-dgv273-seacev3-2026-1648-10,ocds-dgv273-seacev3-2026-1648-10-2026-07-23T10:30:26.164158-05:00,1189038-20601793289,21204923,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-2026-10047-2,ocds-dgv273-seacev3-2026-10047-2-2026-07-23T10:30:15.795380-05:00,1190403-20513441208,21208857,,,UNSPSC
ocds-dgv273-seacev3-2026-10047-2,ocds-dgv273-seacev3-2026-10047-2-2026-07-23T10:30:15.795380-05:00,1190403-20513441208,21208749,42295121,Microscopios o magnificadores quirúrgicos o accesorios,UNSPSC
ocds-dgv273-seacev3-1193723,ocds-dgv273-seacev3-1193723-2026-07-23T10:30:15.630022-05:00,1193723-1800728,21216945,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-2026-200125-1,ocds-dgv273-seacev3-2026-200125-1-2026-07-23T10:30:14.880643-05:00,1186961-20600170822,21200501,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1192239,ocds-dgv273-seacev3-1192239-2026-07-23T10:29:40.704312-05:00,1192239-1781387,21213347,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-1648-11,ocds-dgv273-seacev3-2026-1648-11-2026-07-23T10:29:40.503896-05:00,1189041-20601793289,21204926,15101506,Gasolina o Petróleo,UNSPSC
ocds-dgv273-seacev3-1188817,ocds-dgv273-seacev3-1188817-2026-07-23T10:29:28.891832-05:00,1188817-1768334,21204515,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1186268,ocds-dgv273-seacev3-1186268-2026-07-23T10:29:04.691509-05:00,1186268-20546505155,21199814,80121704,Servicios legales de contratos,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-10432762292,21212205,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-10432762292,21212146,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-10432762292,21212145,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-20613300911,21212145,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-20615483975,21212204,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-20615483975,21212143,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-20615483975,21212147,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-99999999999,21212143,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-99999999999,21212205,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-99999999999,21212146,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-99999999999,21212147,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-99999999999,21212145,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-99999999999,21212204,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-20610665226,21212204,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-10141-50,ocds-dgv273-seacev3-2026-10141-50-2026-07-22T10:31:53.528688-05:00,1191767-20610665226,21212145,10171602,Fertilizante potásico,UNSPSC
ocds-dgv273-seacev3-2026-742-59,ocds-dgv273-seacev3-2026-742-59-2026-07-22T10:31:51.959860-05:00,1187502-1771786,21201290,78111808,Alquiler de vehículos,UNSPSC
ocds-dgv273-seacev3-1233778,ocds-dgv273-seacev3-1233778-2026-07-22T10:31:48.524783-05:00,1233778-1813786,21329507,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1202735,ocds-dgv273-seacev3-1202735-2026-07-22T10:31:29.874732-05:00,1202735-1792930,21242808,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1224019,ocds-dgv273-seacev3-1224019-2026-07-22T10:31:09.267610-05:00,1224019-20613791125,21303066,31151705,Cable de acero no eléctrico,UNSPSC
ocds-dgv273-seacev3-1190047,ocds-dgv273-seacev3-1190047-2026-07-19T10:08:34.422847-05:00,1190047-20526021658,21207917,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1188358,ocds-dgv273-seacev3-1188358-2026-07-19T10:08:34.091125-05:00,1188358-20100240301,21203578,72121403,Servicios de construcción de hospitales,UNSPSC
ocds-dgv273-seacev3-2026-10001-21,ocds-dgv273-seacev3-2026-10001-21-2026-07-19T10:08:33.794854-05:00,1186086-20421780472,21199599,83111502,Servicios telefónicos de larga distancia,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20100018625,21212884,51102206,Nitrofurantoina,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20255361695,21212888,51101594,Cefepime,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20255361695,21212716,51101551,Ceftriaxona,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20255361695,21212874,51101542,Ciprofloxacina,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20255361695,21212886,51101584,Gentamicina,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20255361695,21212880,51101508,Antibióticos sulfonamidas,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20258134568,21212889,51101810,Itraconazol,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20347268683,21212878,51101573,Cefuroxima,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20503794692,21212881,51101807,Fluconazol,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20522333051,21212879,51342309,Aciclovir o aciclovir,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20536390201,21212887,51101811,Ketoconazol,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20600413571,21212873,51101550,Cefalexina,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20607928941,21212876,51303002,Voriconazol,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20613527134,21212890,51101572,Azitromicina,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20613527134,21212872,51101552,Ceftazidima,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20613527134,21212883,51283505,Oxacilina,UNSPSC
ocds-dgv273-seacev3-2026-2543-200,ocds-dgv273-seacev3-2026-2543-200-2026-07-19T10:08:24.124019-05:00,1192021-20613527134,21212882,51101591,Vancomicina,UNSPSC
ocds-dgv273-seacev3-2026-847-12,ocds-dgv273-seacev3-2026-847-12-2026-07-19T10:08:23.996033-05:00,1189257-10424812230,21205512,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-2026-847-12,ocds-dgv273-seacev3-2026-847-12-2026-07-19T10:08:23.996033-05:00,1189257-20511037001,21205512,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1188626,ocds-dgv273-seacev3-1188626-2026-07-19T10:08:23.760627-05:00,1188626-1783504,21204113,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1191768,ocds-dgv273-seacev3-1191768-2026-07-18T10:18:24.903804-05:00,1191768-1786547,21212155,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1190335,ocds-dgv273-seacev3-1190335-2026-07-18T10:18:13.956728-05:00,1190335-20603055749,21208836,78102203,"Servicios de envío, recojo o entrega de correspondencia",UNSPSC
ocds-dgv273-seacev3-1186205,ocds-dgv273-seacev3-1186205-2026-07-18T10:18:13.806182-05:00,1186205-20609300583,21199742,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1188141,ocds-dgv273-seacev3-1188141-2026-07-18T10:17:51.399237-05:00,1188141-1769346,21202723,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1197833,ocds-dgv273-seacev3-1197833-2026-07-18T10:17:40.290813-05:00,1197833-1776357,21227109,85151508,Servicios de análisis de alimentos,UNSPSC
ocds-dgv273-seacev3-2026-1852-19,ocds-dgv273-seacev3-2026-1852-19-2026-07-18T10:17:30.027479-05:00,1187204-20610316922,21198339,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1187657,ocds-dgv273-seacev3-1187657-2026-07-18T10:17:17.230336-05:00,1187657-1766980,21201505,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-1984-2,ocds-dgv273-seacev3-2026-1984-2-2026-07-17T10:26:59.632763-05:00,1189298-1795640,21205514,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1223540,ocds-dgv273-seacev3-1223540-2026-07-17T10:26:49.980454-05:00,1223540-1800148,21302122,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1189188,ocds-dgv273-seacev3-1189188-2026-07-17T10:26:25.721340-05:00,1189188-1804271,21205195,72141213,Servicios de construcción de vías fluviales,UNSPSC
ocds-dgv273-seacev3-1188035,ocds-dgv273-seacev3-1188035-2026-07-17T10:26:25.106228-05:00,1188035-1767283,21203044,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-2026-20-17,ocds-dgv273-seacev3-2026-20-17-2026-07-17T10:26:15.221529-05:00,1191529-20106897914,21211508,83111603,Servicios de telefonía móvil,UNSPSC
ocds-dgv273-seacev3-1187205,ocds-dgv273-seacev3-1187205-2026-07-16T10:26:06.120019-05:00,1187205-1772390,21198340,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1187205,ocds-dgv273-seacev3-1187205-2026-07-16T10:26:06.120019-05:00,1187205-1772209,21198340,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-2026-200303-11,ocds-dgv273-seacev3-2026-200303-11-2026-07-16T10:25:56.154603-05:00,1187733-1766973,21201825,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-200168-129,ocds-dgv273-seacev3-2026-200168-129-2026-07-16T10:25:49.055137-05:00,1227266-10028720471,21312005,80101706,Servicios profesionales de abastecimiento,UNSPSC
ocds-dgv273-seacev3-1213384,ocds-dgv273-seacev3-1213384-2026-07-16T10:25:36.807863-05:00,1213384-1788583,21270552,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-200168-131,ocds-dgv273-seacev3-2026-200168-131-2026-07-16T10:25:36.072100-05:00,1227600-10466867085,21312742,80101706,Servicios profesionales de abastecimiento,UNSPSC
ocds-dgv273-seacev3-1189722,ocds-dgv273-seacev3-1189722-2026-07-16T10:25:33.387085-05:00,1189722-1781513,21206765,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1191385,ocds-dgv273-seacev3-1191385-2026-07-16T10:25:12.402089-05:00,1191385-10400183801,21211218,78111808,Alquiler de vehículos,UNSPSC
ocds-dgv273-seacev3-2026-1834-8,ocds-dgv273-seacev3-2026-1834-8-2026-07-16T10:25:11.457273-05:00,1188048-20532716188,21202690,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1187753,ocds-dgv273-seacev3-1187753-2026-07-16T10:25:11.249700-05:00,1187753-10102755699,21201739,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-2026-200168-130,ocds-dgv273-seacev3-2026-200168-130-2026-07-16T10:25:04.677517-05:00,1227532-10437122852,21312630,80121704,Servicios legales de contratos,UNSPSC
ocds-dgv273-seacev3-1189784,ocds-dgv273-seacev3-1189784-2026-07-15T10:30:50.888276-05:00,1189784-20604968772,21206661,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1218922,ocds-dgv273-seacev3-1218922-2026-07-15T10:30:42.597618-05:00,1218922-1794455,21287818,24102402,Compactador estacionario para basura,UNSPSC
ocds-dgv273-seacev3-2026-754-5,ocds-dgv273-seacev3-2026-754-5-2026-07-15T10:30:39.294761-05:00,1186922-20608712471,21200475,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1191656,ocds-dgv273-seacev3-1191656-2026-07-15T10:30:27.794790-05:00,1191656-20609903458,21211803,30121601,Asfalto,UNSPSC
ocds-dgv273-seacev3-1191656,ocds-dgv273-seacev3-1191656-2026-07-15T10:30:27.794790-05:00,1191656-10428943738,21211803,30121601,Asfalto,UNSPSC
ocds-dgv273-seacev3-1191656,ocds-dgv273-seacev3-1191656-2026-07-15T10:30:27.794790-05:00,1191656-20613523767,21211803,30121601,Asfalto,UNSPSC
ocds-dgv273-seacev3-2026-2364-17,ocds-dgv273-seacev3-2026-2364-17-2026-07-15T10:30:16.536863-05:00,1191169-1772046,21210642,81101505,Ingeniería estructural,UNSPSC
ocds-dgv273-seacev3-1189221,ocds-dgv273-seacev3-1189221-2026-07-15T10:30:16.281365-05:00,1189221-1770884,21205281,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1191782,ocds-dgv273-seacev3-1191782-2026-07-15T10:29:54.053857-05:00,1191782-20447720354,21212187,72152801,Servicios de perforación de pozos de agua domésticos,UNSPSC
ocds-dgv273-seacev3-1187564,ocds-dgv273-seacev3-1187564-2026-07-13T10:20:28.758402-05:00,1187564-1772581,21201405,72141101,Servicios de construcción de pistas de aterrizaje en aeropuerto,UNSPSC
ocds-dgv273-seacev3-2026-2009-10,ocds-dgv273-seacev3-2026-2009-10-2026-07-13T10:20:12.944806-05:00,1189676-20600190301,21206475,31201601,Adhesivos químicos,UNSPSC
ocds-dgv273-seacev3-1190318,ocds-dgv273-seacev3-1190318-2026-07-13T10:20:12.855907-05:00,1190318-20318056600,21208799,73152108,Servicio de reparación y mantenimiento de equipo eléctrico,UNSPSC
ocds-dgv273-seacev3-1186348,ocds-dgv273-seacev3-1186348-2026-07-13T10:20:12.376897-05:00,1186348-20448670521,21199908,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1187068,ocds-dgv273-seacev3-1187068-2026-07-13T10:20:12.075729-05:00,1187068-20448133193,21200641,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-2026-680-7,ocds-dgv273-seacev3-2026-680-7-2026-07-13T10:20:01.399161-05:00,1185736-1769464,21199287,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1212978,ocds-dgv273-seacev3-1212978-2026-07-13T10:19:53.565666-05:00,1212978-1788277,21269541,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1189833,ocds-dgv273-seacev3-1189833-2026-07-11T10:22:10.995768-05:00,1189833-1769060,21207127,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1188143,ocds-dgv273-seacev3-1188143-2026-07-11T10:22:10.489173-05:00,1188143-10100580417,21203141,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-2026-1034-5,ocds-dgv273-seacev3-2026-1034-5-2026-07-11T10:21:59.052294-05:00,1186387-1767264,21199940,72121406,Servicios de construcción de escuelas,UNSPSC
