Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:Artículos Contratados:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:Descripción,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:Esquema
ocds-dgv273-seacev3-1190588,ocds-dgv273-seacev3-1190588-2026-05-22T10:33:05.598215-05:00,2394178,21209407,41115807,Analizadores químicos,UNSPSC
ocds-dgv273-seacev3-1190613,ocds-dgv273-seacev3-1190613-2026-05-22T10:32:55.228379-05:00,2394193,21209699,83121703,Servicios relacionados con Internet,UNSPSC
ocds-dgv273-seacev3-1188331,ocds-dgv273-seacev3-1188331-2026-05-22T10:32:53.463186-05:00,2394034,21203554,30171609,Ventanas fijas,UNSPSC
ocds-dgv273-seacev3-1217522,ocds-dgv273-seacev3-1217522-2026-05-22T10:32:49.332931-05:00,2394239,21283586,43211503,Computadora portatil,UNSPSC
ocds-dgv273-seacev3-1189304,ocds-dgv273-seacev3-1189304-2026-05-22T10:32:43.928027-05:00,2394101,21205555,91111601,Servicios de limpieza y mantenimiento,UNSPSC
ocds-dgv273-seacev3-2026-270-37,ocds-dgv273-seacev3-2026-270-37-2026-05-22T10:32:43.264770-05:00,2394250,21211777,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1190883,ocds-dgv273-seacev3-1190883-2026-05-22T10:32:21.779217-05:00,2394154,21210173,50221102,Harina de cereales,UNSPSC
ocds-dgv273-seacev3-2026-1533-1,ocds-dgv273-seacev3-2026-1533-1-2026-05-22T10:32:10.497440-05:00,2394055,21211622,50221108,Grano de arroz,UNSPSC
ocds-dgv273-seacev3-2026-200030-10,ocds-dgv273-seacev3-2026-200030-10-2026-05-21T10:32:34.053348-05:00,2393686,21197501,78111808,Alquiler de vehículos,UNSPSC
ocds-dgv273-seacev3-1187272,ocds-dgv273-seacev3-1187272-2026-05-21T10:32:33.840145-05:00,2381153,21198384,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1184775,ocds-dgv273-seacev3-1184775-2026-05-21T10:32:23.580164-05:00,2392320,21195531,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1190765,ocds-dgv273-seacev3-1190765-2026-05-21T10:32:14.505787-05:00,2393943,21209835,41111931,Sensores de caudal,UNSPSC
ocds-dgv273-seacev3-2026-1998-1,ocds-dgv273-seacev3-2026-1998-1-2026-05-21T10:32:03.827064-05:00,2383688,21206607,90121502,Agencias de viajes,UNSPSC
ocds-dgv273-seacev3-1188769,ocds-dgv273-seacev3-1188769-2026-05-21T10:32:02.056334-05:00,2393675,21204410,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-1209005,ocds-dgv273-seacev3-1209005-2026-05-21T10:32:01.709842-05:00,2393713,21258471,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1187796,ocds-dgv273-seacev3-1187796-2026-05-21T10:32:00.969013-05:00,2393602,21201934,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1191960,ocds-dgv273-seacev3-1191960-2026-05-21T10:31:40.498503-05:00,2385443,21212597,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1200602,ocds-dgv273-seacev3-1200602-2026-05-21T10:31:19.387060-05:00,2393878,21235296,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1189836,ocds-dgv273-seacev3-1189836-2026-05-21T10:31:17.971459-05:00,2393871,21207139,84121806,Servicios de custodia de valores,UNSPSC
ocds-dgv273-seacev3-1190191,ocds-dgv273-seacev3-1190191-2026-05-20T10:31:35.729581-05:00,2393524,21208678,30102403,Varillas de hierro,UNSPSC
ocds-dgv273-seacev3-1192032,ocds-dgv273-seacev3-1192032-2026-05-20T10:31:26.848641-05:00,2393571,21212926,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-2026-49-91,ocds-dgv273-seacev3-2026-49-91-2026-05-20T10:31:17.400623-05:00,2393540,21204868,30111505,Hormigón premezclado,UNSPSC
ocds-dgv273-seacev3-1189751,ocds-dgv273-seacev3-1189751-2026-05-20T10:31:17.156339-05:00,2393484,21206596,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1190718,ocds-dgv273-seacev3-1190718-2026-05-20T10:31:16.667594-05:00,2393326,21209789,30121803,Césped artificial,UNSPSC
ocds-dgv273-seacev3-1189381,ocds-dgv273-seacev3-1189381-2026-05-20T10:31:15.304030-05:00,2381977,21205677,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1189381,ocds-dgv273-seacev3-1189381-2026-05-20T10:31:15.304030-05:00,2381977,21205676,15101506,Gasolina o Petróleo,UNSPSC
ocds-dgv273-seacev3-1189268,ocds-dgv273-seacev3-1189268-2026-05-20T10:31:15.288358-05:00,2393523,21205443,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1201248,ocds-dgv273-seacev3-1201248-2026-05-20T10:31:15.111822-05:00,2393209,21237133,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1201248,ocds-dgv273-seacev3-1201248-2026-05-20T10:31:15.111822-05:00,2393215,21237134,15101506,Gasolina o Petróleo,UNSPSC
ocds-dgv273-seacev3-1189733,ocds-dgv273-seacev3-1189733-2026-05-20T10:31:15.078639-05:00,2393581,21206572,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-2026-1506-1,ocds-dgv273-seacev3-2026-1506-1-2026-05-20T10:31:06.124628-05:00,2393437,21209050,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1191971,ocds-dgv273-seacev3-1191971-2026-05-20T10:31:05.797427-05:00,2393386,21212654,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1189994,ocds-dgv273-seacev3-1189994-2026-05-20T10:31:05.483770-05:00,2393415,21207615,25101611,Camiones de transporte,UNSPSC
ocds-dgv273-seacev3-2026-999-4,ocds-dgv273-seacev3-2026-999-4-2026-05-20T10:31:03.359657-05:00,2393545,21199549,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1188269,ocds-dgv273-seacev3-1188269-2026-05-20T10:30:55.138349-05:00,2393150,21202853,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-2026-10184-7,ocds-dgv273-seacev3-2026-10184-7-2026-05-20T10:30:54.665925-05:00,2387680,21207881,50111514,Cerdo mínimamente procesado sin aditivos,UNSPSC
ocds-dgv273-seacev3-2026-10184-7,ocds-dgv273-seacev3-2026-10184-7-2026-05-20T10:30:54.665925-05:00,2393470,21207879,50111513,Carne de res mínimamente procesada sin aditivos,UNSPSC
ocds-dgv273-seacev3-2026-10184-7,ocds-dgv273-seacev3-2026-10184-7-2026-05-20T10:30:54.665925-05:00,2393470,21207880,50111513,Carne de res mínimamente procesada sin aditivos,UNSPSC
ocds-dgv273-seacev3-2026-200190-161,ocds-dgv273-seacev3-2026-200190-161-2026-05-20T10:30:53.619269-05:00,2392701,21204841,72152602,Servicios de canaletas y bajadas de agua,UNSPSC
ocds-dgv273-seacev3-2026-1091-1,ocds-dgv273-seacev3-2026-1091-1-2026-05-20T10:30:52.533010-05:00,2393520,21200822,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-1091-1,ocds-dgv273-seacev3-2026-1091-1-2026-05-20T10:30:52.533010-05:00,2393520,21200823,50192109,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC
ocds-dgv273-seacev3-1190925,ocds-dgv273-seacev3-1190925-2026-05-20T10:30:44.492696-05:00,2393412,21210248,81101701,Servicios de ingeniería eléctrica,UNSPSC
ocds-dgv273-seacev3-1189054,ocds-dgv273-seacev3-1189054-2026-05-20T10:30:41.884650-05:00,2393418,21204938,43212110,Impresoras multifuncionales,UNSPSC
ocds-dgv273-seacev3-1186897,ocds-dgv273-seacev3-1186897-2026-05-20T10:30:41.855076-05:00,2380235,21198120,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-2026-1695-3,ocds-dgv273-seacev3-2026-1695-3-2026-05-17T10:13:09.376049-05:00,2382507,21197826,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1191679,ocds-dgv273-seacev3-1191679-2026-05-17T10:13:03.168118-05:00,2392117,21211826,72141503,Servicios de remoción de rocas,UNSPSC
ocds-dgv273-seacev3-1188958,ocds-dgv273-seacev3-1188958-2026-05-17T10:13:02.293899-05:00,2393273,21204838,25101502,Autobuses,UNSPSC
ocds-dgv273-seacev3-2026-923-1,ocds-dgv273-seacev3-2026-923-1-2026-05-17T10:13:01.340557-05:00,2393080,21210344,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1189271,ocds-dgv273-seacev3-1189271-2026-05-17T10:13:00.980774-05:00,2393134,21205447,81112209,Mantenimiento del software de desarrollo,UNSPSC
ocds-dgv273-seacev3-1188205,ocds-dgv273-seacev3-1188205-2026-05-17T10:13:00.659188-05:00,2393239,21203188,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-2026-1034-6,ocds-dgv273-seacev3-2026-1034-6-2026-05-17T10:13:00.576754-05:00,2393116,21197674,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1205056,ocds-dgv273-seacev3-1205056-2026-05-17T10:12:51.994678-05:00,2393194,21248440,81141807,Servicio de inspección de instalaciones sanitarias o alcantarillado,UNSPSC
ocds-dgv273-seacev3-1206506,ocds-dgv273-seacev3-1206506-2026-05-17T10:12:51.641845-05:00,2393071,21251953,40141613,Válvulas de compuerta,UNSPSC
ocds-dgv273-seacev3-2026-14-20,ocds-dgv273-seacev3-2026-14-20-2026-05-17T10:12:51.291096-05:00,2392012,21199965,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1186543,ocds-dgv273-seacev3-1186543-2026-05-17T10:12:51.274416-05:00,2379244,21197874,78141501,Servicios de expedición de carga,UNSPSC
ocds-dgv273-seacev3-2026-1003026180-2,ocds-dgv273-seacev3-2026-1003026180-2-2026-05-17T10:12:44.297183-05:00,2393241,21208984,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-2026-1003026180-2,ocds-dgv273-seacev3-2026-1003026180-2-2026-05-17T10:12:44.297183-05:00,2393241,21208985,15101506,Gasolina o Petróleo,UNSPSC
ocds-dgv273-seacev3-1195096,ocds-dgv273-seacev3-1195096-2026-05-17T10:12:43.657484-05:00,2393067,21221013,50192703,Comidas combinadas estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-2452-12,ocds-dgv273-seacev3-2026-2452-12-2026-05-17T10:12:43.426498-05:00,2389501,21206285,30121601,Asfalto,UNSPSC
ocds-dgv273-seacev3-1200966,ocds-dgv273-seacev3-1200966-2026-05-17T10:12:43.137932-05:00,2393204,21236358,50111515,Pollo mínimamente procesado sin aditivos,UNSPSC
ocds-dgv273-seacev3-1191856,ocds-dgv273-seacev3-1191856-2026-05-17T10:12:34.839964-05:00,2393136,21212233,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1189783,ocds-dgv273-seacev3-1189783-2026-05-17T10:12:34.342419-05:00,2393298,21206660,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1190254,ocds-dgv273-seacev3-1190254-2026-05-17T10:12:32.966495-05:00,2393053,21208331,80141504,Preparación estudios de mercado de commodities,UNSPSC
ocds-dgv273-seacev3-1186499,ocds-dgv273-seacev3-1186499-2026-05-17T10:12:32.173090-05:00,2382677,21197835,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-2026-334-1,ocds-dgv273-seacev3-2026-334-1-2026-05-17T10:12:32.145736-05:00,2389309,21197849,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-1190583,ocds-dgv273-seacev3-1190583-2026-05-16T10:22:18.331430-05:00,2392792,21209309,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1207116,ocds-dgv273-seacev3-1207116-2026-05-16T10:22:07.038548-05:00,2392781,21253059,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-822-23,ocds-dgv273-seacev3-2026-822-23-2026-05-16T10:22:06.825678-05:00,2392843,21205360,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-2026-374-91,ocds-dgv273-seacev3-2026-374-91-2026-05-16T10:22:06.005894-05:00,2392731,21212905,30131602,Ladrillos de cerámica,UNSPSC
ocds-dgv273-seacev3-1190097,ocds-dgv273-seacev3-1190097-2026-05-16T10:21:56.556640-05:00,2393028,21208033,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1188701,ocds-dgv273-seacev3-1188701-2026-05-16T10:21:55.813764-05:00,2383520,21204216,56101519,Mesas,UNSPSC
ocds-dgv273-seacev3-2026-2385-4,ocds-dgv273-seacev3-2026-2385-4-2026-05-16T10:21:54.372299-05:00,2392653,21199812,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1190176,ocds-dgv273-seacev3-1190176-2026-05-16T10:21:46.504316-05:00,2392909,21208439,21101503,Cultivadoras,UNSPSC
ocds-dgv273-seacev3-2026-200302-12,ocds-dgv273-seacev3-2026-200302-12-2026-05-16T10:21:46.068045-05:00,2391768,21206482,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-2026-1646-11,ocds-dgv273-seacev3-2026-1646-11-2026-05-16T10:21:44.830876-05:00,2392821,21210485,25101610,Camiones cisternas,UNSPSC
ocds-dgv273-seacev3-1191191,ocds-dgv273-seacev3-1191191-2026-05-16T10:21:43.766647-05:00,2392581,21210740,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1191669,ocds-dgv273-seacev3-1191669-2026-05-16T10:21:43.455648-05:00,2392602,21211836,72101507,Servicio de mantenimiento de edificios,UNSPSC
ocds-dgv273-seacev3-1190663,ocds-dgv273-seacev3-1190663-2026-05-16T10:21:43.288159-05:00,2392776,21209545,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1188548,ocds-dgv273-seacev3-1188548-2026-05-16T10:21:42.748151-05:00,2392996,21203801,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1191097,ocds-dgv273-seacev3-1191097-2026-05-16T10:21:33.959657-05:00,2392800,21210542,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1189096,ocds-dgv273-seacev3-1189096-2026-05-16T10:21:22.511663-05:00,2389964,21205014,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-552-1,ocds-dgv273-seacev3-2026-552-1-2026-05-15T10:34:18.490962-05:00,2392431,21203297,50221108,Grano de arroz,UNSPSC
ocds-dgv273-seacev3-1191524,ocds-dgv273-seacev3-1191524-2026-05-15T10:34:17.608737-05:00,2392201,21211780,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-627-7,ocds-dgv273-seacev3-2026-627-7-2026-05-15T10:34:15.758234-05:00,2392258,21212298,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-2026-1607-4,ocds-dgv273-seacev3-2026-1607-4-2026-05-15T10:34:14.912534-05:00,2392344,21201563,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-1041-9,ocds-dgv273-seacev3-2026-1041-9-2026-05-15T10:34:14.803900-05:00,2392358,21199961,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-1607-3,ocds-dgv273-seacev3-2026-1607-3-2026-05-15T10:34:14.610240-05:00,2392335,21201397,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-1590-3,ocds-dgv273-seacev3-2026-1590-3-2026-05-15T10:34:08.478446-05:00,2392235,21200476,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-1190590,ocds-dgv273-seacev3-1190590-2026-05-15T10:33:57.899503-05:00,2392542,21209417,50131701,Leche fresca y productos de mantequilla,UNSPSC
ocds-dgv273-seacev3-1190236,ocds-dgv273-seacev3-1190236-2026-05-15T10:33:57.132973-05:00,2386703,21208294,83111502,Servicios telefónicos de larga distancia,UNSPSC
ocds-dgv273-seacev3-2026-755-28,ocds-dgv273-seacev3-2026-755-28-2026-05-15T10:33:56.097566-05:00,2392341,21208314,25101611,Camiones de transporte,UNSPSC
ocds-dgv273-seacev3-2026-1731-23,ocds-dgv273-seacev3-2026-1731-23-2026-05-15T10:33:55.230248-05:00,2392245,21213412,26111607,Generadores solares,UNSPSC
ocds-dgv273-seacev3-1190294,ocds-dgv273-seacev3-1190294-2026-05-15T10:33:46.599557-05:00,2392365,21208642,11111611,Grava,UNSPSC
ocds-dgv273-seacev3-2026-200153-1,ocds-dgv273-seacev3-2026-200153-1-2026-05-15T10:33:45.523426-05:00,2392416,21209100,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1191618,ocds-dgv273-seacev3-1191618-2026-05-15T10:33:45.354094-05:00,2384322,21211716,51191509,Manitol,UNSPSC
ocds-dgv273-seacev3-2026-1041-12,ocds-dgv273-seacev3-2026-1041-12-2026-05-15T10:33:42.965039-05:00,2392361,21199987,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-2026-10564-20,ocds-dgv273-seacev3-2026-10564-20-2026-05-15T10:33:34.430722-05:00,2392487,21208201,40141613,Válvulas de compuerta,UNSPSC
ocds-dgv273-seacev3-2026-200382-2,ocds-dgv273-seacev3-2026-200382-2-2026-05-15T10:33:32.609813-05:00,2392237,21211871,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-2026-1041-8,ocds-dgv273-seacev3-2026-1041-8-2026-05-15T10:33:32.199859-05:00,2392369,21200097,24101665,Carro de viga,UNSPSC
ocds-dgv273-seacev3-2026-1041-10,ocds-dgv273-seacev3-2026-1041-10-2026-05-15T10:33:32.174983-05:00,2392359,21199962,72102905,Mantenimiento de terrenos externos,UNSPSC
ocds-dgv273-seacev3-2026-232-12,ocds-dgv273-seacev3-2026-232-12-2026-05-15T10:33:31.953349-05:00,2392424,21202975,50192109,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC
ocds-dgv273-seacev3-2026-232-12,ocds-dgv273-seacev3-2026-232-12-2026-05-15T10:33:31.953349-05:00,2392424,21202974,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-200035-12,ocds-dgv273-seacev3-2026-200035-12-2026-05-15T10:33:24.065340-05:00,2391971,21207586,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1189707,ocds-dgv273-seacev3-1189707-2026-05-15T10:33:21.149277-05:00,2392216,21206559,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1186967,ocds-dgv273-seacev3-1186967-2026-05-15T10:33:20.533964-05:00,2392421,21198187,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-2026-1041-3,ocds-dgv273-seacev3-2026-1041-3-2026-05-15T10:33:20.481691-05:00,2392352,21197768,72154013,Servicios de construcción de cercos,UNSPSC
ocds-dgv273-seacev3-2026-15-1,ocds-dgv273-seacev3-2026-15-1-2026-05-15T10:33:13.658049-05:00,2392273,21204831,81121505,Consultoría de desarrollo económico,UNSPSC
ocds-dgv273-seacev3-1195303,ocds-dgv273-seacev3-1195303-2026-05-15T10:33:12.163013-05:00,2392189,21221301,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1187737,ocds-dgv273-seacev3-1187737-2026-05-15T10:33:09.498213-05:00,2392537,21201753,50151513,Aceites comestibles vegetales o de plantas,UNSPSC
ocds-dgv273-seacev3-2026-1041-7,ocds-dgv273-seacev3-2026-1041-7-2026-05-15T10:32:58.093613-05:00,2392364,21200021,10171605,Mezclas Nitrógeno Fósforo Potasio,UNSPSC
ocds-dgv273-seacev3-2026-1590-2,ocds-dgv273-seacev3-2026-1590-2-2026-05-15T10:32:58.015758-05:00,2392232,21200313,50221101,Granos de cereal,UNSPSC
ocds-dgv273-seacev3-1187087,ocds-dgv273-seacev3-1187087-2026-05-15T10:32:57.990170-05:00,2392047,21200680,77111602,Servicios de descontaminación ambiental,UNSPSC
ocds-dgv273-seacev3-2026-1041-2,ocds-dgv273-seacev3-2026-1041-2-2026-05-15T10:32:57.961693-05:00,2392322,21199960,81101505,Ingeniería estructural,UNSPSC
ocds-dgv273-seacev3-2026-813-51,ocds-dgv273-seacev3-2026-813-51-2026-05-14T10:36:46.334876-05:00,2384129,21212141,12352302,Sales metálicas inorgánicas,UNSPSC
ocds-dgv273-seacev3-1191384,ocds-dgv273-seacev3-1191384-2026-05-14T10:36:37.467869-05:00,2386308,21211217,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1191373,ocds-dgv273-seacev3-1191373-2026-05-14T10:36:37.101954-05:00,2386319,21211281,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1187826,ocds-dgv273-seacev3-1187826-2026-05-14T10:36:36.129144-05:00,2391956,21202123,80101604,Administración o planificación de proyectos,UNSPSC
ocds-dgv273-seacev3-2026-1065-2,ocds-dgv273-seacev3-2026-1065-2-2026-05-14T10:36:26.185386-05:00,2392064,21212571,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-535-2,ocds-dgv273-seacev3-2026-535-2-2026-05-14T10:36:25.960023-05:00,2391918,21195692,50221102,Harina de cereales,UNSPSC
ocds-dgv273-seacev3-1189946,ocds-dgv273-seacev3-1189946-2026-05-14T10:36:25.915600-05:00,2390988,21207439,52161524,Receptores de radio,UNSPSC
ocds-dgv273-seacev3-2026-1562-6,ocds-dgv273-seacev3-2026-1562-6-2026-05-14T10:36:25.284471-05:00,2391831,21201249,83121703,Servicios relacionados con Internet,UNSPSC
ocds-dgv273-seacev3-1188650,ocds-dgv273-seacev3-1188650-2026-05-14T10:36:25.250188-05:00,2391908,21204148,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1190369,ocds-dgv273-seacev3-1190369-2026-05-14T10:36:17.210775-05:00,2390565,21208743,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1191271,ocds-dgv273-seacev3-1191271-2026-05-14T10:36:17.174882-05:00,2392050,21210919,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1186878,ocds-dgv273-seacev3-1186878-2026-05-14T10:36:13.939868-05:00,2391896,21200442,83121703,Servicios relacionados con Internet,UNSPSC
ocds-dgv273-seacev3-1191548,ocds-dgv273-seacev3-1191548-2026-05-14T10:36:05.472395-05:00,2391882,21211634,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1191429,ocds-dgv273-seacev3-1191429-2026-05-14T10:36:04.048462-05:00,2392049,21211390,56101520,Casilleros,UNSPSC
ocds-dgv273-seacev3-2026-1962-1,ocds-dgv273-seacev3-2026-1962-1-2026-05-14T10:36:03.035152-05:00,2392083,21200528,84131512,Seguro de equipos electrónicos,UNSPSC
ocds-dgv273-seacev3-2026-1962-1,ocds-dgv273-seacev3-2026-1962-1-2026-05-14T10:36:03.035152-05:00,2392088,21200529,84131503,Seguro de automóviles o camiones,UNSPSC
ocds-dgv273-seacev3-1187715,ocds-dgv273-seacev3-1187715-2026-05-14T10:36:02.995095-05:00,2391836,21201815,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1195215,ocds-dgv273-seacev3-1195215-2026-05-14T10:35:55.680694-05:00,2391841,21221125,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-1190356,ocds-dgv273-seacev3-1190356-2026-05-14T10:35:52.792191-05:00,2391899,21208675,25101703,Ambulancias,UNSPSC
ocds-dgv273-seacev3-2026-1852-27,ocds-dgv273-seacev3-2026-1852-27-2026-05-14T10:35:51.413486-05:00,2391943,21200948,73152101,Servicios de mantenimiento de equipos de fabricación,UNSPSC
ocds-dgv273-seacev3-2026-1596-8,ocds-dgv273-seacev3-2026-1596-8-2026-05-14T10:35:42.667209-05:00,2391852,21210720,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1188752,ocds-dgv273-seacev3-1188752-2026-05-14T10:35:40.691882-05:00,2391820,21204337,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1186412,ocds-dgv273-seacev3-1186412-2026-05-14T10:35:39.506600-05:00,2391819,21199973,51201806,Gamma IGG o immunoglobulina,UNSPSC
ocds-dgv273-seacev3-1191377,ocds-dgv273-seacev3-1191377-2026-05-14T10:35:31.289583-05:00,2386324,21211295,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1191709,ocds-dgv273-seacev3-1191709-2026-05-14T10:35:30.313639-05:00,2392031,21211877,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-2026-1034-2,ocds-dgv273-seacev3-2026-1034-2-2026-05-14T10:35:28.375944-05:00,2386544,21199546,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1191706,ocds-dgv273-seacev3-1191706-2026-05-13T10:35:39.604731-05:00,2391637,21211873,78131603,Almacenamiento de muebles,UNSPSC
ocds-dgv273-seacev3-1187355,ocds-dgv273-seacev3-1187355-2026-05-13T10:35:38.013668-05:00,2382793,21200994,72121203,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC
ocds-dgv273-seacev3-1189775,ocds-dgv273-seacev3-1189775-2026-05-13T10:35:31.208521-05:00,2391538,21206658,85121803,Servicios de laboratorios biológicos,UNSPSC
ocds-dgv273-seacev3-1188585,ocds-dgv273-seacev3-1188585-2026-05-13T10:35:31.120870-05:00,2391691,21203978,83111502,Servicios telefónicos de larga distancia,UNSPSC
ocds-dgv273-seacev3-1206550,ocds-dgv273-seacev3-1206550-2026-05-13T10:35:29.055550-05:00,2391774,21251995,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1188145,ocds-dgv273-seacev3-1188145-2026-05-13T10:35:27.281408-05:00,2391692,21203147,85161505,Tarifas de envío y alquiler de equipo médico o quirúrgico o implantes,UNSPSC
ocds-dgv273-seacev3-2026-1926-7,ocds-dgv273-seacev3-2026-1926-7-2026-05-13T10:35:19.978722-05:00,2391626,21205092,72151514,Servicio de mantenimiento de energía de emergencia o de espera,UNSPSC
ocds-dgv273-seacev3-2026-200382-1,ocds-dgv273-seacev3-2026-200382-1-2026-05-13T10:35:16.986183-05:00,2391548,21198059,15101505,Diesel,UNSPSC
ocds-dgv273-seacev3-1188493,ocds-dgv273-seacev3-1188493-2026-05-13T10:35:08.585407-05:00,2391710,21203870,53101902,Ternos para caballeros,UNSPSC
