Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,compiledRelease/awards/0/items/0/position,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Descripción,compiledRelease/awards/0/items/0/statusDetails,compiledRelease/awards/0/items/0/status,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Esquema,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Cantidad,compiledRelease/awards/0/items/0/totalValue/amount,compiledRelease/awards/0/items/0/totalValue/currency,compiledRelease/awards/0/items/0/totalValue/currencyName,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Nombre,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Esquema
ocds-dgv273-seacev3-2026-10248-67,ocds-dgv273-seacev3-2026-10248-67-2026-09-23T10:17:53.045906-05:00,1191391-20557976095,21211298,3,"UNIFORME DE DIARIO DE VERANO MASCULINO, FEMENINO",CONTRATADO,active,,,,1.0,72400.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1731-36,ocds-dgv273-seacev3-2026-1731-36-2026-09-23T10:17:52.886472-05:00,1186943-1767860,21198144,1,"EJECUCIÓN DE OBRA DEL PROYECTO MEJORAMIENTO DEL SERVICIO DE MOVILIDAD URBANA EN EL JIRÓN HUANCANE TRAMO (AV. CIRCUNVALACIÓN I - AV. TAMBOPATA) DISTRITO DE JULIACA DE LA PROVINCIA DE SAN ROMÁN DEL DEPARTAMENTO DE PUNO, CON CUI N° 2695292",CONTRATADO,active,7214100300342329,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,2727639.18,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-200-8,ocds-dgv273-seacev3-2026-200-8-2026-09-23T10:17:52.814238-05:00,1186734-1768465,21200337,1,"EJECUCION DE LA OBRA: SALDO DE OBRA MEJORAMIENTO DEL CAMAL MUNICIPAL EN LA CIUDAD DE CASMA - DISTRITO CASMA, PROVINCIA DE CASMA - ANCASH, CUI 2133256",CONTRATADO,active,7212150800365403,AMPLIACION DE CAMAL,CUBSO,1.0,2013640.56,PEN,Soles,25,M2,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-200145-7,ocds-dgv273-seacev3-2026-200145-7-2026-09-23T10:17:52.720765-05:00,1186637-1768418,21200291,1,"EJECUCIÓN DE LA IOARR: CONSTRUCCIÓN DE ZONA DE ESTACIONAMIENTO, ZONA DE CAMPAMENTO Y MIRADOR TURÍSTICO,REPARACIÓN DE SENDERO, ADEMÁS DE OTROS ACTIVOS EN EL(LA) RECURSO TURÍSTICO LAGUNA 69, DISTRITO DE YUNGAY, PROVINCIA YUNGAY, DEPARTAMENTO ANCASH - CUI N 2451236",CONTRATADO,active,7212141100391326,CONSTRUCCION DE INFRAESTRUCTURA TURISTICA,CUBSO,1.0,3176272.01,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1192077,ocds-dgv273-seacev3-1192077-2026-09-23T10:17:41.628879-05:00,1192077-1770964,21212821,1,"EJECUCION DEL SALDO DE OBRA DE LA IOARR: REMODELACIÓN DE ALAMEDA,ADQUISICIÓN DE SEÑALIZACIÓN TURÍSTICA DE INTERPRETACIÓN, EN EL(LA) BOULEVARD TACNA PUCALLPA DISTRITO DE CALLERÍA, PROVINCIA CORONEL PORTILLO, DEPARTAMENTO UCAYALI -CUI N. 2637109",CONTRATADO,active,7212141100391326,CONSTRUCCION DE INFRAESTRUCTURA TURISTICA,CUBSO,1.0,1869056.13,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187849,ocds-dgv273-seacev3-1187849-2026-09-23T10:17:41.311276-05:00,1187849-20612857840,21201971,2,"ADQUISICION DE SUMINISTRO DE COMBUSTIBLE PARA EL AÑO 2026, PARA LAS DIFERENTES AREAS DE LA MUNICIPALIDAD PROVINCIAL DE CHINCHEROS-APURIMACDE LA MUNICIPALIDAD PROVINCIAL DE CHINCHEROS.",CONTRATADO,active,,,,20135.0,245000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1471-3,ocds-dgv273-seacev3-2026-1471-3-2026-09-23T10:17:41.202834-05:00,1186817-20573023481,21198043,1,"SUPERVISIÓN DE LA EJECUCIÓN DE LA OBRA: EXPEDIENTE TECNICO REFORMULADO DEL SALDO DE OBRA DENOMINADO: ""RECUPERACIÓN DEL LOCAL ESCOLAR Nº392, SEÑOR DE LUREN, CON CÓDIGO LOCAL N°349986, DISTRITO DE SUPE, PROVINCIA DE BARRANCA, DEPARTAMENTO DE LIMA"". (Código único de Inversiones (CUI): 2528582)",CONTRATADO,active,8110150800337178,SUPERVISION DE OBRA DE CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,174580.1,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187541,ocds-dgv273-seacev3-1187541-2026-09-23T10:17:41.169207-05:00,1187541-1767003,21201374,1,"EJECUCION DE LA OBRA: MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL SAN MIGUEL, DE LA LOCALIDAD DE LOS FAIQUES DE HUALQUIRO, DISTRITO DE HUARMACA, PROVINCIA DE HUANCABAMBA, DEPARTAMENTO DE PIURA - CUI N°2628543",CONTRATADO,active,7212120300364491,AMPLIACION DE CANALES DE RIEGO,CUBSO,1.0,1860670.19,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-10457-4,ocds-dgv273-seacev3-2026-10457-4-2026-09-23T10:17:30.636298-05:00,1186578-10431834192,21200211,1,ADQUISICION DE SUMINISTRO DE COMBUSTIBLE DIÉSEL B5 S-50 Y GASOHOL REGULAR PARA EL SERVICIO DE CASA FUERZA Y PARA EL SERVICIO DE TRANSPORTES Y EMERGENCIAS DEL HOSPITAL DEPARTAMENTAL DE HUANCAVELICA,CONTRATADO,active,,,,2.0,288600.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1241869,ocds-dgv273-seacev3-1241869-2026-09-23T10:17:22.338248-05:00,1241869-20610573224,21349027,1,ALQUILER DE CARGADOR FRONTAL,ADJUDICADO,pending,7214170100232859,SERVICIO DE ALQUILER DE CARGADOR FRONTAL,CUBSO,1.0,81000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1343-33,ocds-dgv273-seacev3-2026-1343-33-2026-09-23T10:17:19.216357-05:00,1187680-20605585290,21201512,1,"ADQUISICIÓN DE CAMIÓN CISTERNA DE 5000 GALONES, RESPECTO A LA IOARR ADQUISICIÓN DE CAMIÓN CISTERNA EN EL(LA) MUNICIPALIDAD DISTRITAL DE SANTA ANITA DISTRITO DE SANTA ANITA, PROVINCIA LIMA, DEPARTAMENTO LIMA CON CUI N 2515122",ADJUDICADO,pending,2510161000383229,CAMION CISTERNA DE 5000 gal,CUBSO,1.0,480000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1185530,ocds-dgv273-seacev3-1185530-2026-09-23T10:17:19.100762-05:00,1185530-1768947,21199061,1,"EJECUCIÓN DE OBRA ADQUISICIÓN DE SEMÁFORO; RENOVACIÓN DE SEÑALES DE TRÁFICO; EN EL(LA) EN LAS VÍAS Y ÓVALOS PRINCIPALES. EN EL CERCADO DEL DISTRITO DE JULIACA, PROVINCIA SAN ROMÁN, DEPARTAMENTO PUNO, CON CUI 2650855",CONTRATADO,active,7214100200369058,CONSTRUCCION DE SISTEMA DE SEMAFORIZACION,CUBSO,1.0,911082.82,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1608-4,ocds-dgv273-seacev3-2026-1608-4-2026-09-23T10:17:19.086534-05:00,1186515-10032379589,21197860,1,CONTRATACION DEL SUMINISTRO DE COMBUSTIBLE (DIESEL B5 S-50) PARA LA UNIDAD DEL DESPACHO DE ALCALDIA Y CAMION DE LA GERENCIA DE DESARROLLO SOCIAL Y SERVICIOS MUNICIPALES DE LA MUNICIPALIDAD DISTRITAL SAN MIGUEL DE EL FAIQUE,CONTRATADO,active,1510150500233280,DIESEL B5 S-50,CUBSO,5924.0,100708.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187816,ocds-dgv273-seacev3-1187816-2026-09-23T10:17:18.985416-05:00,1187816-20607964271,21202142,1,CEMENTO PORTLAND TIPO I X 42.50 kg,CONSENTIDO,active,3011160100012771,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,573750.0,459000.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187816,ocds-dgv273-seacev3-1187816-2026-09-23T10:17:18.985416-05:00,1187816-20452440831,21202142,1,CEMENTO PORTLAND TIPO I X 42.50 kg,ADJUDICADO,pending,3011160100012771,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,573750.0,459000.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1187816,ocds-dgv273-seacev3-1187816-2026-09-23T10:17:18.985416-05:00,1187816-20563136562,21202142,1,CEMENTO PORTLAND TIPO I X 42.50 kg,CONTRATADO,active,3011160100012771,CEMENTO PORTLAND TIPO I X 42.50 kg,CUBSO,573750.0,538650.0,PEN,Soles,18,Kilogramo,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1190053,ocds-dgv273-seacev3-1190053-2026-09-23T10:17:09.379277-05:00,1190053-20613658751,21207971,1,"ADQUISICION DE PERFIL PARANTE DE ACERO Y RIEL DE ACERO GALVANIZADO PARA DRYWALL PARA EL PROYECTO ""MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE SALUD DEL ESTABLECIMIENTO DE SALUD DE BELEMPAMPA, DISTRITO DE SANTIAGO, PROVINCIA CUSCO, REGION CUSCO¿.",CONTRATADO,active,,,,2700.0,90498.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-423-2,ocds-dgv273-seacev3-2026-423-2-2026-09-23T10:17:09.304671-05:00,1189646-1771297,21206363,1,"MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL EN LOS JIRONES\nMARISCAL NIETO (CUADRAS 1, 2, 3 Y 4, HASTA LA AVENIDA MARISCAL URETA) Y UCAYALI (CUADRA\n1, EXCLUYENDO EL TRAMO CORRESPONDIENTE AL JIRON ZARUMILLA, Y CONTINUANDO DESDE SU",CONTRATADO,active,7215270500392199,SERVICIO DE CONSTRUCCION DE VEREDAS,CUBSO,1.0,3332141.76,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1160-3,ocds-dgv273-seacev3-2026-1160-3-2026-09-23T10:17:09.072434-05:00,1191986-20601253608,21212847,1,DIESEL B5 S -50,CONTRATADO,active,1510150500233280,DIESEL B5 S-50,CUBSO,88385.0,2205205.75,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1186109,ocds-dgv273-seacev3-1186109-2026-09-23T10:17:08.962841-05:00,1186109-1765574,21199630,1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ""CREACION DEL SERVICIO DE ALCANTARILLADO U OTRAS FORMAS DE DISPOSICIÓN SANITARIA DE EXCRETAS EN LA LOCALIDAD DE SELVA VERDE DISTRITO DE SAN IGNACIO DE LA PROVINCIA DE SAN IGNACIO DEL DEPARTAMENTO DE CAJAMARC",CONTRATADO,active,7214112000233152,CONSTRUCCION DE SISTEMA DE ALCANTARILLADO,CUBSO,1.0,2061203.68,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1186423,ocds-dgv273-seacev3-1186423-2026-09-23T10:17:08.746211-05:00,1186423-20601726174,21197777,1,SERVICIO DE PLATAFORMA DE CORREO ELECTRONICO Y HERRAMIENTAS COLABORATIVAS EN LA NUBE PARA LA CONTRALORIA GENERAL DE LA REPUBLICA,CONTRATADO,active,8111210200369220,SERVICIO DE CORREO ELECTRONICO Y HERRAMIENTAS DE COLABORACION EN LA NUBE,CUBSO,1.0,4617065.34,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1186267,ocds-dgv273-seacev3-1186267-2026-09-23T10:17:08.689530-05:00,1186267-20611549572,21200136,1,LA ADQUISICION DE COMBUSTIBLE (DIESEL B5 S 50 Y GASOHOL REGULAR) PARA LAS UNIDADES VEHICULARES DE LAS DIRFERENTES AREAS ADMINISTRATIVAS DE LA MUNICIPALIDAD DISTRITAL DE SANANGORAN,CONTRATADO,active,,,,2.0,476700.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1196-5,ocds-dgv273-seacev3-2026-1196-5-2026-09-23T10:16:57.008196-05:00,1189565-1771681,21206368,1,"CONSTRUCCIÓN DE PAVIMENTO, VEREDA Y SARDINEL; REMODELACIÓN DE AREA VERDE; ADEMÁS DE OTROS ACTIVOS EN EL (LA) SERVICIO DE MOVILIDAD URBANA EN LAS CALLES DEL CASCO URBANO DEL DISTRITO DE MOCHE, PROVINCIA DE TRUJILLO, DEPARTAMENTO LA LIBERTAD",CONTRATADO,active,7214100100233103,CONSTRUCCION DE CALLES CON PAVIMENTO,CUBSO,1.0,3215494.14,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1201704,ocds-dgv273-seacev3-1201704-2026-09-22T10:12:29.884518-05:00,1201704-1780421,21238596,01,CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA:\n¿MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE Y CREACIÓN DEL SERVICIO DE ALCANTARILLADO EN EL C.P DE CHIPACO DEL DISTRITO DE MONZON - PROVINCIA DE HUAMALIES - DEPARTAMENTO DE HUANUCO¿.,CONTRATADO,active,7214112100364484,AMPLIACION DE SISTEMA DE AGUA POTABLE Y DE SISTEMA DE ALCANTARILLADO,CUBSO,1.0,6486066.28,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1188870,ocds-dgv273-seacev3-1188870-2026-09-22T10:12:29.664474-05:00,1188870-1767178,21204569,1,"CONTRATACION DE LA EJECUCION DE LA OBRA:RENOVACION DE EDIFICACION; EN EL(LA) LOCAL MULTIUSOS EN LA COMUNIDAD DE SUCCHABAMBA ALTA, DISTRITO DE HUAMBOS, PROVINCIA CHOTA, DEPARTAMENTO CAJAMARCA, CON CUI 2697309",CONTRATADO,active,7212110100233077,CONSTRUCCION DE LOCAL COMUNAL,CUBSO,1.0,353369.71,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1731-38,ocds-dgv273-seacev3-2026-1731-38-2026-09-21T09:59:26.436569-05:00,1187045-1767973,21198216,1,"EJECUCIÓN DE OBRA DE LA IOARR CONSTRUCCIÓN DE VEREDA; EN EL(LA) AV. MODESTO BORDA (TRAMO AV CIRCUNVALACIÓN - AV. PERÚ) DISTRITO DE JULIACA, PROVINCIA SAN ROMÁN, DEPARTAMENTO PUNO, CON CUI N° 2701914",CONTRATADO,active,7214100300342329,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,1188324.61,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1213192,ocds-dgv273-seacev3-1213192-2026-09-18T10:23:18.111244-05:00,1213192-1788844,21270185,1,CONTRATACIÓN DEL SERVICIO DE LA ENTIDAD PRIVADA SUPERVISORA DEL PROYECTO: MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN SERVICIOS DE GESTIÓN VIAL DE LA GERENCIA DE SERVICIOS PÚBLICOS Y GESTIÓN AMBIENTAL DE LA MUNICIPALIDAD,CONTRATADO,active,8110150800362210,SUPERVISION DE OBRA DE REMODELACION DE ALMACEN,CUBSO,1.0,189602.4,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1545-3,ocds-dgv273-seacev3-2026-1545-3-2026-09-18T10:23:17.989308-05:00,1190303-1772220,21208359,1,"CREACION DE PISTAS Y VEREDAS EN LA LOCALIDAD DE ICHUÑA, DISTRITO DE ICHUNA - GENERAL SANCHEZ CERRO - MOQUEGUA, CON CUI N 2319325",CONTRATADO,active,7214100100392916,SERVICIO DE CONSTRUCCION DE PISTAS Y VEREDAS,CUBSO,1.0,3478653.95,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1189599,ocds-dgv273-seacev3-1189599-2026-09-18T10:23:17.931722-05:00,1189599-20601305772,21206292,1,DIESEL B5 S-50,CONTRATADO,active,1510150500233280,DIESEL B5 S-50,CUBSO,25000.0,399750.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-174-1,ocds-dgv273-seacev3-2026-174-1-2026-09-18T10:23:17.187296-05:00,1186211-1765800,21197606,1,"CONTRATACION DE EJECUCION DE OBRA  EJECUCION DE OBRA (SISTEMA DE ENTREGA DE SOLO CONSTRUCCION): ""MEJORAMIENTO DEL CAMINO VECINAL EMP.  PE-3N (PAMPAN)-HUASTA DEL DISTRITO DE HUASTA-PROVINCIA DE BOLOGNESI-DEPARTAMENTO DE ANCASH"" CUI N 2552567",CONTRATADO,active,7214110600360065,CONSTRUCCION DE CAMINO VECINAL,CUBSO,1.0,4677956.18,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1195068,ocds-dgv273-seacev3-1195068-2026-09-18T10:23:06.896226-05:00,1195068-20604191522,21220871,1,"CREACION DE ESPACIO PUBLICO URBANOS EN EL NUCLEO URBANO SANTA ROSA BAJA DISTRITO DE PUNTA NEGRA, PROVINCIA DE LIMA DEPARTAMENTO DE LIMA CUI 2677658",CONSENTIDO,active,7214112800233081,CONSTRUCCION DE PARQUES Y PLAZAS,CUBSO,1.0,305021.49,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1195068,ocds-dgv273-seacev3-1195068-2026-09-18T10:23:06.896226-05:00,1195068-20571408954,21220871,1,"CREACION DE ESPACIO PUBLICO URBANOS EN EL NUCLEO URBANO SANTA ROSA BAJA DISTRITO DE PUNTA NEGRA, PROVINCIA DE LIMA DEPARTAMENTO DE LIMA CUI 2677658",CONTRATADO,active,7214112800233081,CONSTRUCCION DE PARQUES Y PLAZAS,CUBSO,1.0,321075.25,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-227-13,ocds-dgv273-seacev3-2026-227-13-2026-09-18T10:23:06.846551-05:00,1190861-1773653,21210127,1,"CONTRATACION DE LA EJECUCION DE LA OBRA:  MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E.P. Nº 87009-03 SARITA COLONIA ZAMBRANO DE LA LOCALIDAD DE PAMPACOCHA DISTRITO DE CARAZ - PROVINCIA DE HUAYLAS - DEPARTAMENTO DE ANCASH ¿ I ETAPA, CON C.U.I. N° 2474286",CONTRATADO,active,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,860301.03,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1188268,ocds-dgv273-seacev3-1188268-2026-09-18T10:23:06.831945-05:00,1188268-20535923095,21203248,1,"CONTRATACIÓN DE SERVICIO DE CONSULTORÍA ESPECIALIZADA PARA LA FORMULACIÓN, ESTRUCTURACIÓN, TRANSACCIÓN E IMPLEMENTACIÓN LOGÍSTICA Y ADMINISTRATIVA DEL PROYECTO EN ACTIVOS DEL ESTABLECIMIENTO DE SALUD MUNICIPAL DE LA MDJM",CONTRATADO,active,8410150100227082,CONSULTORIA DE ELABORACION DE ANALISIS DE ADMINISTRACION FINANCIERA,CUBSO,1.0,100000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1760-2,ocds-dgv273-seacev3-2026-1760-2-2026-09-18T10:23:06.020529-05:00,1187687-1771614,21201525,1,CONTRATACIÓN DE EJECUCIÓN DE OBRA DEL PROYECTO CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS VIAS LOCALES DE CENTRO POBLADO SAN MARCOS DISTRITO DE SORITOR DE LA PROVINCIA DE MOYOBAMBA DEL DEPARTAMENTO DE SAN MARTIN CUI 2685162,CONTRATADO,active,7214100100392916,SERVICIO DE CONSTRUCCION DE PISTAS Y VEREDAS,CUBSO,1.0,10950000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
