Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Esquema,_mes_origen
ocds-dgv273-seacev3-1190879,ocds-dgv273-seacev3-1190879-2026-04-17T10:29:00.050599-05:00,1190879-20258134568,21210161,51171707.0,Subsalicilato de bismuto,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190879,ocds-dgv273-seacev3-1190879-2026-04-17T10:29:00.050599-05:00,1190879-20535745561,21210162,51183505.0,Metformina,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200302-24,ocds-dgv273-seacev3-2026-200302-24-2026-04-17T10:28:58.276296-05:00,1188619-20613315277,21204068,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1379-7,ocds-dgv273-seacev3-2026-1379-7-2026-04-17T10:28:58.165515-05:00,1187021-20547939108,21200612,50421801.0,Fréjoles secos,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191055,ocds-dgv273-seacev3-1191055-2026-04-17T10:28:54.004200-05:00,1191055-20609577691,21210464,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200554-4,ocds-dgv273-seacev3-2026-200554-4-2026-04-17T10:28:53.915170-05:00,1190869-20100210909,21210135,84131503.0,Seguro de automóviles o camiones,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191414,ocds-dgv273-seacev3-1191414-2026-04-17T10:28:50.860806-05:00,1191414-20600162552,21211352,46181802.0,Gafas de seguridad,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1200587,ocds-dgv273-seacev3-1200587-2026-04-17T10:28:49.001894-05:00,1200587-1775777,21235305,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1807-15,ocds-dgv273-seacev3-2026-1807-15-2026-04-17T10:28:48.907972-05:00,1189427-1769708,21205906,72121101.0,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189393,ocds-dgv273-seacev3-1189393-2026-04-17T10:28:48.499424-05:00,1189393-20607074497,21205699,72141701.0,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-574-1,ocds-dgv273-seacev3-2026-574-1-2026-04-17T10:28:48.417612-05:00,1191784-20452349915,21212186,50221101.0,Granos de cereal,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187909,ocds-dgv273-seacev3-1187909-2026-04-17T10:28:47.237363-05:00,1187909-10108172431,21202236,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187909,ocds-dgv273-seacev3-1187909-2026-04-17T10:28:47.237363-05:00,1187909-20490040952,21202236,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187909,ocds-dgv273-seacev3-1187909-2026-04-17T10:28:47.237363-05:00,1187909-20452440831,21202236,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187829,ocds-dgv273-seacev3-1187829-2026-04-17T10:28:47.175447-05:00,1187829-1768420,21202124,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200302-30,ocds-dgv273-seacev3-2026-200302-30-2026-04-17T10:28:47.142293-05:00,1189040-10419751826,21204925,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1593-1,ocds-dgv273-seacev3-2026-1593-1-2026-04-17T10:28:46.565137-05:00,1186092-20600989040,21199605,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1185688,ocds-dgv273-seacev3-1185688-2026-04-17T10:28:46.551553-05:00,1185688-20542667401,21197048,72101507.0,Servicio de mantenimiento de edificios,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188179,ocds-dgv273-seacev3-1188179-2026-04-17T10:28:36.705276-05:00,1188179-20496112343,21203167,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-551-1,ocds-dgv273-seacev3-2026-551-1-2026-04-17T10:28:36.639664-05:00,1186242-20574627011,21197623,50131701.0,Leche fresca y productos de mantequilla,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-551-1,ocds-dgv273-seacev3-2026-551-1-2026-04-17T10:28:36.639664-05:00,1186242-20574627011,21197624,50192109.0,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1034-7,ocds-dgv273-seacev3-2026-1034-7-2026-04-17T10:28:36.600578-05:00,1186040-20600899261,21199547,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1274-8,ocds-dgv273-seacev3-2026-1274-8-2026-04-17T10:28:35.959908-05:00,1187178-10167120542,21200737,50131701.0,Leche fresca y productos de mantequilla,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191021,ocds-dgv273-seacev3-1191021-2026-04-17T10:28:31.678283-05:00,1191021-10483816648,21210382,30131602.0,Ladrillos de cerámica,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187945,ocds-dgv273-seacev3-1187945-2026-04-17T10:28:30.193686-05:00,1187945-1769093,21202273,72141107.0,Servicios de construcción y reparación de puentes,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-754-1,ocds-dgv273-seacev3-2026-754-1-2026-04-17T10:28:29.204939-05:00,1191919-20527786461,21212462,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191316,ocds-dgv273-seacev3-1191316-2026-04-17T10:28:27.850253-05:00,1191316-20600571916,21211075,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191316,ocds-dgv273-seacev3-1191316-2026-04-17T10:28:27.850253-05:00,1191316-20609792591,21211074,50221101.0,Granos de cereal,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1683-3,ocds-dgv273-seacev3-2026-1683-3-2026-04-17T10:28:27.734583-05:00,1189618-1769723,21206389,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190777,ocds-dgv273-seacev3-1190777-2026-04-17T10:28:26.320455-05:00,1190777-20605685138,21209890,78101805.0,Servicio de alquiler de camión pipa y tráiler,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190777,ocds-dgv273-seacev3-1190777-2026-04-17T10:28:26.320455-05:00,1190777-20605685138,21209891,78101805.0,Servicio de alquiler de camión pipa y tráiler,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1185580,ocds-dgv273-seacev3-1185580-2026-04-17T10:28:25.848500-05:00,1185580-20606946008,21196957,76111505.0,Servicios de limpieza de telas y muebles,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188792,ocds-dgv273-seacev3-1188792-2026-04-17T10:28:25.831730-05:00,1188792-1769241,21204416,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1678-1,ocds-dgv273-seacev3-2026-1678-1-2026-04-17T10:28:25.627000-05:00,1187456-20604193053,21201059,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186140,ocds-dgv273-seacev3-1186140-2026-04-17T10:28:25.323478-05:00,1186140-20605511393,21197528,92101501.0,Servicios de vigilancia,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-374-52,ocds-dgv273-seacev3-2026-374-52-2026-04-17T10:28:20.292014-05:00,1190800-20509860981,21209882,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190842,ocds-dgv273-seacev3-1190842-2026-04-17T10:28:09.238484-05:00,1190842-1770525,21210086,72121411.0,Servicio de construcción de centros para convenciones,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1034-11,ocds-dgv273-seacev3-2026-1034-11-2026-04-17T10:28:03.314497-05:00,1186376-10405959971,21197765,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1392-1,ocds-dgv273-seacev3-2026-1392-1-2026-04-16T10:37:00.969163-05:00,1189379-10403506121,21205657,53102703.0,Uniformes de policía,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191227,ocds-dgv273-seacev3-1191227-2026-04-16T10:37:00.908579-05:00,1191227-20611540800,21210793,30121702.0,Geotextil,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191847,ocds-dgv273-seacev3-1191847-2026-04-16T10:36:59.025353-05:00,1191847-20100018625,21212223,51191602.0,Electrolitos de cloruro de sodio,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1195114,ocds-dgv273-seacev3-1195114-2026-04-16T10:36:58.635660-05:00,1195114-20517540341,21220924,50421827.0,Pallares secos,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2601-6,ocds-dgv273-seacev3-2026-2601-6-2026-04-16T10:36:58.143057-05:00,1188750-20603335300,21204352,92101501.0,Servicios de vigilancia,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10042-7,ocds-dgv273-seacev3-2026-10042-7-2026-04-16T10:36:57.356725-05:00,1189495-20511037001,21206034,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187658,ocds-dgv273-seacev3-1187658-2026-04-16T10:36:55.847947-05:00,1187658-1769388,21201665,72121203.0,Servicios de construcción de silos y de edificaciones para servicio agrícola,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187024,ocds-dgv273-seacev3-1187024-2026-04-16T10:36:55.747321-05:00,1187024-1767389,21198217,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186306,ocds-dgv273-seacev3-1186306-2026-04-16T10:36:55.050812-05:00,1186306-1765920,21199841,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1196401,ocds-dgv273-seacev3-1196401-2026-04-16T10:36:50.723334-05:00,1196401-1771634,21223753,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-552-8,ocds-dgv273-seacev3-2026-552-8-2026-04-16T10:36:50.467925-05:00,1188395-20604990832,21203439,50121538.0,Pescado estable sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-552-8,ocds-dgv273-seacev3-2026-552-8-2026-04-16T10:36:50.467925-05:00,1188395-20608368508,21203439,50121538.0,Pescado estable sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191054,ocds-dgv273-seacev3-1191054-2026-04-16T10:36:50.451143-05:00,1191054-10418190847,21210463,81141807.0,Servicio de inspección de instalaciones sanitarias o alcantarillado,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190862,ocds-dgv273-seacev3-1190862-2026-04-16T10:36:50.010335-05:00,1190862-20604847371,21210089,30102215.0,Plancha de plástico,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1192104,ocds-dgv273-seacev3-1192104-2026-04-16T10:36:44.456196-05:00,1192104-10310410271,21213409,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191532,ocds-dgv273-seacev3-1191532-2026-04-16T10:36:38.511554-05:00,1191532-1770424,21211519,72141128.0,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1196045,ocds-dgv273-seacev3-1196045-2026-04-16T10:36:37.148939-05:00,1196045-10278450355,21222816,15101506.0,Gasolina o Petróleo,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191629,ocds-dgv273-seacev3-1191629-2026-04-16T10:36:36.963715-05:00,1191629-20494105650,21211769,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-488-2,ocds-dgv273-seacev3-2026-488-2-2026-04-16T10:36:33.995549-05:00,1191842-10293151887,21212216,42131608.0,Uniformes para el personal médico,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200302-27,ocds-dgv273-seacev3-2026-200302-27-2026-04-16T10:36:33.867828-05:00,1189021-10419751826,21204946,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191965,ocds-dgv273-seacev3-1191965-2026-04-16T10:36:32.092304-05:00,1191965-10431305904,21212836,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188016,ocds-dgv273-seacev3-1188016-2026-04-16T10:36:31.314954-05:00,1188016-1769476,21202683,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187840,ocds-dgv273-seacev3-1187840-2026-04-16T10:36:30.829010-05:00,1187840-20517540341,21202146,50424501.0,Lentejas secas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1392-4,ocds-dgv273-seacev3-2026-1392-4-2026-04-16T10:36:26.687672-05:00,1189749-20606811510,21206592,50192109.0,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-8,ocds-dgv273-seacev3-2026-10184-8-2026-04-16T10:36:25.808843-05:00,1190116-10764318868,21207883,50111515.0,Pollo mínimamente procesado sin aditivos,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-8,ocds-dgv273-seacev3-2026-10184-8-2026-04-16T10:36:25.808843-05:00,1190116-10764318868,21207884,50111513.0,Carne de res mínimamente procesada sin aditivos,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-8,ocds-dgv273-seacev3-2026-10184-8-2026-04-16T10:36:25.808843-05:00,1190116-20609987309,21207882,50111513.0,Carne de res mínimamente procesada sin aditivos,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190803,ocds-dgv273-seacev3-1190803-2026-04-16T10:36:25.296516-05:00,1190803-20522173933,21209884,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190998,ocds-dgv273-seacev3-1190998-2026-04-16T10:36:24.116639-05:00,1190998-10470733549,21210345,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1195767,ocds-dgv273-seacev3-1195767-2026-04-16T10:36:22.388453-05:00,1195767-20610707786,21222426,21101801.0,Aspersores,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188070,ocds-dgv273-seacev3-1188070-2026-04-16T10:36:20.827209-05:00,1188070-10195433505,21203081,80131502.0,Alquiler de instalaciones comerciales o industriales,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1031-2,ocds-dgv273-seacev3-2026-1031-2-2026-04-16T10:36:20.580011-05:00,1189549-1769761,21206216,80101604.0,Administración o planificación de proyectos,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-422-13,ocds-dgv273-seacev3-2026-422-13-2026-04-16T10:36:18.781484-05:00,1187608-1770300,21201641,72153102.0,Servicios de construcción de campos deportivos interiores,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188625,ocds-dgv273-seacev3-1188625-2026-04-16T10:36:18.747023-05:00,1188625-20511037001,21204084,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188625,ocds-dgv273-seacev3-1188625-2026-04-16T10:36:18.747023-05:00,1188625-20412214618,21204084,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186361,ocds-dgv273-seacev3-1186361-2026-04-16T10:36:18.450284-05:00,1186361-20606419318,21197735,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191420,ocds-dgv273-seacev3-1191420-2026-04-16T10:36:06.369372-05:00,1191420-20511037001,21211310,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189294,ocds-dgv273-seacev3-1189294-2026-04-16T10:36:06.275756-05:00,1189294-20606346639,21205542,92101501.0,Servicios de vigilancia,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-705-40,ocds-dgv273-seacev3-2026-705-40-2026-04-16T10:36:06.155772-05:00,1190619-10278450355,21209343,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-705-40,ocds-dgv273-seacev3-2026-705-40-2026-04-16T10:36:06.155772-05:00,1190619-10278450355,21209342,15101506.0,Gasolina o Petróleo,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189280,ocds-dgv273-seacev3-1189280-2026-04-16T10:36:02.201422-05:00,1189280-20613647008,21205455,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189280,ocds-dgv273-seacev3-1189280-2026-04-16T10:36:02.201422-05:00,1189280-20613647008,21205456,15101506.0,Gasolina o Petróleo,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187529,ocds-dgv273-seacev3-1187529-2026-04-16T10:36:00.321074-05:00,1187529-1768734,21201380,72121406.0,Servicios de construcción de escuelas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186774,ocds-dgv273-seacev3-1186774-2026-04-16T10:36:00.235930-05:00,1186774-20504312403,21200366,42161632.0,Unidades de hemodiálisis,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-88-2,ocds-dgv273-seacev3-2026-88-2-2026-04-16T10:35:59.578677-05:00,1186591-1775536,21200224,24102402.0,Compactador estacionario para basura,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190501,ocds-dgv273-seacev3-1190501-2026-04-16T10:35:54.691188-05:00,1190501-1770839,21209072,72141128.0,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1031-10,ocds-dgv273-seacev3-2026-1031-10-2026-04-16T10:35:54.089874-05:00,1190783-20452349915,21209899,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-845-2,ocds-dgv273-seacev3-2026-845-2-2026-04-16T10:35:53.854988-05:00,1189370-20532492051,21205719,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-845-2,ocds-dgv273-seacev3-2026-845-2-2026-04-16T10:35:53.854988-05:00,1189370-20601397553,21205719,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189504,ocds-dgv273-seacev3-1189504-2026-04-16T10:35:52.983894-05:00,1189504-20531072066,21206081,91111601.0,Servicios de limpieza y mantenimiento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190704,ocds-dgv273-seacev3-1190704-2026-04-16T10:35:52.717391-05:00,1190704-1770951,21209790,72141003.0,Servicios de mantenimiento de pistas y carreteras,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191362,ocds-dgv273-seacev3-1191362-2026-04-16T10:35:49.411156-05:00,1191362-20494883865,21211171,81101510.0,Ingeniería de carreteras,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-107-2,ocds-dgv273-seacev3-2026-107-2-2026-04-16T10:35:48.243145-05:00,1187900-10405858890,21202225,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-107-2,ocds-dgv273-seacev3-2026-107-2-2026-04-16T10:35:48.243145-05:00,1187900-20487976360,21202225,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187814,ocds-dgv273-seacev3-1187814-2026-04-16T10:35:47.972515-05:00,1187814-20601638658,21201956,50221108.0,Grano de arroz,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191651,ocds-dgv273-seacev3-1191651-2026-04-16T10:35:42.250591-05:00,1191651-20612820172,21211781,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10466-26,ocds-dgv273-seacev3-2026-10466-26-2026-04-16T10:35:42.208272-05:00,1190751-20606381264,21209673,42161654.0,Dializadores para hemodiálisis con flujo paralelo,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1526-9,ocds-dgv273-seacev3-2026-1526-9-2026-04-16T10:35:41.470899-05:00,1189248-20527589801,21205453,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-10,ocds-dgv273-seacev3-2026-10184-10-2026-04-16T10:35:40.751481-05:00,1190114-10764318868,21207875,50151513.0,Aceites comestibles vegetales o de plantas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-10,ocds-dgv273-seacev3-2026-10184-10-2026-04-16T10:35:40.751481-05:00,1190114-10764318868,21207876,50221108.0,Grano de arroz,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-10,ocds-dgv273-seacev3-2026-10184-10-2026-04-16T10:35:40.751481-05:00,1190114-20610009264,21207878,50161509.0,Azúcares naturales o productos edulcorantes,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-10,ocds-dgv273-seacev3-2026-10184-10-2026-04-16T10:35:40.751481-05:00,1190114-20610009264,21207874,50192902.0,Fideos o pastas simples estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10184-10,ocds-dgv273-seacev3-2026-10184-10-2026-04-16T10:35:40.751481-05:00,1190114-20610009264,21207877,50221102.0,Harina de cereales,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190894,ocds-dgv273-seacev3-1190894-2026-04-16T10:35:40.613583-05:00,1190894-1773422,21210203,72121508.0,Servicio de construcción de preparación de planta,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-798-3,ocds-dgv273-seacev3-2026-798-3-2026-04-16T10:35:37.646648-05:00,1191512-20527786461,21211544,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-798-3,ocds-dgv273-seacev3-2026-798-3-2026-04-16T10:35:37.646648-05:00,1191512-20601801371,21211545,50221102.0,Harina de cereales,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189699,ocds-dgv273-seacev3-1189699-2026-04-16T10:35:37.208287-05:00,1189699-20613107828,21206483,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189699,ocds-dgv273-seacev3-1189699-2026-04-16T10:35:37.208287-05:00,1189699-10445770499,21206483,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-49-113,ocds-dgv273-seacev3-2026-49-113-2026-04-16T10:35:36.181469-05:00,1188511-20601607051,21203731,30131602.0,Ladrillos de cerámica,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188977,ocds-dgv273-seacev3-1188977-2026-04-16T10:35:36.166332-05:00,1188977-20511037001,21204750,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188977,ocds-dgv273-seacev3-1188977-2026-04-16T10:35:36.166332-05:00,1188977-20600111150,21204750,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-49-68,ocds-dgv273-seacev3-2026-49-68-2026-04-16T10:35:35.641906-05:00,1187983-20601982707,21202977,30111801.0,Agregado natural,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1490-1,ocds-dgv273-seacev3-2026-1490-1-2026-04-16T10:35:30.290491-05:00,1191556-20450131891,21211641,15101505.0,Diesel,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1490-1,ocds-dgv273-seacev3-2026-1490-1-2026-04-16T10:35:30.290491-05:00,1191556-20450131891,21211640,15101506.0,Gasolina o Petróleo,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-680-9,ocds-dgv273-seacev3-2026-680-9-2026-04-16T10:35:30.080471-05:00,1191503-1770549,21211505,72141121.0,Servicios de construcción de tuberías principales de agua,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191985,ocds-dgv273-seacev3-1191985-2026-04-16T10:35:29.114281-05:00,1191985-20611580780,21212660,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191985,ocds-dgv273-seacev3-1191985-2026-04-16T10:35:29.114281-05:00,1191985-20614663520,21212660,30111601.0,Cemento,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1392-5,ocds-dgv273-seacev3-2026-1392-5-2026-04-16T10:35:28.302999-05:00,1189747-20606811510,21206589,50131702.0,Leche o productos de mantequilla estables sin refrigerar,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191834,ocds-dgv273-seacev3-1191834-2026-04-16T10:35:27.486713-05:00,1191834-1773411,21212226,81101508.0,Ingeniería arquitectónica,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1890-18,ocds-dgv273-seacev3-2026-1890-18-2026-04-16T10:35:26.720184-05:00,1188074-20600228502,21203096,91111603.0,Servicios de cocina o preparación de comidas,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-447-4,ocds-dgv273-seacev3-2026-447-4-2026-04-16T10:35:25.415073-05:00,1190689-10295825851,21209773,50221108.0,Grano de arroz,UNSPSC,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188689,ocds-dgv273-seacev3-1188689-2026-04-16T10:35:23.945513-05:00,1188689-20600638760,21204196,72141701.0,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC,2026-02_seace_v3_csv_es
