Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Fuentes:ID,Entrega compilada:Fuentes:Nombre,Entrega compilada:Fuentes:URL,_mes_origen
ocds-dgv273-seacev3-2026-1234-1,ocds-dgv273-seacev3-2026-1234-1-2026-09-23T10:16:56.688458-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214329,ocds-dgv273-seacev3-1214329-2026-09-18T10:23:18.446848-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215414,ocds-dgv273-seacev3-1215414-2026-09-18T10:23:18.304024-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215821,ocds-dgv273-seacev3-1215821-2026-09-18T10:23:18.125939-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214536,ocds-dgv273-seacev3-1214536-2026-09-18T10:23:18.071333-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215437,ocds-dgv273-seacev3-1215437-2026-09-18T10:23:07.544026-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215341,ocds-dgv273-seacev3-1215341-2026-09-18T10:23:07.333917-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214501,ocds-dgv273-seacev3-1214501-2026-09-18T10:23:07.237159-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214573,ocds-dgv273-seacev3-1214573-2026-09-18T10:23:07.223408-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215442,ocds-dgv273-seacev3-1215442-2026-09-18T10:23:07.191195-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214765,ocds-dgv273-seacev3-1214765-2026-09-18T10:22:56.230820-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185714,ocds-dgv273-seacev3-1185714-2026-09-18T10:22:55.269747-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185683,ocds-dgv273-seacev3-1185683-2026-09-18T10:22:55.214873-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214602,ocds-dgv273-seacev3-1214602-2026-09-18T10:22:45.164822-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214564,ocds-dgv273-seacev3-1214564-2026-09-18T10:22:44.855252-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214556,ocds-dgv273-seacev3-1214556-2026-09-18T10:22:44.715861-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215803,ocds-dgv273-seacev3-1215803-2026-09-18T10:22:44.550471-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184422,ocds-dgv273-seacev3-1184422-2026-09-18T10:22:43.939430-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1210569,ocds-dgv273-seacev3-1210569-2026-09-18T10:22:33.252107-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1190087,ocds-dgv273-seacev3-1190087-2026-09-18T10:22:32.782324-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1250936,ocds-dgv273-seacev3-1250936-2026-09-18T10:22:29.321274-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214538,ocds-dgv273-seacev3-1214538-2026-09-18T10:22:23.072758-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215580,ocds-dgv273-seacev3-1215580-2026-09-18T10:22:22.933621-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214433,ocds-dgv273-seacev3-1214433-2026-09-18T10:22:22.758755-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214371,ocds-dgv273-seacev3-1214371-2026-09-18T10:22:22.592549-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215478,ocds-dgv273-seacev3-1215478-2026-09-18T10:22:22.248989-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1545-1,ocds-dgv273-seacev3-2026-1545-1-2026-09-18T10:22:21.672582-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-422-15,ocds-dgv273-seacev3-2026-422-15-2026-09-18T10:22:21.375500-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214402,ocds-dgv273-seacev3-1214402-2026-09-18T10:22:10.761653-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214419,ocds-dgv273-seacev3-1214419-2026-09-18T10:22:10.642971-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184613,ocds-dgv273-seacev3-1184613-2026-09-17T10:19:21.455014-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184703,ocds-dgv273-seacev3-1184703-2026-09-17T10:19:21.082535-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184475,ocds-dgv273-seacev3-1184475-2026-09-17T10:19:20.959120-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185159,ocds-dgv273-seacev3-1185159-2026-09-17T10:19:09.849016-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10352-1,ocds-dgv273-seacev3-2026-10352-1-2026-09-16T10:18:59.300666-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184897,ocds-dgv273-seacev3-1184897-2026-09-13T12:05:37.258337-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1295-10,ocds-dgv273-seacev3-2026-1295-10-2026-09-13T12:05:26.334745-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1242638,ocds-dgv273-seacev3-1242638-2026-09-13T12:05:19.754778-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185698,ocds-dgv273-seacev3-1185698-2026-09-13T12:05:14.759136-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-999-3,ocds-dgv273-seacev3-2026-999-3-2026-09-13T12:05:03.375062-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1295-11,ocds-dgv273-seacev3-2026-1295-11-2026-09-13T12:04:52.008815-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184529,ocds-dgv273-seacev3-1184529-2026-09-13T12:04:29.458628-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184650,ocds-dgv273-seacev3-1184650-2026-09-13T12:04:29.425951-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1186085,ocds-dgv273-seacev3-1186085-2026-09-10T10:20:23.069866-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1247575,ocds-dgv273-seacev3-1247575-2026-09-09T10:24:35.882535-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1205782,ocds-dgv273-seacev3-1205782-2026-09-09T10:23:54.101914-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184761,ocds-dgv273-seacev3-1184761-2026-09-09T10:23:42.687481-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-32831-1,ocds-dgv273-seacev3-2026-32831-1-2026-09-07T10:14:48.987808-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185208,ocds-dgv273-seacev3-1185208-2026-09-07T10:14:48.969321-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1235-2,ocds-dgv273-seacev3-2026-1235-2-2026-09-07T10:14:28.177764-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1247014,ocds-dgv273-seacev3-1247014-2026-09-05T13:36:57.365372-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2409-49,ocds-dgv273-seacev3-2026-2409-49-2026-09-05T13:36:26.798058-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185163,ocds-dgv273-seacev3-1185163-2026-09-05T13:35:53.243611-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185911,ocds-dgv273-seacev3-1185911-2026-09-04T13:58:05.505788-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184595,ocds-dgv273-seacev3-1184595-2026-09-03T10:50:53.090462-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-614-2,ocds-dgv273-seacev3-2026-614-2-2026-09-03T10:50:53.071410-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1320-13,ocds-dgv273-seacev3-2026-1320-13-2026-09-03T10:50:35.674070-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-775-2,ocds-dgv273-seacev3-2026-775-2-2026-09-03T10:49:23.245647-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185834,ocds-dgv273-seacev3-1185834-2026-08-30T10:02:47.599381-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1922-6,ocds-dgv273-seacev3-2026-1922-6-2026-08-30T10:02:47.556174-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184760,ocds-dgv273-seacev3-1184760-2026-08-30T10:02:36.769542-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185032,ocds-dgv273-seacev3-1185032-2026-08-30T10:02:36.630142-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200537-19,ocds-dgv273-seacev3-2026-200537-19-2026-08-30T10:02:36.616365-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184855,ocds-dgv273-seacev3-1184855-2026-08-29T10:11:06.402188-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1244136,ocds-dgv273-seacev3-1244136-2026-08-29T10:10:47.215744-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184917,ocds-dgv273-seacev3-1184917-2026-08-29T10:10:31.899256-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1190013,ocds-dgv273-seacev3-1190013-2026-08-28T10:30:20.750951-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1868-2,ocds-dgv273-seacev3-2026-1868-2-2026-08-28T10:29:57.736977-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1207694,ocds-dgv273-seacev3-1207694-2026-08-28T10:29:50.104236-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184341,ocds-dgv273-seacev3-1184341-2026-08-28T10:29:12.181563-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200433-12,ocds-dgv273-seacev3-2026-200433-12-2026-08-26T10:29:01.229980-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185406,ocds-dgv273-seacev3-1185406-2026-08-26T10:28:50.153694-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1003013323-5,ocds-dgv273-seacev3-2026-1003013323-5-2026-08-23T10:34:10.993180-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1062-10,ocds-dgv273-seacev3-2026-1062-10-2026-08-22T10:44:02.750803-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184920,ocds-dgv273-seacev3-1184920-2026-08-22T10:43:06.743846-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1823-1,ocds-dgv273-seacev3-2026-1823-1-2026-08-22T10:42:45.292228-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1220132,ocds-dgv273-seacev3-1220132-2026-08-21T10:31:05.504053-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml,2026-01_seace_v3_csv_es
