Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Valor:Monto,Entrega compilada:Adjudicaciones:Valor:Moneda,Entrega compilada:Adjudicaciones:Valor:Nombre de Moneda,Entrega compilada:Adjudicaciones:Fecha de adjudicación,_mes_origen
ocds-dgv273-seacev3-1192043,ocds-dgv273-seacev3-1192043-2026-06-20T10:18:30.348634-05:00,1192043-1777453,10902905.75,PEN,Soles,2026-04-08T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1202978,ocds-dgv273-seacev3-1202978-2026-06-20T10:18:21.199108-05:00,1202978-1782952,7697780.7,PEN,Soles,2026-04-22T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1389-3,ocds-dgv273-seacev3-2026-1389-3-2026-06-20T10:18:09.535016-05:00,1188441-20323041092,1246457.51,PEN,Soles,2026-04-07T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189356,ocds-dgv273-seacev3-1189356-2026-06-20T10:18:09.102141-05:00,1189356-20485592556,68128.5,PEN,Soles,2026-02-27T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189356,ocds-dgv273-seacev3-1189356-2026-06-20T10:18:09.102141-05:00,1189356-20608480898,80000.0,PEN,Soles,2026-02-27T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189356,ocds-dgv273-seacev3-1189356-2026-06-20T10:18:09.102141-05:00,1189356-20609903458,84500.0,PEN,Soles,2026-04-10T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1246-1,ocds-dgv273-seacev3-2026-1246-1-2026-06-20T10:18:08.587724-05:00,1186527-10478987124,111480.0,PEN,Soles,2026-02-18T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189343,ocds-dgv273-seacev3-1189343-2026-06-19T10:30:17.996598-05:00,1189343-20107034413,91432.0,PEN,Soles,2026-03-02T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10248-11,ocds-dgv273-seacev3-2026-10248-11-2026-06-19T10:30:07.989522-05:00,1191976-L5552918184,66052.0,USD,Dólar Norteamericano,2026-04-06T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1202569,ocds-dgv273-seacev3-1202569-2026-06-19T10:29:44.781294-05:00,1202569-20603094566,93456.0,PEN,Soles,2026-04-01T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2407-6,ocds-dgv273-seacev3-2026-2407-6-2026-06-19T10:29:44.460166-05:00,1189621-20200162723,938100.0,PEN,Soles,2026-04-13T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2407-6,ocds-dgv273-seacev3-2026-2407-6-2026-06-19T10:29:44.460166-05:00,1189621-20499717963,1536030.0,PEN,Soles,2026-04-13T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187022,ocds-dgv273-seacev3-1187022-2026-06-19T10:29:33.382297-05:00,1187022-1766548,125157.95,PEN,Soles,2026-02-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1209700,ocds-dgv273-seacev3-1209700-2026-06-19T10:29:23.029154-05:00,1209700-20486973642,315551.81,PEN,Soles,2026-05-07T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1205767,ocds-dgv273-seacev3-1205767-2026-06-18T10:26:23.566702-05:00,1205767-20552504641,359000.0,PEN,Soles,2026-04-24T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1219223,ocds-dgv273-seacev3-1219223-2026-06-18T10:26:19.705792-05:00,1219223-1794845,318488.91,PEN,Soles,2026-05-26T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187851,ocds-dgv273-seacev3-1187851-2026-06-18T10:26:11.655916-05:00,1187851-1769311,4284516.48,PEN,Soles,2026-03-23T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-227-12,ocds-dgv273-seacev3-2026-227-12-2026-06-18T10:26:02.921759-05:00,1190123-1780982,2518661.55,PEN,Soles,2026-04-30T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191113,ocds-dgv273-seacev3-1191113-2026-06-18T10:26:01.916799-05:00,1191113-10426214160,45000.0,PEN,Soles,2026-02-27T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190706,ocds-dgv273-seacev3-1190706-2026-06-18T10:25:49.809433-05:00,1190706-1774138,369000.0,PEN,Soles,2026-03-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191557,ocds-dgv273-seacev3-1191557-2026-06-18T10:25:39.657661-05:00,1191557-20602575803,119900.0,PEN,Soles,2026-03-11T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1025-2,ocds-dgv273-seacev3-2026-1025-2-2026-06-18T10:25:38.754020-05:00,1188525-20547939108,1264000.0,PEN,Soles,2026-04-30T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1215041,ocds-dgv273-seacev3-1215041-2026-06-18T10:25:30.783375-05:00,1215041-20551771122,1515000.0,PEN,Soles,2026-05-15T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2392-2,ocds-dgv273-seacev3-2026-2392-2-2026-06-18T10:25:16.451332-05:00,1189940-20100128218,9040207.5,PEN,Soles,2026-03-19T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-23-18,ocds-dgv273-seacev3-2026-23-18-2026-06-18T10:25:16.267074-05:00,1191970-20602250807,139924.0,PEN,Soles,2026-03-19T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191874,ocds-dgv273-seacev3-1191874-2026-06-17T10:34:02.460213-05:00,1191874-20606419318,2541024.0,PEN,Soles,2026-03-11T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188077,ocds-dgv273-seacev3-1188077-2026-06-17T10:34:02.213877-05:00,1188077-20564123014,188600.0,PEN,Soles,2026-02-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188077,ocds-dgv273-seacev3-1188077-2026-06-17T10:34:02.213877-05:00,1188077-10403969490,195500.0,PEN,Soles,2026-03-26T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188077,ocds-dgv273-seacev3-1188077-2026-06-17T10:34:02.213877-05:00,1188077-20609578701,198720.0,PEN,Soles,2026-04-22T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186733,ocds-dgv273-seacev3-1186733-2026-06-17T10:34:02.138579-05:00,1186733-1766667,15402164.15,PEN,Soles,2026-03-09T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1216910,ocds-dgv273-seacev3-1216910-2026-06-17T10:33:57.123242-05:00,1216910-20602691617,3383950.9,PEN,Soles,2026-06-12T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1194979,ocds-dgv273-seacev3-1194979-2026-06-17T10:33:51.788690-05:00,1194979-20469252541,630000.0,PEN,Soles,2026-03-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-404-15,ocds-dgv273-seacev3-2026-404-15-2026-06-17T10:33:51.116452-05:00,1187653-10239857260,376200.0,PEN,Soles,2026-06-05T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189360,ocds-dgv273-seacev3-1189360-2026-06-17T10:33:30.745697-05:00,1189360-1769766,1286027.02,PEN,Soles,2026-03-06T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189683,ocds-dgv273-seacev3-1189683-2026-06-17T10:33:19.783790-05:00,1189683-10458842553,324000.0,PEN,Soles,2026-02-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191495,ocds-dgv273-seacev3-1191495-2026-06-17T10:33:19.527759-05:00,1191495-20604178704,1416714.96,PEN,Soles,2026-03-12T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191495,ocds-dgv273-seacev3-1191495-2026-06-17T10:33:19.527759-05:00,1191495-20604627487,214140.0,PEN,Soles,2026-03-12T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189318,ocds-dgv273-seacev3-1189318-2026-06-17T10:33:19.345479-05:00,1189318-20511037001,87210.0,PEN,Soles,2026-03-02T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1216841,ocds-dgv273-seacev3-1216841-2026-06-17T10:33:11.222169-05:00,1216841-1801603,1303890.0,PEN,Soles,2026-06-12T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191550,ocds-dgv273-seacev3-1191550-2026-06-17T10:33:08.394349-05:00,1191550-20607575925,293860.0,PEN,Soles,2026-03-19T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190938,ocds-dgv273-seacev3-1190938-2026-06-17T10:33:08.271188-05:00,1190938-1769905,84119.43,PEN,Soles,2026-03-09T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188101,ocds-dgv273-seacev3-1188101-2026-06-17T10:32:54.958184-05:00,1188101-1787625,535365.46,PEN,Soles,2026-05-14T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188101,ocds-dgv273-seacev3-1188101-2026-06-17T10:32:54.958184-05:00,1188101-20452349915,525208.32,PEN,Soles,2026-05-14T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1212865,ocds-dgv273-seacev3-1212865-2026-06-15T10:04:58.984518-05:00,1212865-20606256800,1326781.5,PEN,Soles,2026-05-06T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189251,ocds-dgv273-seacev3-1189251-2026-06-14T10:13:31.410947-05:00,1189251-20507634479,4003813.04,PEN,Soles,2026-03-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-49-84,ocds-dgv273-seacev3-2026-49-84-2026-06-14T10:13:31.391545-05:00,1187051-10428943738,36900.0,PEN,Soles,2026-02-24T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-49-84,ocds-dgv273-seacev3-2026-49-84-2026-06-14T10:13:31.391545-05:00,1187051-20449458436,37990.88,PEN,Soles,2026-03-31T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-49-84,ocds-dgv273-seacev3-2026-49-84-2026-06-14T10:13:31.391545-05:00,1187051-10296919379,38625.0,PEN,Soles,2026-03-31T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190360,ocds-dgv273-seacev3-1190360-2026-06-14T10:13:23.149985-05:00,1190360-1768913,614603.0,PEN,Soles,2026-03-04T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191657,ocds-dgv273-seacev3-1191657-2026-06-14T10:13:23.126610-05:00,1191657-1771340,1858705.83,PEN,Soles,2026-04-07T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1203036,ocds-dgv273-seacev3-1203036-2026-06-14T10:13:22.834194-05:00,1203036-1779643,176673.74,PEN,Soles,2026-05-19T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189510,ocds-dgv273-seacev3-1189510-2026-06-14T10:13:22.508757-05:00,1189510-10405672214,1094250.0,PEN,Soles,2026-05-18T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2366-14,ocds-dgv273-seacev3-2026-2366-14-2026-06-14T10:13:22.332625-05:00,1189635-20504979092,80582.6,PEN,Soles,2026-03-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1193049,ocds-dgv273-seacev3-1193049-2026-06-14T10:13:22.314861-05:00,1193049-10436187136,25500.0,PEN,Soles,2026-03-06T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1193049,ocds-dgv273-seacev3-1193049-2026-06-14T10:13:22.314861-05:00,1193049-10446741506,25500.0,PEN,Soles,2026-03-06T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188879,ocds-dgv273-seacev3-1188879-2026-06-14T10:13:22.273187-05:00,1188879-1768753,149501.71,PEN,Soles,2026-03-09T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191099,ocds-dgv273-seacev3-1191099-2026-06-14T10:13:13.353068-05:00,1191099-20601539749,91119.6,PEN,Soles,2026-03-13T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188665,ocds-dgv273-seacev3-1188665-2026-06-14T10:13:13.006161-05:00,1188665-1768292,2005824.28,PEN,Soles,2026-03-19T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188398,ocds-dgv273-seacev3-1188398-2026-06-14T10:13:04.440937-05:00,1188398-20607305383,4230000.0,PEN,Soles,2026-03-09T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-216-5,ocds-dgv273-seacev3-2026-216-5-2026-06-14T10:13:04.262121-05:00,1188118-1769974,196896.96,PEN,Soles,2026-03-09T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188891,ocds-dgv273-seacev3-1188891-2026-06-14T10:13:04.245939-05:00,1188891-1771567,1239254.12,PEN,Soles,2026-03-16T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-49-28,ocds-dgv273-seacev3-2026-49-28-2026-06-14T10:13:03.850254-05:00,1189430-20608459007,1116000.0,PEN,Soles,2026-03-02T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-80751-3,ocds-dgv273-seacev3-2026-80751-3-2026-06-14T10:13:03.778603-05:00,1190732-20608995081,50760.0,PEN,Soles,2026-04-01T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191229,ocds-dgv273-seacev3-1191229-2026-06-14T10:13:03.606556-05:00,1191229-20527353786,437955.0,PEN,Soles,2026-03-10T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187306,ocds-dgv273-seacev3-1187306-2026-06-14T10:13:03.277787-05:00,1187306-1784338,2173900.0,PEN,Soles,2026-04-24T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186337,ocds-dgv273-seacev3-1186337-2026-06-14T10:13:03.248699-05:00,1186337-10730236820,87000.0,PEN,Nuevos Soles,2026-02-18T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10009-4,ocds-dgv273-seacev3-2026-10009-4-2026-06-14T10:12:53.658722-05:00,1192089-20608314581,559281.6,PEN,Soles,2026-04-17T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2392-41,ocds-dgv273-seacev3-2026-2392-41-2026-06-14T10:12:52.986146-05:00,1191906-20393529742,2903544.6,PEN,Soles,2026-06-12T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188277,ocds-dgv273-seacev3-1188277-2026-06-14T10:12:52.231056-05:00,1188277-20600852346,106080.0,PEN,Soles,2026-02-24T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188221,ocds-dgv273-seacev3-1188221-2026-06-14T10:12:52.217676-05:00,1188221-10031135015,108000.0,PEN,Soles,2026-02-17T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190827,ocds-dgv273-seacev3-1190827-2026-06-13T10:20:26.452107-05:00,1190827-20607659321,112600.0,PEN,Soles,2026-03-05T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10490-24,ocds-dgv273-seacev3-2026-10490-24-2026-06-13T10:20:24.909617-05:00,1186707-20418896915,637315.5700000001,PEN,Soles,2026-04-23T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188580,ocds-dgv273-seacev3-1188580-2026-06-13T10:20:15.423846-05:00,1188580-20568976151,166360.0,PEN,Soles,2026-03-03T09:10:14-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10167-1,ocds-dgv273-seacev3-2026-10167-1-2026-06-13T10:20:04.076405-05:00,1191599-20601035708,1380000.0,PEN,Soles,2026-04-08T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200-4,ocds-dgv273-seacev3-2026-200-4-2026-06-13T10:20:02.599753-05:00,1185638-1765356,252338.06,PEN,Soles,2026-02-16T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-422-14,ocds-dgv273-seacev3-2026-422-14-2026-06-13T10:20:02.574276-05:00,1186357-20613541021,337000.0,PEN,Soles,2026-03-02T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186820,ocds-dgv273-seacev3-1186820-2026-06-13T10:20:02.559558-05:00,1186820-20450719367,390000.0,PEN,Soles,2026-02-16T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200-9,ocds-dgv273-seacev3-2026-200-9-2026-06-13T10:20:02.236321-05:00,1185585-1766091,1232335.86,PEN,Soles,2026-02-19T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190020,ocds-dgv273-seacev3-1190020-2026-06-13T10:19:52.430576-05:00,1190020-20114701221,201515.0,PEN,Soles,2026-03-03T11:52:35-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1209299,ocds-dgv273-seacev3-1209299-2026-06-13T10:19:29.984641-05:00,1209299-20557788841,354000.0,PEN,Soles,2026-05-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189522,ocds-dgv273-seacev3-1189522-2026-06-13T10:19:29.445360-05:00,1189522-1769744,950000.0,PEN,Soles,2026-04-01T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189522,ocds-dgv273-seacev3-1189522-2026-06-13T10:19:29.445360-05:00,1189522-1769799,681575.0,PEN,Soles,2026-04-01T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2009-8,ocds-dgv273-seacev3-2026-2009-8-2026-06-13T10:19:28.980814-05:00,1187558-10240038701,249750.0,PEN,Soles,2026-03-03T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1216344,ocds-dgv273-seacev3-1216344-2026-06-12T10:33:12.681159-05:00,1216344-20543254798,12888888.88,PEN,Soles,2026-06-10T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1204982,ocds-dgv273-seacev3-1204982-2026-06-12T10:33:07.775739-05:00,1204982-1780301,3798391.0,PEN,Soles,2026-04-14T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1205779,ocds-dgv273-seacev3-1205779-2026-06-12T10:33:07.182064-05:00,1205779-20101128777,2151537.33,PEN,Soles,2026-04-15T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-20002-54,ocds-dgv273-seacev3-2026-20002-54-2026-06-12T10:33:07.156998-05:00,1189256-20494626978,573800.0,PEN,Soles,2026-05-19T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190466,ocds-dgv273-seacev3-1190466-2026-06-12T10:33:07.005786-05:00,1190466-10444557520,45014.9,PEN,Soles,2026-03-10T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190466,ocds-dgv273-seacev3-1190466-2026-06-12T10:33:07.005786-05:00,1190466-20605547274,47479.0,PEN,Soles,2026-03-30T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189732,ocds-dgv273-seacev3-1189732-2026-06-12T10:33:06.760855-05:00,1189732-20610633952,712500.0,PEN,Soles,2026-03-06T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-2407-47,ocds-dgv273-seacev3-2026-2407-47-2026-06-12T10:32:54.750850-05:00,1186802-10250033635,1401626.0,PEN,Soles,2026-03-03T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187057,ocds-dgv273-seacev3-1187057-2026-06-12T10:32:43.113204-05:00,1187057-1766270,1930000.0,PEN,Soles,2026-02-26T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1041-6,ocds-dgv273-seacev3-2026-1041-6-2026-06-12T10:32:32.516612-05:00,1186448-10806327943,72000.0,PEN,Soles,2026-03-25T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-295-2,ocds-dgv273-seacev3-2026-295-2-2026-06-12T10:32:21.016487-05:00,1186440-20542100436,127480.0,PEN,Soles,2026-02-27T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-500-2,ocds-dgv273-seacev3-2026-500-2-2026-06-12T10:32:20.832081-05:00,1186063-1767066,888036.65,PEN,Soles,2026-02-26T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186422,ocds-dgv273-seacev3-1186422-2026-06-12T10:32:09.839802-05:00,1186422-20440302689,173930.0,PEN,Soles,2026-03-05T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186201,ocds-dgv273-seacev3-1186201-2026-06-12T10:32:09.816128-05:00,1186201-10455754319,54000.0,PEN,Soles,2026-03-16T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186201,ocds-dgv273-seacev3-1186201-2026-06-12T10:32:09.816128-05:00,1186201-10715384227,54000.0,PEN,Soles,2026-03-16T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186201,ocds-dgv273-seacev3-1186201-2026-06-12T10:32:09.816128-05:00,1186201-20613247832,54000.0,PEN,Soles,2026-03-16T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-10249-93,ocds-dgv273-seacev3-2026-10249-93-2026-06-12T10:31:58.787933-05:00,1190207-20538016412,337550.0,PEN,Soles,2026-03-11T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1320-9,ocds-dgv273-seacev3-2026-1320-9-2026-06-12T10:31:58.282505-05:00,1186679-1773202,6857652.81,PEN,Soles,2026-04-30T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186378,ocds-dgv273-seacev3-1186378-2026-06-12T10:31:58.222404-05:00,1186378-10250193616,338000.0,PEN,Soles,2026-02-18T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189429,ocds-dgv273-seacev3-1189429-2026-06-11T10:26:20.371514-05:00,1189429-20600374584,101500.0,PEN,Soles,2026-03-11T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188972,ocds-dgv273-seacev3-1188972-2026-06-11T10:26:19.521509-05:00,1188972-1794171,10259569.54,PEN,Soles,2026-05-27T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190434,ocds-dgv273-seacev3-1190434-2026-06-11T10:26:19.159387-05:00,1190434-1775518,753137.0,PEN,Soles,2026-04-30T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1003013323-3,ocds-dgv273-seacev3-2026-1003013323-3-2026-06-11T10:26:17.773731-05:00,1187959-L0606465505,51103.2,PEN,Soles,2026-02-20T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1031-3,ocds-dgv273-seacev3-2026-1031-3-2026-06-11T10:26:17.711658-05:00,1187828-1770921,231080.38,PEN,Soles,2026-05-07T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190383,ocds-dgv273-seacev3-1190383-2026-06-11T10:26:07.466358-05:00,1190383-20610007806,393498.0,PEN,Soles,2026-04-29T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189692,ocds-dgv273-seacev3-1189692-2026-06-11T10:25:56.903309-05:00,1189692-1769719,73500.0,PEN,Soles,2026-03-24T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189166,ocds-dgv273-seacev3-1189166-2026-06-11T10:25:56.784329-05:00,1189166-1771843,288656.13,PEN,Soles,2026-03-23T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188400,ocds-dgv273-seacev3-1188400-2026-06-11T10:25:55.481220-05:00,1188400-1774112,3554567.52,PEN,Soles,2026-04-10T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188400,ocds-dgv273-seacev3-1188400-2026-06-11T10:25:55.481220-05:00,1188400-1773705,3554567.52,PEN,Soles,2026-04-10T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-651-2,ocds-dgv273-seacev3-2026-651-2-2026-06-11T10:25:44.344166-05:00,1186344-1765254,710716.7,PEN,Soles,2026-04-07T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186414,ocds-dgv273-seacev3-1186414-2026-06-11T10:25:44.319875-05:00,1186414-20607510092,1734579.28,PEN,Soles,2026-02-19T12:10:02-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1211886,ocds-dgv273-seacev3-1211886-2026-06-11T10:25:34.507606-05:00,1211886-1789131,3301165.99,PEN,Soles,2026-05-14T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190378,ocds-dgv273-seacev3-1190378-2026-06-11T10:25:33.548063-05:00,1190378-20533606025,950810.0,PEN,Soles,2026-05-04T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1189372,ocds-dgv273-seacev3-1189372-2026-06-11T10:25:32.985538-05:00,1189372-1777561,1386078.51,PEN,Soles,2026-04-08T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1190424,ocds-dgv273-seacev3-1190424-2026-06-11T10:25:32.819271-05:00,1190424-20600073363,199857.0,PEN,Soles,2026-04-29T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200190-99,ocds-dgv273-seacev3-2026-200190-99-2026-06-11T10:25:32.202607-05:00,1186426-20525405347,7301980.04,PEN,Soles,2026-04-01T00:00:00-05:00,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1192087,ocds-dgv273-seacev3-1192087-2026-06-11T10:25:22.656315-05:00,1192087-20606566531,74960.0,PEN,Soles,2026-03-13T00:00:00-05:00,2026-02_seace_v3_csv_es
