Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,compiledRelease/awards/0/items/0/position,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Descripción,compiledRelease/awards/0/items/0/statusDetails,compiledRelease/awards/0/items/0/status,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificación:Esquema,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Cantidad,compiledRelease/awards/0/items/0/totalValue/amount,compiledRelease/awards/0/items/0/totalValue/currency,compiledRelease/awards/0/items/0/totalValue/currencyName,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Nombre,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Unidad:Esquema,_mes_origen
ocds-dgv273-seacev3-1237889,ocds-dgv273-seacev3-1237889-2026-09-23T10:17:57.571742-05:00,1237889-1833559,21340309,1,Supervisión del proyecto bajo la modalidad de OxI: MEJORAMIENTO DEL SERVICIO DE EDUCACIÓN SECUNDARIA EN I.E. NUESTRO SEÑOR DE LA MISERICORDIA DISTRITO DE LUCMA DE LA PROVINCIA DE GRAN CHIMU DEL DEPARTAMENTO DE LA LIBERTAD. CUI 2681968,CONTRATADO,active,8110150800337178.0,SUPERVISION DE OBRA DE CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,1130853.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1181800,ocds-dgv273-seacev3-1181800-2026-09-23T10:17:52.740997-05:00,1181800-1762914,21195730,1,CONTRATACIÓN PARA EJECUCIÓN DE OBRA DEL PROYECTO DENOMINADO:  MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE 02 DE LA ASOC. DE VIV. LAS VEGAS Y PARQUE 01 DE LA ASOC. DE VIV. LAS FLORES DISTRITO DE SANTA ANITA DE LA PROVINCIA DE L,CONTRATADO,active,7214112800364494.0,REMODELACION DE PARQUES Y PLAZAS,CUBSO,1.0,2280431.61,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184347,ocds-dgv273-seacev3-1184347-2026-09-23T10:17:19.149679-05:00,1184347-1760666,21193819,1,"MEJORAMIENTO DEL SERVICIOS DE ESPACIOS PÚBLICOS URBANOS EN PARQUE CENTRAL DEL AA.HH HUASCAR DISTRITO DE SANTA ANITA DE LA PROVINCIA DE LIMA DEL DEPARTAMENTO DE LIMA, CON CUI 2656881",CONTRATADO,active,7214112800364494.0,REMODELACION DE PARQUES Y PLAZAS,CUBSO,1.0,1995705.59,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185330,ocds-dgv273-seacev3-1185330-2026-09-23T10:17:09.009769-05:00,1185330-1764483,21196782,1,"Supervisión de la obra: ¿MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO VECINAL LA-579, LA-582, LA-580: DISTRITO DE ILLIMO - CRUCE CEMENTERIO - CRUCE COLOCHE - SAN PEDRO DE SASAPE - SAN ISIDRO - TRAPICHE, DISTRITO DE ILLIMO",CONTRATADO,active,8110151000336392.0,"Ssupervisión de la obra: ¿MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VIAL INTERURBANA EN CAMINO VECINAL LA-579, LA-582, LA-580: DISTRITO DE ILLIMO - CRUCE CEMENTERIO - CRUCE COLOCHE - SAN PEDRO DE SASAPE - SAN ISIDRO - TRAPICHE, DISTRITO DE ILLIMO",CUBSO,1.0,496067.16,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184427,ocds-dgv273-seacev3-1184427-2026-09-23T10:17:08.917590-05:00,1184427-20520775596,21194341,1,CAMARAS DE VIDEO DIGITAL CORPORAL,CONTRATADO,active,4512151600257982.0,CAMARA DE VIDEO DIGITAL TIPO PROFESIONAL DE ALTA DEFINICION,CUBSO,75.0,154050.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185367,ocds-dgv273-seacev3-1185367-2026-09-23T10:17:08.763445-05:00,1185367-1765326,21198878,1,"EJECUCIÓN DE LA OBRA DE LA INVERSIÓN IOARR: RENOVACION DE PAVIMENTO; EN EL(LA) AMBITO DE VÍAS LOCALES DE LA ZONA 2 Y 3 EN EL CENTRO POBLADO LA VICTORIA, DISTRITO DE LA VICTORIA, PROVINCIA LIMA, DEPARTAMENTO LIMA¿ CON CUI Nº 2705666",CONTRATADO,active,7214100300342329.0,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,1369162.87,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1185153,ocds-dgv273-seacev3-1185153-2026-09-23T10:17:08.726429-05:00,1185153-1763586,21198473,1,"CONTRATACIÓN PARA LA EJECUCIÓN DE LA OBRA: ¿RENOVACIÓN DE PAVIMENTO; EN EL AMBITO DE LA ZONA 37 Y 40 EN EL CENTRO POBLADO LA VICTORIA, DISTRITO DE LA VICTORIA, PROVINCIA LIMA, DEPARTAMENTO LIMA¿ CON CUI 2705657",CONTRATADO,active,7214100300342329.0,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,3188024.49,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20220539572,21244302,3,SERVICIO DE SEGURIDAD Y VIGILANCIA EEA EL CHIRA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,237384.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20409314491,21244303,4,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA LOS CEDROS,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,228360.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20480402929,21244319,19,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA AMAZONAS,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,399219.84,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20490323661,21244310,11,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA AREQUIPA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,793716.96,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20572205895,21244317,17,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA  EEA SAN ROQUE,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,816180.24,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20600226569,21244305,6,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA PICHANAKI,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,460531.68,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20600226569,21244306,7,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA PASCO,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,562453.92,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20600226569,21244309,10,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA CHUMBIBAMBA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,230265.84,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244300,1,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA BAÑOS DEL INCA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,1092000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244301,2,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA VIRÚ,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,924000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244307,8,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA CHINCHA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,1008000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244308,9,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA DONOSO,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,720000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244311,12,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA PERLA DEL VRAEM,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,192960.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244312,13,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA MOQUEGUA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,576000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244313,14,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA CANAÁN,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,396000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244315,15,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA TACNA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,480000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20601319676,21244318,18,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA SAN BERNARNDO,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,250176.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20605447920,21244304,5,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA CANCHAN,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,172000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-20605511393,21244316,16,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA SAN RAMON,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,513960.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244307,8,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA CHINCHA,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,1008000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244308,9,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA DONOSO,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,720000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244310,11,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA AREQUIPA,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,793716.96,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244300,1,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA BAÑOS DEL INCA,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,1092000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244301,2,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA VIRÚ,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,924000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244303,4,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA LOS CEDROS,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,228360.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244304,5,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA CANCHAN,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,172000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244311,12,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA PERLA DEL VRAEM,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,192960.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244312,13,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA MOQUEGUA,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,576000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244313,14,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA CANAÁN,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,396000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244315,15,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA TACNA,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,480000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244316,16,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA SAN RAMON,ADJUDICADO,pending,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,576000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244317,17,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA  EEA SAN ROQUE,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,816180.24,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244318,18,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA SAN BERNARNDO,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,250176.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244319,19,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA AMAZONAS,CONTRATADO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,399219.84,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244302,3,SERVICIO DE SEGURIDAD Y VIGILANCIA EEA EL CHIRA,CONSENTIDO,active,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,441792.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244306,7,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA PASCO,ADJUDICADO,pending,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,576000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1203238,ocds-dgv273-seacev3-1203238-2026-09-23T10:17:00.755466-05:00,1203238-99999999999,21244305,6,SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EEA PICHANAKI,ADJUDICADO,pending,9210150100094854.0,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,460531.68,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1184766,ocds-dgv273-seacev3-1184766-2026-09-23T10:16:56.802672-05:00,1184766-20516765641,21195533,1,"CONTRATACIÓN DE PRESTACIONES NO EJECUTADAS DE UN CONTRATO RESUELTO DE LA OBRA ¿MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E SANTA ROSA DE VITERBO EN EL DISTRITO DE HUARAZ, PROVINCIA DE HUARAZ, DEPARTAMENTO DE ANCASH"" CUI 2194968",CONTRATADO,active,7212140600233069.0,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,72176017.35,PEN,Nuevos Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1234-1,ocds-dgv273-seacev3-2026-1234-1-2026-09-23T10:16:56.688458-05:00,1184914-20605245146,21195784,1,DIESEL B5 S50 UV,CONTRATADO,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,24480.0,391680.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214329,ocds-dgv273-seacev3-1214329-2026-09-18T10:23:18.446848-05:00,1214329-10164778105,21273064,1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE CHICLAYO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,75900.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215414,ocds-dgv273-seacev3-1215414-2026-09-18T10:23:18.304024-05:00,1215414-10285771175,21276609,1,SERVICIO DE ALQUILER DE INMUEBLE JEE DE HUAMANGA,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,99000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215821,ocds-dgv273-seacev3-1215821-2026-09-18T10:23:18.125939-05:00,1215821-10215486767,21277752,1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE ICA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,70633.33,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214536,ocds-dgv273-seacev3-1214536-2026-09-18T10:23:18.071333-05:00,1214536-10004911771,21273717,1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE TACNA EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,116600.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215437,ocds-dgv273-seacev3-1215437-2026-09-18T10:23:07.544026-05:00,1215437-10008232046,21276630,1,SERVICIO DE ALQUILER DE INMUEBLE JEE DE MOYOBAMBA,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,99000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215341,ocds-dgv273-seacev3-1215341-2026-09-18T10:23:07.333917-05:00,1215341-10156463979,21276362,1,SERVICIO DE ALQUILER DE INMUEBLE JEE HUAURA,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,85800.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214501,ocds-dgv273-seacev3-1214501-2026-09-18T10:23:07.237159-05:00,1214501-10079206682,21273558,1,SERVICIO DE ALQUILER DE INMUEBLE PARA LA OFICINA DEL JURADO ELECTORAL ESPECIAL DE CORONEL PORTILLO EN EL MARCO DE LAS ELECCIONES REGIONALES Y MUNICIPALES 2026,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,99000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1214573,ocds-dgv273-seacev3-1214573-2026-09-18T10:23:07.223408-05:00,1214573-10103516574,21273845,1,ALQUILER DE INMUEBLE PARA EL JEE DE LIMA CENTRO - ERM 2026,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,137500.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
ocds-dgv273-seacev3-1215442,ocds-dgv273-seacev3-1215442-2026-09-18T10:23:07.191195-05:00,1215442-10423259774,21276619,1,SERVICIO DE ALQUILER DE INMUEBLE JEE DE HUANCAVELICA,CONTRATADO,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,88000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-01_seace_v3_csv_es
