Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:Artículos Contratados:ID,compiledRelease/contracts/0/items/0/position,Entrega compilada:Contratos:Artículos Contratados:Descripción,compiledRelease/contracts/0/items/0/statusDetails,compiledRelease/contracts/0/items/0/status,Entrega compilada:Contratos:Artículos Contratados:Clasificación:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Descripción,Entrega compilada:Contratos:Artículos Contratados:Clasificación:Esquema,Entrega compilada:Contratos:Artículos Contratados:Cantidad,compiledRelease/contracts/0/items/0/totalValue/amount,compiledRelease/contracts/0/items/0/totalValue/currency,compiledRelease/contracts/0/items/0/totalValue/currencyName,Entrega compilada:Contratos:Artículos Contratados:Unidad:ID,Entrega compilada:Contratos:Artículos Contratados:Unidad:Nombre,Entrega compilada:Contratos:Artículos Contratados:Unidad:Esquema,_mes_origen
ocds-dgv273-seacev3-2026-2000-8,ocds-dgv273-seacev3-2026-2000-8-2026-03-07T10:04:31.984621-05:00,2379619,21202175,1,"SERVICIO DE ALQUILER DE SALAS DE HOTEL, ALIMENTACIÓN Y EQUIPAMIENTO AUDIVISUAL DE SALAS PARA EL DESARROLLO DE LOS EVENTOS INTERNACIONALES DENOMINADOS: ""La XXVIII CONFERENCIA REGIONAL DE DIRECTORES GENERALES DE ADUANAS DE LAS AMÉRICAS Y EL CARIBE (CRD",Contratado,active,8013150200094964.0,SERVICIO DE ALQUILER DE LOCAL PARA CONFERENCIAS,CUBSO,1.0,233399.95,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186753,ocds-dgv273-seacev3-1186753-2026-03-07T10:04:31.865692-05:00,2379721,21198012,1,"SERVICIO DE RECOJO, TRANSPORTE Y DISPOSICIÓN FINAL DE LOS RESIDUOS SÓLIDOS (PELIGROSOS Y BIOCONTAMINADOS) POR 150 DÍAS.",Contratado,active,7612200300232630.0,"SERVICIO DE DISPOSICION FINAL DE RESIDUOS SOLIDOS  HOSPITALARIOS (RECOJO, TRANSPORTE, TRATAMIENTO)",CUBSO,1.0,202407.23,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188151,ocds-dgv273-seacev3-1188151-2026-03-07T10:04:31.823937-05:00,2379715,21202738,1,"ADQUISICIÓN DE PORCELANATO PARA LA META  ¿MEJORAMIENTO DE LOS SERVICIOS DE FORMACIÓN AGRÍCOLA DE LA UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA, DISTRITO DE AYACUCHO ¿ PROVINCIA DE HUAMANGA ¿ DEPARTAMENTO DE AYACUCHO, CON CUI N°2195220¿",Contratado,active,,,,1.0,57120.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186228,ocds-dgv273-seacev3-1186228-2026-03-07T10:04:31.667986-05:00,2379734,21199764,1,DIÉSEL B5 S-50,Contratado,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,29184.0,551577.6,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-200040-1,ocds-dgv273-seacev3-2026-200040-1-2026-03-07T10:04:31.612575-05:00,2379676,21197994,1,CONTRATACION PARA LA ADQUISICION DE COMBUSTIBLE PARA CASA FUERZA Y AMBULANCIAS DE LA UNIDAD DE SERVICIOS GENERALES Y MANTENIMIENTO DEL HRGDV ABANCAY (RECUSRSOS ORDINARIOS) 2026.,Contratado,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,19999.0,308500.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1731-32,ocds-dgv273-seacev3-2026-1731-32-2026-03-07T10:04:30.392421-05:00,2379730,21198240,1,SERVICIO DE ALQUILER DE CARGADOR SOBRE LLANTA PARA LA OBRA MEJORAMIENTO DEL SERVICIO DE LA MOVILIDAD URBANA DE LAS URBANIZACIONES SAUL CANTORAL Y VALLECITO DEL DISTRITO DE JULIACA - PROVINCIA DE SAN ROMÁN - DEPARTAMENTO DE PUNO CON CUI N° 2560133,Contratado,active,7214170100232859.0,SERVICIO DE ALQUILER DE CARGADOR FRONTAL,CUBSO,1.0,94500.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1608-5,ocds-dgv273-seacev3-2026-1608-5-2026-03-07T10:04:30.345857-05:00,2379652,21200330,1,CONTRATACION DEL SUMINISTRO DE COMBUSTIBLE (GASOHOL REGULAR) PARA LOS VEHICULOS MENORES DE LA MUNICIPALIDAD DISTRITAL SAN MIGUEL DE EL FAIQUE,Contratado,active,1510150600390516.0,GASOHOL REGULAR,CUBSO,3636.0,61812.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186547,ocds-dgv273-seacev3-1186547-2026-03-07T10:04:30.035299-05:00,2379639,21197885,1,ASFALTO LIQUIDO CUT-BACK GRADO MC-30,Contratado,active,3012160100012951.0,ASFALTO LIQUIDO CUT-BACK GRADO MC-30,CUBSO,4120.0,83000.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191710,ocds-dgv273-seacev3-1191710-2026-03-06T10:10:20.600875-05:00,2379319,21211878,32,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,Contratado,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,24000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191911,ocds-dgv273-seacev3-1191911-2026-03-06T10:10:19.735521-05:00,2379336,21212539,42,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,Contratado,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,12000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1187879,ocds-dgv273-seacev3-1187879-2026-03-06T10:10:18.776672-05:00,2379417,21202184,1,SERVICIO DE ARRENDAMIENTO DE UN INMUEBLE PARA EL FUNCIONAMIENTO DEL \nARCHIVO CENTRAL PARA LA AUTORIDAD NACIONAL DE INFRAESTRUCTURA,Contratado,active,8013150200094959.0,SERVICIO DE ALQUILER DE INMUEBLE,CUBSO,1.0,771908.8,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1188260,ocds-dgv273-seacev3-1188260-2026-03-06T10:10:18.305431-05:00,2379389,21203234,1,Instalación del Laboratorio Forense Digital para el Mejoramiento del\nSistema Criminalístico Nacional ¿ DIREJCRI PNP con CUI 2251202,Contratado,active,7212150100233060.0,CONSTRUCCION DE LABORATORIOS,CUBSO,1.0,34513480.67,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1160-9,ocds-dgv273-seacev3-2026-1160-9-2026-03-06T10:10:18.277114-05:00,2379362,21201955,1,ALQUILER DE CAMIONETA,Contratado,active,7811180800232926.0,SERVICIO DE ALQUILER DE CAMIONETA,CUBSO,1.0,55000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1838-2,ocds-dgv273-seacev3-2026-1838-2-2026-03-06T10:10:17.137012-05:00,2379379,21197837,1,ADQUISICIÓN DE BARRAS DE ACERO CORRUGADO DE DIFERENTES MEDIDAS  PARA LA OBRA  ¿MEJORAMIENTO DE LOS SERVICIOS  DE ATENCION COMUNITARIA  EN LA LOCALIDAD DE PALCA  CAPITAL DEL DISTRITO DE PALCA  DE LA PROVINCIA DE TACNA DELDEPARTAMENTO DE TACNA¿,Contratado,active,,,,3765.0,116000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1186993,ocds-dgv273-seacev3-1186993-2026-03-06T10:10:16.855000-05:00,2379324,21198199,1,DIESEL B5 S-50,Contratado,active,1510150500233280.0,DIESEL B5 S-50,CUBSO,7500.0,123750.0,PEN,Soles,13,Galon,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-2026-1922-33,ocds-dgv273-seacev3-2026-1922-33-2026-03-06T10:10:14.413596-05:00,2379423,21213998,1,Contratación del servicio de suscripción de licencia del Software Lexis Nexis Bridger Insight XG,Contratado,active,8111220500382542.0,SERVICIO DE SUSCRIPCION DE SOFTWARE PARA ALMACEN DE ESTRUCTURA DE DATOS CACHE Y AGENTE DE MENSAJES,CUBSO,1.0,93642.93,USD,Dólar Norteamericano,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191531,ocds-dgv273-seacev3-1191531-2026-03-06T10:10:13.539588-05:00,2379301,21211513,19,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,Contratado,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,16000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
ocds-dgv273-seacev3-1191521,ocds-dgv273-seacev3-1191521-2026-03-06T10:10:13.167353-05:00,2379298,21211498,18,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,Contratado,active,7710180500314145.0,SERVICIO DE EVALUACION EN TEMAS AMBIENTALES,CUBSO,1.0,8000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida,2026-02_seace_v3_csv_es
