Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Contratos:ID del Contrato,Entrega compilada:Contratos:Artículos Contratados:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:ID,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:Descripción,Entrega compilada:Contratos:Artículos Contratados:Clasificaciones adicionales:Esquema
ocds-dgv273-seacev3-1222764,ocds-dgv273-seacev3-1222764-2026-09-23T10:17:42.068824-05:00,2406707,21299606,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1218863,ocds-dgv273-seacev3-1218863-2026-09-23T10:17:41.681628-05:00,2403863,21287707,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1193323,ocds-dgv273-seacev3-1193323-2026-09-23T10:17:41.658670-05:00,2389279,21216287,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-1203286,ocds-dgv273-seacev3-1203286-2026-09-23T10:17:41.605825-05:00,2403127,21244371,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1196444,ocds-dgv273-seacev3-1196444-2026-09-23T10:17:41.551747-05:00,2404410,21223642,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1193063,ocds-dgv273-seacev3-1193063-2026-09-23T10:17:41.508348-05:00,2387694,21215441,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,2423915,21341520,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1193611,ocds-dgv273-seacev3-1193611-2026-09-23T10:17:41.457022-05:00,2390583,21216888,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-2525-82,ocds-dgv273-seacev3-2026-2525-82-2026-09-23T10:17:41.416589-05:00,2414913,21235879,72121105,Servicios de construcción de centros comerciales y galerías,UNSPSC
ocds-dgv273-seacev3-1196146,ocds-dgv273-seacev3-1196146-2026-09-23T10:17:41.401281-05:00,2387560,21223049,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1195070,ocds-dgv273-seacev3-1195070-2026-09-23T10:17:30.864072-05:00,2423844,21220878,72121102,Servicios de construcción de edificios comerciales y de oficinas prefabricadas,UNSPSC
ocds-dgv273-seacev3-1194694,ocds-dgv273-seacev3-1194694-2026-09-23T10:17:30.839899-05:00,2390684,21219720,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1199474,ocds-dgv273-seacev3-1199474-2026-09-23T10:17:30.779175-05:00,2383862,21231689,86101704,Capacitación de cadenas de suministro o aprovisionamiento,UNSPSC
ocds-dgv273-seacev3-1201144,ocds-dgv273-seacev3-1201144-2026-09-23T10:17:29.799637-05:00,2392230,21236848,15111510,Gas de petróleo licuefactado,UNSPSC
ocds-dgv273-seacev3-1218916,ocds-dgv273-seacev3-1218916-2026-09-23T10:17:19.444341-05:00,2406666,21287808,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1198789,ocds-dgv273-seacev3-1198789-2026-09-23T10:17:19.311985-05:00,2390648,21229841,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-1604-5,ocds-dgv273-seacev3-2026-1604-5-2026-09-23T10:17:19.233273-05:00,2393859,21233729,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1232027,ocds-dgv273-seacev3-1232027-2026-09-23T10:17:10.229671-05:00,2420466,21324883,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1232959,ocds-dgv273-seacev3-1232959-2026-09-23T10:17:10.012985-05:00,2424267,21327407,72151502,Servicios de instalación de sistemas de energía eléctrica,UNSPSC
ocds-dgv273-seacev3-1196409,ocds-dgv273-seacev3-1196409-2026-09-23T10:17:09.360284-05:00,2397206,21223625,81141807,Servicio de inspección de instalaciones sanitarias o alcantarillado,UNSPSC
ocds-dgv273-seacev3-2026-1731-39,ocds-dgv273-seacev3-2026-1731-39-2026-09-23T10:17:09.342074-05:00,2394158,21226950,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-49-154,ocds-dgv273-seacev3-2026-49-154-2026-09-23T10:17:09.288892-05:00,2404847,21252102,72121403,Servicios de construcción de hospitales,UNSPSC
ocds-dgv273-seacev3-1199530,ocds-dgv273-seacev3-1199530-2026-09-23T10:17:09.264840-05:00,2402237,21231764,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1193699,ocds-dgv273-seacev3-1193699-2026-09-23T10:17:09.250234-05:00,2392331,21217189,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-10490-25,ocds-dgv273-seacev3-2026-10490-25-2026-09-23T10:17:09.214018-05:00,2396961,21225173,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1197612,ocds-dgv273-seacev3-1197612-2026-09-23T10:17:09.127742-05:00,2400648,21226500,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1199994,ocds-dgv273-seacev3-1199994-2026-09-23T10:17:09.110073-05:00,2392033,21233282,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1213911,ocds-dgv273-seacev3-1213911-2026-09-23T10:16:57.170798-05:00,2403417,21272037,72121408,Servicios de construcción de estadios,UNSPSC
ocds-dgv273-seacev3-1198326,ocds-dgv273-seacev3-1198326-2026-09-23T10:16:57.095996-05:00,2389070,21228340,15111510,Gas de petróleo licuefactado,UNSPSC
ocds-dgv273-seacev3-1198701,ocds-dgv273-seacev3-1198701-2026-09-23T10:16:56.992231-05:00,2393546,21229565,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1201212,ocds-dgv273-seacev3-1201212-2026-09-23T10:16:56.978354-05:00,2388104,21236965,41115805,Analizadores de gases sanguíneos,UNSPSC
ocds-dgv273-seacev3-1185616,ocds-dgv273-seacev3-1185616-2026-09-21T09:59:26.486100-05:00,2394366,21224827,72141107,Servicios de construcción y reparación de puentes,UNSPSC
ocds-dgv273-seacev3-1207343,ocds-dgv273-seacev3-1207343-2026-09-21T09:59:26.471298-05:00,2394076,21254006,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1195116,ocds-dgv273-seacev3-1195116-2026-09-18T10:23:18.054930-05:00,2390920,21220928,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-2026-420-7,ocds-dgv273-seacev3-2026-420-7-2026-09-18T10:23:17.904612-05:00,2388085,21220155,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198871,ocds-dgv273-seacev3-1198871-2026-09-18T10:23:17.857829-05:00,2392165,21230093,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-1235597,ocds-dgv273-seacev3-1235597-2026-09-18T10:23:10.803799-05:00,2418986,21334673,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-200-18,ocds-dgv273-seacev3-2026-200-18-2026-09-18T10:23:06.984524-05:00,2388275,21214157,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1194818,ocds-dgv273-seacev3-1194818-2026-09-18T10:23:06.862535-05:00,2390890,21220141,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1229537,ocds-dgv273-seacev3-1229537-2026-09-18T10:22:56.379805-05:00,2411013,21318352,72121501,Servicios de construcción de plantas químicas,UNSPSC
ocds-dgv273-seacev3-1197617,ocds-dgv273-seacev3-1197617-2026-09-18T10:22:55.672758-05:00,2397757,21226526,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1199746,ocds-dgv273-seacev3-1199746-2026-09-18T10:22:55.463653-05:00,2391516,21232685,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1200046,ocds-dgv273-seacev3-1200046-2026-09-18T10:22:44.229846-05:00,2394570,21233323,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1197561,ocds-dgv273-seacev3-1197561-2026-09-18T10:22:44.197249-05:00,2400035,21226280,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1194495,ocds-dgv273-seacev3-1194495-2026-09-18T10:22:44.180657-05:00,2392554,21219289,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1196631,ocds-dgv273-seacev3-1196631-2026-09-18T10:22:44.163112-05:00,2394282,21224719,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1193088,ocds-dgv273-seacev3-1193088-2026-09-18T10:22:44.146288-05:00,2386012,21215463,72121407,Servicios de construcción de mausoleos,UNSPSC
ocds-dgv273-seacev3-1196478,ocds-dgv273-seacev3-1196478-2026-09-18T10:22:44.111509-05:00,2393173,21223646,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1195691,ocds-dgv273-seacev3-1195691-2026-09-18T10:22:32.637007-05:00,2384045,21226456,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1231083,ocds-dgv273-seacev3-1231083-2026-09-18T10:22:28.409970-05:00,2421902,21322553,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-1231083,ocds-dgv273-seacev3-1231083-2026-09-18T10:22:28.409970-05:00,2423350,21322554,50192109,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC
ocds-dgv273-seacev3-1195018,ocds-dgv273-seacev3-1195018-2026-09-18T10:22:22.162905-05:00,2391563,21220387,78101805,Servicio de alquiler de camión pipa y tráiler,UNSPSC
ocds-dgv273-seacev3-2026-200407-8,ocds-dgv273-seacev3-2026-200407-8-2026-09-18T10:22:22.144854-05:00,2406389,21216021,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1198537,ocds-dgv273-seacev3-1198537-2026-09-18T10:22:22.092696-05:00,2396764,21229024,72121407,Servicios de construcción de mausoleos,UNSPSC
ocds-dgv273-seacev3-2026-1003011158-4,ocds-dgv273-seacev3-2026-1003011158-4-2026-09-18T10:22:22.074580-05:00,2387770,21213557,72153103,Servicios de construcción de patios de recreo e instalación de equipos,UNSPSC
ocds-dgv273-seacev3-1198717,ocds-dgv273-seacev3-1198717-2026-09-18T10:22:21.948884-05:00,2399122,21229742,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1197540,ocds-dgv273-seacev3-1197540-2026-09-18T10:22:21.886266-05:00,2392059,21226245,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198502,ocds-dgv273-seacev3-1198502-2026-09-18T10:22:21.871107-05:00,2389508,21228727,85101503,Servicio para administrar consultorios médicos,UNSPSC
ocds-dgv273-seacev3-1194399,ocds-dgv273-seacev3-1194399-2026-09-18T10:22:21.834325-05:00,2410371,21218922,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1194323,ocds-dgv273-seacev3-1194323-2026-09-18T10:22:10.508254-05:00,2393308,21218818,24101601,Ascensores,UNSPSC
ocds-dgv273-seacev3-2026-1642-15,ocds-dgv273-seacev3-2026-1642-15-2026-09-18T10:22:10.491456-05:00,2397317,21238120,72121408,Servicios de construcción de estadios,UNSPSC
ocds-dgv273-seacev3-2026-1586-3,ocds-dgv273-seacev3-2026-1586-3-2026-09-18T10:22:10.452318-05:00,2391567,21238686,72154013,Servicios de construcción de cercos,UNSPSC
ocds-dgv273-seacev3-2026-1214-11,ocds-dgv273-seacev3-2026-1214-11-2026-09-18T10:22:10.403345-05:00,2386176,21216500,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1217419,ocds-dgv273-seacev3-1217419-2026-09-17T10:20:16.969688-05:00,2422644,21283350,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1193104,ocds-dgv273-seacev3-1193104-2026-09-17T10:20:16.911704-05:00,2387268,21215464,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1202951,ocds-dgv273-seacev3-1202951-2026-09-17T10:20:16.749749-05:00,2392939,21241069,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1228411,ocds-dgv273-seacev3-1228411-2026-09-17T10:20:07.498012-05:00,2422598,21314987,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198232,ocds-dgv273-seacev3-1198232-2026-09-17T10:20:07.094851-05:00,2395292,21228088,30111505,Hormigón premezclado,UNSPSC
ocds-dgv273-seacev3-1192483,ocds-dgv273-seacev3-1192483-2026-09-17T10:20:07.002474-05:00,2390948,21214185,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1194071,ocds-dgv273-seacev3-1194071-2026-09-17T10:20:06.968036-05:00,2387563,21218039,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-2026-2373-10,ocds-dgv273-seacev3-2026-2373-10-2026-09-17T10:20:06.920019-05:00,2401004,21221002,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-23305-10,ocds-dgv273-seacev3-2026-23305-10-2026-09-17T10:19:55.563645-05:00,2387789,21221561,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1193276,ocds-dgv273-seacev3-1193276-2026-09-17T10:19:55.501507-05:00,2406825,21216057,42312102,Aparatos de ostomía,UNSPSC
ocds-dgv273-seacev3-1217393,ocds-dgv273-seacev3-1217393-2026-09-17T10:19:44.082316-05:00,2422686,21283342,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217449,ocds-dgv273-seacev3-1217449-2026-09-17T10:19:43.892140-05:00,2422692,21283538,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217374,ocds-dgv273-seacev3-1217374-2026-09-17T10:19:33.583780-05:00,2422622,21283280,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-2026-757-12,ocds-dgv273-seacev3-2026-757-12-2026-09-17T10:19:32.661061-05:00,2406642,21219026,72101507,Servicio de mantenimiento de edificios,UNSPSC
ocds-dgv273-seacev3-2026-2383-108,ocds-dgv273-seacev3-2026-2383-108-2026-09-17T10:19:32.491942-05:00,2422561,21238813,72121103,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1217478,ocds-dgv273-seacev3-1217478-2026-09-17T10:19:23.023264-05:00,2422675,21283497,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217076,ocds-dgv273-seacev3-1217076-2026-09-17T10:19:22.948338-05:00,2422530,21282258,50221108,Grano de arroz,UNSPSC
ocds-dgv273-seacev3-1196383,ocds-dgv273-seacev3-1196383-2026-09-17T10:19:22.161078-05:00,2389888,21223626,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-1198421,ocds-dgv273-seacev3-1198421-2026-09-17T10:19:22.021278-05:00,2391136,21228650,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1198087,ocds-dgv273-seacev3-1198087-2026-09-17T10:19:10.288651-05:00,2388348,21227693,70171709,Servicios de administración de sistemas de riego,UNSPSC
ocds-dgv273-seacev3-1196266,ocds-dgv273-seacev3-1196266-2026-09-17T10:19:10.256395-05:00,2395838,21223329,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1217485,ocds-dgv273-seacev3-1217485-2026-09-16T10:19:10.601275-05:00,2422371,21283505,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1200968,ocds-dgv273-seacev3-1200968-2026-09-16T10:19:09.515446-05:00,2386822,21236399,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1217356,ocds-dgv273-seacev3-1217356-2026-09-16T10:19:00.001093-05:00,2422389,21283294,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1194397,ocds-dgv273-seacev3-1194397-2026-09-16T10:18:59.800071-05:00,2404956,21219131,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1196371,ocds-dgv273-seacev3-1196371-2026-09-16T10:18:47.716841-05:00,2394271,21223725,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-2026-436-3,ocds-dgv273-seacev3-2026-436-3-2026-09-16T10:18:47.681322-05:00,2389735,21227319,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1197214,ocds-dgv273-seacev3-1197214-2026-09-16T10:18:47.614623-05:00,2394312,21225539,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2414072,21230665,51191604,Solución de lactato de ringer,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415000,21230693,51141530,Valproato sódico,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415018,21230504,51282931,Moxifloxacina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415682,21230643,51262907,Propranolol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415682,21230533,51142508,Pramipexol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415682,21230229,51452401,Mebendazol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415682,21230399,51121602,Isosorbide dinitrate,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415682,21230396,51101554,Dicloxacilina sódica,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415682,21230185,51101554,Dicloxacilina sódica,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2415682,21230180,51101554,Dicloxacilina sódica,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416700,21230584,51121603,Nitroglicerina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416681,21230705,51262404,Labetalol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416681,21230692,51473016,Acetona o antiséptico basado en alcohol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416681,21230670,51999999,Medicamentos y productos farmacéuticos,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416899,21230709,51141518,Levetiracetam,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416902,21230520,51111904,Paclitaxel,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416906,21230722,51142905,Bupivacaina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416906,21230168,51313401,Clorfenamina o clorfeniramina o dexclorfeniramina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416671,21230694,51471502,Povidona,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2416671,21230655,51471502,Povidona,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417294,21230712,51111610,Metotrexato,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417230,21230728,51112009,Sunitinib,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417306,21230419,51101570,Eritromicina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417306,21230418,51101570,Eritromicina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417306,21230414,51101570,Eritromicina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417306,21230114,51101503,Cloranfenicol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417686,21230646,51191909,Tiamina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417686,21230503,51182214,Misoprostol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417686,21230009,51152017,Baclofeno,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417619,21230760,51171614,Bisacodil,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417619,21230740,51191705,Combinación de ácido cítrico y citrato de potasio,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417619,21230648,51151805,Timolol maleato,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417619,21230531,51453401,Antiparasitario tópico de permetrina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417619,21230511,51101815,Nistatina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417619,21230225,51212311,Iopamidol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417619,21230223,51212311,Iopamidol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417666,21230641,51181713,Prednisona,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417666,21230513,51171804,Hidrocloruro de Ondansetron,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417666,21230510,51121904,Nifedipina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417666,21230020,51101511,Amoxicilina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417666,21229993,51342309,Aciclovir o aciclovir,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417895,21230725,51342308,Valganciclovir,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2417895,21230622,51181713,Prednisona,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2418245,21230006,51101511,Amoxicilina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2418245,21230012,51101507,Penicilina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2418245,21230231,51101603,Metronidazol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,2418245,21230506,51384514,Naproxeno,UNSPSC
