Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Adjudicaciones:ID de Adjudicación,Entrega compilada:Adjudicaciones:Artículos Adjudicados:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:ID,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Descripción,Entrega compilada:Adjudicaciones:Artículos Adjudicados:Clasificaciones adicionales:Esquema
ocds-dgv273-seacev3-1201212,ocds-dgv273-seacev3-1201212-2026-09-23T10:16:56.978354-05:00,1201212-20552895496,21236965,41115805,Analizadores de gases sanguíneos,UNSPSC
ocds-dgv273-seacev3-1185616,ocds-dgv273-seacev3-1185616-2026-09-21T09:59:26.486100-05:00,1185616-20529421444,21224827,72141107,Servicios de construcción y reparación de puentes,UNSPSC
ocds-dgv273-seacev3-1207343,ocds-dgv273-seacev3-1207343-2026-09-21T09:59:26.471298-05:00,1207343-1784749,21254006,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1230833,ocds-dgv273-seacev3-1230833-2026-09-18T10:23:19.436403-05:00,1230833-20603257121,21321858,72151003,Servicios de mantenimiento y reparación de sistemas de calefacción,UNSPSC
ocds-dgv273-seacev3-1195116,ocds-dgv273-seacev3-1195116-2026-09-18T10:23:18.054930-05:00,1195116-1774366,21220928,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1200255,ocds-dgv273-seacev3-1200255-2026-09-18T10:23:17.946137-05:00,1200255-20606795867,21234190,78101802,Servicios de transporte regional o nacional en camión,UNSPSC
ocds-dgv273-seacev3-2026-420-7,ocds-dgv273-seacev3-2026-420-7-2026-09-18T10:23:17.904612-05:00,1194829-20539408543,21220155,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198871,ocds-dgv273-seacev3-1198871-2026-09-18T10:23:17.857829-05:00,1198871-20482591206,21230093,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-1235597,ocds-dgv273-seacev3-1235597-2026-09-18T10:23:10.803799-05:00,1235597-1814203,21334673,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-200-18,ocds-dgv273-seacev3-2026-200-18-2026-09-18T10:23:06.984524-05:00,1192465-10435256193,21214157,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1194818,ocds-dgv273-seacev3-1194818-2026-09-18T10:23:06.862535-05:00,1194818-1773462,21220141,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1247703,ocds-dgv273-seacev3-1247703-2026-09-18T10:22:56.791541-05:00,1247703-20603368399,21364270,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1229537,ocds-dgv273-seacev3-1229537-2026-09-18T10:22:56.379805-05:00,1229537-1806878,21318352,72121501,Servicios de construcción de plantas químicas,UNSPSC
ocds-dgv273-seacev3-1200096,ocds-dgv273-seacev3-1200096-2026-09-18T10:22:55.707318-05:00,1200096-20601317461,21233742,81112501,Servicio de licencias para software de computadoras,UNSPSC
ocds-dgv273-seacev3-1197617,ocds-dgv273-seacev3-1197617-2026-09-18T10:22:55.672758-05:00,1197617-1777950,21226526,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1199746,ocds-dgv273-seacev3-1199746-2026-09-18T10:22:55.463653-05:00,1199746-1778410,21232685,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1200046,ocds-dgv273-seacev3-1200046-2026-09-18T10:22:44.229846-05:00,1200046-10425536732,21233323,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1197561,ocds-dgv273-seacev3-1197561-2026-09-18T10:22:44.197249-05:00,1197561-1784775,21226280,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1194495,ocds-dgv273-seacev3-1194495-2026-09-18T10:22:44.180657-05:00,1194495-20495171494,21219289,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1196631,ocds-dgv273-seacev3-1196631-2026-09-18T10:22:44.163112-05:00,1196631-20507697047,21224719,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1193088,ocds-dgv273-seacev3-1193088-2026-09-18T10:22:44.146288-05:00,1193088-1772088,21215463,72121407,Servicios de construcción de mausoleos,UNSPSC
ocds-dgv273-seacev3-1196478,ocds-dgv273-seacev3-1196478-2026-09-18T10:22:44.111509-05:00,1196478-20494293634,21223646,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1230536,ocds-dgv273-seacev3-1230536-2026-09-18T10:22:34.932758-05:00,1230536-10425938768,21320945,30111903,Lámina de malla de alambre,UNSPSC
ocds-dgv273-seacev3-1230536,ocds-dgv273-seacev3-1230536-2026-09-18T10:22:34.932758-05:00,1230536-20607728471,21320945,30111903,Lámina de malla de alambre,UNSPSC
ocds-dgv273-seacev3-1230536,ocds-dgv273-seacev3-1230536-2026-09-18T10:22:34.932758-05:00,1230536-10239960818,21320945,30111903,Lámina de malla de alambre,UNSPSC
ocds-dgv273-seacev3-1195691,ocds-dgv273-seacev3-1195691-2026-09-18T10:22:32.637007-05:00,1195691-1774006,21226456,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1231083,ocds-dgv273-seacev3-1231083-2026-09-18T10:22:28.409970-05:00,1231083-1811787,21322554,50192109,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC
ocds-dgv273-seacev3-1231083,ocds-dgv273-seacev3-1231083-2026-09-18T10:22:28.409970-05:00,1231083-20600989040,21322553,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-1229717,ocds-dgv273-seacev3-1229717-2026-09-18T10:22:26.072620-05:00,1229717-1811112,21318808,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1195018,ocds-dgv273-seacev3-1195018-2026-09-18T10:22:22.162905-05:00,1195018-1774332,21220387,78101805,Servicio de alquiler de camión pipa y tráiler,UNSPSC
ocds-dgv273-seacev3-2026-200407-8,ocds-dgv273-seacev3-2026-200407-8-2026-09-18T10:22:22.144854-05:00,1193278-1783876,21216021,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1198537,ocds-dgv273-seacev3-1198537-2026-09-18T10:22:22.092696-05:00,1198537-1781572,21229024,72121407,Servicios de construcción de mausoleos,UNSPSC
ocds-dgv273-seacev3-2026-1003011158-4,ocds-dgv273-seacev3-2026-1003011158-4-2026-09-18T10:22:22.074580-05:00,1192265-1772266,21213557,72153103,Servicios de construcción de patios de recreo e instalación de equipos,UNSPSC
ocds-dgv273-seacev3-1198717,ocds-dgv273-seacev3-1198717-2026-09-18T10:22:21.948884-05:00,1198717-1786348,21229742,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-2543-215,ocds-dgv273-seacev3-2026-2543-215-2026-09-18T10:22:21.935739-05:00,1196149-20506813191,21223052,51131802,Globulina o factor antihemofílico,UNSPSC
ocds-dgv273-seacev3-1197540,ocds-dgv273-seacev3-1197540-2026-09-18T10:22:21.886266-05:00,1197540-1777491,21226245,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198502,ocds-dgv273-seacev3-1198502-2026-09-18T10:22:21.871107-05:00,1198502-10701794163,21228727,85101503,Servicio para administrar consultorios médicos,UNSPSC
ocds-dgv273-seacev3-1194399,ocds-dgv273-seacev3-1194399-2026-09-18T10:22:21.834325-05:00,1194399-20600319613,21218922,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1194323,ocds-dgv273-seacev3-1194323-2026-09-18T10:22:10.508254-05:00,1194323-20536570790,21218818,24101601,Ascensores,UNSPSC
ocds-dgv273-seacev3-2026-1642-15,ocds-dgv273-seacev3-2026-1642-15-2026-09-18T10:22:10.491456-05:00,1201519-1782416,21238120,72121408,Servicios de construcción de estadios,UNSPSC
ocds-dgv273-seacev3-2026-1586-3,ocds-dgv273-seacev3-2026-1586-3-2026-09-18T10:22:10.452318-05:00,1201776-1780924,21238686,72154013,Servicios de construcción de cercos,UNSPSC
ocds-dgv273-seacev3-2026-1214-11,ocds-dgv273-seacev3-2026-1214-11-2026-09-18T10:22:10.403345-05:00,1193469-1773325,21216500,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1217419,ocds-dgv273-seacev3-1217419-2026-09-17T10:20:16.969688-05:00,1217419-10206534546,21283350,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1193104,ocds-dgv273-seacev3-1193104-2026-09-17T10:20:16.911704-05:00,1193104-1771617,21215464,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1202951,ocds-dgv273-seacev3-1202951-2026-09-17T10:20:16.749749-05:00,1202951-1779298,21241069,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1228411,ocds-dgv273-seacev3-1228411-2026-09-17T10:20:07.498012-05:00,1228411-20514405442,21314987,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198232,ocds-dgv273-seacev3-1198232-2026-09-17T10:20:07.094851-05:00,1198232-20392965191,21228088,30111505,Hormigón premezclado,UNSPSC
ocds-dgv273-seacev3-1192483,ocds-dgv273-seacev3-1192483-2026-09-17T10:20:07.002474-05:00,1192483-20556159930,21214185,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1194071,ocds-dgv273-seacev3-1194071-2026-09-17T10:20:06.968036-05:00,1194071-10267064780,21218039,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-2026-2373-10,ocds-dgv273-seacev3-2026-2373-10-2026-09-17T10:20:06.920019-05:00,1195189-1780601,21221002,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-23305-10,ocds-dgv273-seacev3-2026-23305-10-2026-09-17T10:19:55.563645-05:00,1195329-20610281258,21221561,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1193276,ocds-dgv273-seacev3-1193276-2026-09-17T10:19:55.501507-05:00,1193276-20100162238,21216057,42312102,Aparatos de ostomía,UNSPSC
ocds-dgv273-seacev3-1217393,ocds-dgv273-seacev3-1217393-2026-09-17T10:19:44.082316-05:00,1217393-10322615812,21283342,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217449,ocds-dgv273-seacev3-1217449-2026-09-17T10:19:43.892140-05:00,1217449-10161757077,21283538,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217374,ocds-dgv273-seacev3-1217374-2026-09-17T10:19:33.583780-05:00,1217374-10425704040,21283280,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-2026-757-12,ocds-dgv273-seacev3-2026-757-12-2026-09-17T10:19:32.661061-05:00,1194445-20600365836,21219026,72101507,Servicio de mantenimiento de edificios,UNSPSC
ocds-dgv273-seacev3-2026-2383-108,ocds-dgv273-seacev3-2026-2383-108-2026-09-17T10:19:32.491942-05:00,1201815-20563715163,21238813,72121103,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1248024,ocds-dgv273-seacev3-1248024-2026-09-17T10:19:24.317629-05:00,1248024-1829336,21364637,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1217478,ocds-dgv273-seacev3-1217478-2026-09-17T10:19:23.023264-05:00,1217478-10414596512,21283497,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217076,ocds-dgv273-seacev3-1217076-2026-09-17T10:19:22.948338-05:00,1217076-20524492785,21282258,50221108,Grano de arroz,UNSPSC
ocds-dgv273-seacev3-1217076,ocds-dgv273-seacev3-1217076-2026-09-17T10:19:22.948338-05:00,1217076-20547939108,21282258,50221108,Grano de arroz,UNSPSC
ocds-dgv273-seacev3-1196383,ocds-dgv273-seacev3-1196383-2026-09-17T10:19:22.161078-05:00,1196383-1773151,21223626,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-1198421,ocds-dgv273-seacev3-1198421-2026-09-17T10:19:22.021278-05:00,1198421-1779559,21228650,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-2543-389,ocds-dgv273-seacev3-2026-2543-389-2026-09-17T10:19:21.975191-05:00,1195635-20459316842,21222176,42295525,Implantes de tejidos biológicos,UNSPSC
ocds-dgv273-seacev3-1198087,ocds-dgv273-seacev3-1198087-2026-09-17T10:19:10.288651-05:00,1198087-20549388885,21227693,70171709,Servicios de administración de sistemas de riego,UNSPSC
ocds-dgv273-seacev3-1196266,ocds-dgv273-seacev3-1196266-2026-09-17T10:19:10.256395-05:00,1196266-1778070,21223329,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1217485,ocds-dgv273-seacev3-1217485-2026-09-16T10:19:10.601275-05:00,1217485-10453310146,21283505,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1200968,ocds-dgv273-seacev3-1200968-2026-09-16T10:19:09.515446-05:00,1200968-20477591702,21236399,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1197925,ocds-dgv273-seacev3-1197925-2026-09-16T10:19:09.388008-05:00,1197925-1780033,21227291,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1217356,ocds-dgv273-seacev3-1217356-2026-09-16T10:19:00.001093-05:00,1217356-10076299892,21283294,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1194397,ocds-dgv273-seacev3-1194397-2026-09-16T10:18:59.800071-05:00,1194397-20600136586,21219131,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1196371,ocds-dgv273-seacev3-1196371-2026-09-16T10:18:47.716841-05:00,1196371-20605447920,21223725,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-2026-436-3,ocds-dgv273-seacev3-2026-436-3-2026-09-16T10:18:47.681322-05:00,1197951-1777229,21227319,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1197214,ocds-dgv273-seacev3-1197214-2026-09-16T10:18:47.614623-05:00,1197214-1779242,21225539,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-1782626,21230728,51112009,Sunitinib,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100018625,21230223,51212311,Iopamidol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100018625,21230225,51212311,Iopamidol,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100018625,21230511,51101815,Nistatina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100018625,21230531,51453401,Antiparasitario tópico de permetrina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100018625,21230648,51151805,Timolol maleato,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100018625,21230740,51191705,Combinación de ácido cítrico y citrato de potasio,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100018625,21230760,51171614,Bisacodil,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100287791,21229993,51342309,Aciclovir o aciclovir,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100287791,21230020,51101511,Amoxicilina,UNSPSC
ocds-dgv273-seacev3-1198649,ocds-dgv273-seacev3-1198649-2026-09-16T10:18:36.401773-05:00,1198649-20100287791,21230180,51101554,Dicloxacilina sódica,UNSPSC
