Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Artículos que se adquirirán:ID,compiledRelease/tender/items/0/position,Entrega compilada:Licitación:Artículos que se adquirirán:Descripción,compiledRelease/tender/items/0/statusDetails,compiledRelease/tender/items/0/status,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:Descripción,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificación:Esquema,Entrega compilada:Licitación:Artículos que se adquirirán:Cantidad,compiledRelease/tender/items/0/totalValue/amount,compiledRelease/tender/items/0/totalValue/currency,compiledRelease/tender/items/0/totalValue/currencyName,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:Nombre,Entrega compilada:Licitación:Artículos que se adquirirán:Unidad:Esquema
ocds-dgv273-seacev3-1196554,ocds-dgv273-seacev3-1196554-2026-09-23T10:17:53.204983-05:00,1196554,21224191,1,"Ejecución de Obra para el PROYECTO: ¿MEJORAMIENTO DE LA INFRAESTRUCTURA VIAL EN LA AV. SACSAYHUAMAN TRAMO (JR. MIRAFLORES ¿ AV. AVIACIÓN), JR. AMANECER TRAMO (AV.  INDEPENDENCIA ¿ JR.  MIRAFLORES) DE LA CIUDAD DE JULIACA, DISTRITO DE JULIACA - PROVIN",CONTRATADO,complete,7214100300342329,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,15576020.37,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-1922-68,ocds-dgv273-seacev3-2026-1922-68-2026-09-23T10:17:53.156900-05:00,1195638,21222196,1,SERVICIO DE SEGURIDAD Y VIGILANCIA PRIVADA,CONTRATADO,complete,9210150100094854,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,3710000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1199595,ocds-dgv273-seacev3-1199595-2026-09-23T10:17:53.108789-05:00,1199595,21232405,1,CONTRATACIÓN DEL SERVICIO DE SEGURIDAD Y VIGILANCIA PARA EL COLEGIO DE ALTO RENDIMIENTO DE AYACUCHO,CONTRATADO,complete,9210150100094854,SERVICIO DE SEGURIDAD Y VIGILANCIA,CUBSO,1.0,260661.11,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1193744,ocds-dgv273-seacev3-1193744-2026-09-23T10:17:53.101793-05:00,1193744,21216991,1,¿SERVICIO DE ELABORACIÓN DE LA DECLARACIÓN DE IMPACTO AMBIENTAL\nDE LOS PROYECTOS RELACIONADOS CON EL FUNCIONAMIENTO DEL\nTERMINAL PISCO DE PETROPERÚ S.A.¿,CONVOCADO,active,7710170100255529,SERVICIO DE FACILITADOR EN GESTION AMBIENTAL,CUBSO,1.0,0.0,PEN,Nuevos Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1200616,ocds-dgv273-seacev3-1200616-2026-09-23T10:17:53.080810-05:00,1200616,21235371,1,CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO RUTINARIO DE LA RED VIAL DEPARTAMENTAL NO PAVIMENTADA HV-122: EMP. HV-118 (MARCCARENJA) ¿ ALLPACHACA  -TUNAY ¿ JATUN PUCRO ¿ EMP. HV-121 (KM 30+857).,CONTRATADO,complete,7214100300333938,SERVICIO DE MANTENIMIENTO RUTINARIO DE CARRETERAS,CUBSO,1.0,237308.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1201492,ocds-dgv273-seacev3-1201492-2026-09-23T10:17:53.072787-05:00,1201492,21237927,1,SERVICIO DE INSTALACION DE VIDRIOS,CONVOCADO,active,7215300200230412,SERVICIO DE INSTALACION DE VIDRIOS EN PUERTAS Y VENTANAS DE EDIFICACIONES,CUBSO,1.0,0.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-2344-31,ocds-dgv273-seacev3-2026-2344-31-2026-09-23T10:17:53.038492-05:00,1196877,21224886,1,ADQUISICIÓN DE RETROEXCAVADORA PARA LA EPS EMAPA CAÑETE S.A.,CONVOCADO,active,2210150900064562,RETROEXCAVADORA DE 0.3 m3 Y 1.1 m3,CUBSO,1.0,0.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1251418,ocds-dgv273-seacev3-1251418-2026-09-23T10:17:48.597236-05:00,1251418,21373146,1,CONTRATACIÓN DEL SERVICIO DE CONSULTORÍA PARA LA REFORMULACIÓN DE 01\nEXPEDIENTE(S) TÉCNICO(S) DE CASERÍO DE ALLPAMARCA (CUI N° 2201829) DE LA REGION\nHUÁNUCO.,CONVOCADO,active,8110151500337566,ELABORACION DE EXPEDIENTE TECNICO DE OBRA PARA AMPLIACION DE SISTEMA DE AGUA POTABLE Y ALCANTARILLADO,CUBSO,1.0,342203.08,PEN,Nuevos Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1222764,ocds-dgv273-seacev3-1222764-2026-09-23T10:17:42.068824-05:00,1222764,21299606,1,SERVICIO DE ALIMENTACIÓN PARA LOS ESTUDIANTES DE LA FACULTAD DE EDUCACIÓN Y HUMANIDADES- FILIAL RIOJA DE LA UNIVERSIDAD NACIONAL DE SAN MARTÍN,CONTRATADO,complete,9111160300225304,SERVICIO DE CONCESIONARIO (A) DE ALIMENTOS,CUBSO,1.0,502800.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1218863,ocds-dgv273-seacev3-1218863-2026-09-23T10:17:41.681628-05:00,1218863,21287707,1,CONTRATACION DE LA EJECUCION DE LA OBRA ¿CREACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN C.P. FRANCISCO BOLOGNESI DISTRITO DE CHANCAY DE LA PROVINCIA DE HUARAL DEL DEPARTAMENTO DE LIMA¿ CUI Nº2680902,CONTRATADO,complete,7214100100392916,SERVICIO DE CONSTRUCCION DE PISTAS Y VEREDAS,CUBSO,1.0,716997.17,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1193323,ocds-dgv273-seacev3-1193323-2026-09-23T10:17:41.658670-05:00,1193323,21216287,1,"EJECUCION DE LA OBRA: ¿CONSTRUCCION DE COBERTURA; EN EL(LA) I.E. 10045 INCA GARCILAZO DE LA VEGA DISTRITO DE OYOTUN, PROVINCIA CHICLAYO, DEPARTAMENTO LAMBAYEQUE¿. CUI N° 2649342",CONTRATADO,complete,7215260500367813,CONSTRUCCION DE COBERTURA CON PLANCHA METALICA PARA CAMPO DEPORTIVO,CUBSO,1.0,702318.43,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1201785,ocds-dgv273-seacev3-1201785-2026-09-23T10:17:41.648522-05:00,1201785,21238768,1,"ADQUISICION DE EXCAVADORA HIDRÁULICA SOBRE ORUGAS PARA EL PROYECTO: ""MEJORAMIENTO DE LOS SERVICIOS OPERATIVOS O MISIONALES INSTITUCIONALES EN LA IMPLEMENTACLÓN CON MAQUINARIA PESADA Y LIVIANA EN EL DISTRITO DE QUINOTA DE LA PROVINCIA DE CHUMBIVILCAS",RETROTRAIDO_POR_RESOLUCION,complete,2210152600385506,EXCAVADORA HIDRAULICA SOBRE ORUGA DE 1.0 m3,CUBSO,1.0,1200000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1203286,ocds-dgv273-seacev3-1203286-2026-09-23T10:17:41.605825-05:00,1203286,21244371,1,"EJECUCION DE OBRA ¿MEJORAMIENTO DE LOS SERVICIOS DEPORTIVOS Y DE RECREACIÓN LAW TENIS, PEDREGAL BAJO, DISTRITO DE HUARAZ - PROVINCIA DE HUARAZ - REGIÓN ANCASH¿ CON CUI 2400707",CONTRATADO,complete,7215310200364480,AMPLIACION DE COMPLEJO DEPORTIVO,CUBSO,1.0,6922220.64,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1198390,ocds-dgv273-seacev3-1198390-2026-09-23T10:17:41.568948-05:00,1198390,21228473,1,"¿SERVICIO DE EJECUCIÓN DEL PLAN DE MANTENIMIENTO DEL SISTEMA DE AGUA POTABLE EN EL ÁMBITO RURAL DEL CENTRO POBLADO DE CULTAMBO, JEQUETEPEQUE Y SANTA APOLONIA EN LA PROVINCIA DE PACASMAYO, DEPARTAMENTO DE LA LIBERTAD¿",DESIERTO,unsuccessful,,,,3.0,119079.46,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1196444,ocds-dgv273-seacev3-1196444-2026-09-23T10:17:41.551747-05:00,1196444,21223642,1,AMPLIACION DE INFRAESTRUCTURA DE CENTROS EDUCATIVOS,CONTRATADO,complete,7212140600359845,AMPLIACION DE INFRAESTRUCTURA DE CENTROS EDUCATIVOS,CUBSO,1.0,6003803.97,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1193063,ocds-dgv273-seacev3-1193063-2026-09-23T10:17:41.508348-05:00,1193063,21215441,1,"CONTRATACIÓN DE EJECUCIÓN DE OBRA: ¿CREACIÓN DEL SERVICIO DE MOVILIDAD URBANA EN PROLONGACIÓN AV. SAN MARTÍN Y PASAJE ""G"" DEL AA.HH. JUAN PABLO II QUINTA ETAPA SECTOR 1 DISTRITO DE SAN JUAN DE LURIGANCHO - PROVINCIA DE LIMA - DEPARTAMENTO DE LIMA¿, R",CONTRATADO,complete,7214100300342329,MEJORAMIENTO DE PISTAS Y VEREDAS,CUBSO,1.0,3248150.18,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1195628,ocds-dgv273-seacev3-1195628-2026-09-23T10:17:41.501482-05:00,1195628,21222158,01,ADQUISICIÓN DE CAMIÓN CISTERNA PARA LA DIVISIÓN DE MANTENIMIENTO DE LA EPS TACNA S.A. ¿ PROGRAMA MIO,CONVOCADO,active,2510161000383229,CAMION CISTERNA DE 5000 gal,CUBSO,1.0,0.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341520,7,Ítem N°7: I.E.I.N560,CONTRATADO,complete,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,4726665.28,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341521,8,Ítem N°8: I.E.I.N565-B,CONSENTIDO,complete,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,6331563.14,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341474,1,Ítem N°1: I.E.I. N562,DESIERTO,unsuccessful,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,4796018.14,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341475,2,Ítem N°2: I.E.I.N570,NULO,unsuccessful,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,5001199.1,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341476,3,Ítem N°3: I.E.I.N568-B,CONSENTIDO,complete,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,7164146.06,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341477,4,Ítem N°4: I.E.I.N561-B,CONSENTIDO,complete,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,7237224.79,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341478,5,Ítem N°5: I.E.I.N576-B,CONSENTIDO,complete,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,5968324.27,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341519,6,Ítem N°6: I.E.I.N563,CONSENTIDO,complete,7212140600233069,CONSTRUCCION DE CENTROS EDUCATIVOS,CUBSO,1.0,4707600.33,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1193611,ocds-dgv273-seacev3-1193611-2026-09-23T10:17:41.457022-05:00,1193611,21216888,1,"CONTRATACIÓN DE SERVICIO DE EJECUCIÓN DE MANTENIMIENTO PERIÓDICO DE LA RED VIAL DEPARTAMENTAL NO PAVIMENTA, RUTA SM-108 Y SM-116, L=61.719 KM, MULTIDISTRITAL, PROVINCIA DE LAMAS, PICOTA Y BELLAVISTA, DEPARTAMENTO SAN MARTIN",CONTRATADO,complete,7214100300333937,SERVICIO DE MANTENIMIENTO PERIODICO DE CAMINOS,CUBSO,1.0,3851266.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-2026-2525-82,ocds-dgv273-seacev3-2026-2525-82-2026-09-23T10:17:41.416589-05:00,1200782,21235879,1,"CONTRATACIÓN BAJO EL SISTEMA DE DISEÑO Y CONSTRUCCIÓN DE LA OBRA: ""REFORZAMIENTO Y REMODELACIÓN INTEGRAL DE LA AGENCIA 1  LAMPA DEL BANCO DE LA NACIÓN""",CONTRATADO,complete,7212110500233131,CONSTRUCCION DE LOCAL COMERCIAL,CUBSO,1.0,5662415.96,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1196146,ocds-dgv273-seacev3-1196146-2026-09-23T10:17:41.401281-05:00,1196146,21223049,1,"REQUERIMIENTO CON SISTEMA DE ENTREGA SOLO CONSTRUCCION: SALDO DE OBRA: MEJORAMIENTO DE LOS SERVICIOS DE EDUCACION TECNICO PRODUCTIVA DEL CENTRO DE EDUCACION TECNICO PRODUCTIVA CETPRO ALCIDES SALOMON ZORRILLA, DISTRITO DE BELLAVISTA, PROVINCIA CONSTITUCIONAL DEL CALLAO",CONTRATADO,complete,7212140600359845,AMPLIACION DE INFRAESTRUCTURA DE CENTROS EDUCATIVOS,CUBSO,1.0,5726627.11,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1195250,ocds-dgv273-seacev3-1195250-2026-09-23T10:17:30.881826-05:00,1195250,21221213,1,CONTRATACIÓN DEL SERVICIO DE ATENCIÓN AMBULATORIA INTEGRAL DEL PACIENTE CON ENFERMEDAD RENAL CRÓNICA ESTADIO 5 EN HEMODIALISIS PARA LOS PACIENTES BENEFICIARIOS DE SALUDPOL EN EL DEPARTAMENTO DE ÁNCASH ITEM 1 CHIMBOTE,CANCELADO,cancelled,8512150400390509,SERVICIO DE ATENCION AMBULATORIA INTEGRAL (CON FARMACIA Y LABORATORIO) DEL PACIENTE CON ENFERMEDAD RENAL CRONICA ESTADIO 5 EN HEMODIALISIS,CUBSO,5.0,537615.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1195250,ocds-dgv273-seacev3-1195250-2026-09-23T10:17:30.881826-05:00,1195250,21221205,2,CONTRATACIÓN DEL SERVICIO DE ATENCION AMBULATORIA INTEGRAL (CON FARMACIA Y LABORATORIO) DEL PACIENTE CON ENFERMEDAD RENAL CRONICA ESTADIO 5 EN HEMODIALISIS ITEM 2 HUARAZ,DESIERTO,unsuccessful,8512150400390509,SERVICIO DE ATENCION AMBULATORIA INTEGRAL (CON FARMACIA Y LABORATORIO) DEL PACIENTE CON ENFERMEDAD RENAL CRONICA ESTADIO 5 EN HEMODIALISIS,CUBSO,2.0,215046.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1195070,ocds-dgv273-seacev3-1195070-2026-09-23T10:17:30.864072-05:00,1195070,21220878,1,"SERVICIO DE CONFECCION E INSTALACION DE ESTRUCTURAS METALICA Y COBERTURA PARA TECHO - TIPO HONGO A TODO COSTO PARA EL PROYECTO ¿CREACION DEL SERVICIO DEPORTIVO Y DE RECREACION EN LA MZ. I, SECTOR 5B, ASOCIACION LOS BARRANCOS DE LA JUNTA VECINAL LUCHA",CONTRATADO,complete,7212110200339377,SERVICIO DE FABRICACION DE TECHO DE ESTRUCTURA METALICA,CUBSO,1.0,315233.33,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1192330,ocds-dgv273-seacev3-1192330-2026-09-23T10:17:30.856926-05:00,1192330,21213669,1,ADQUISICIÓN DE CHALECOS ANTIBALAS NIVEL III-A PARA EL PERSONAL DE LA SUBGERENCIA DE SERENAZGO DE LA MUNICIPALIDAD DE MIRAFLORES,CONVOCADO,active,4618150200079462,CHALECO ANTIBALAS,CUBSO,350.0,0.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1194694,ocds-dgv273-seacev3-1194694-2026-09-23T10:17:30.839899-05:00,1194694,21219720,1,SERVICIO DE ALQUILER DE EXCAVADORA SOBRE ORUGA SEGÚN TÉRMINOS DE REFERENCIA PARA LA OBRA: AMPLIACIÓN DEL SERVICIO DE AGUA PARA RIEGO MEDIANTE LA CONSTRUCCIÓN DE LA REPRESA SAPANCCOTA DEL DISTRITO DE PUCARA - PROVINCIA DE LAMPA - DEPARTAMENTO DE PUNO;,CONTRATADO,complete,7214170100360040,SERVICIO DE ALQUILER DE EXCAVADORA HIDRAULICA SOBRE ORUGA,CUBSO,1.0,419000.0,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1196338,ocds-dgv273-seacev3-1196338-2026-09-23T10:17:30.820416-05:00,1196338,21223552,1,"CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISION DE LA OBRA DEL PROYECTO: ¿MEJORAMIENTO DEL CAMINO VECINAL PEDREAL ¿ VALLE LOS INCAS DE 0+000 AL 15+800 KM, DISTRITO DE TAMBOGRANDE, PROVINCIA DE PIURA, DEPARTEMENTO DE PIURA¿, CON CUI N°2536742",RETROTRAIDO_POR_RESOLUCION,complete,8110151000349110,SUPERVISION DE OBRA DE CONSTRUCCION DE CAMINOS VECINALES,CUBSO,1.0,2523830.03,PEN,Soles,36,Servicio,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1199474,ocds-dgv273-seacev3-1199474-2026-09-23T10:17:30.779175-05:00,1199474,21231689,1,SERVICIO DE CONSULTORÍA INDIVIDUAL: ESPECIALISTA LOGISTICO 01,CONTRATADO,complete,8610170400294151,SERVICIO DE SUPERVISION DE PROCESOS LOGISTICOS,CUBSO,1.0,30000.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1201144,ocds-dgv273-seacev3-1201144-2026-09-23T10:17:29.799637-05:00,1201144,21236848,1,GAS LICUADO DE PETROLEO EN BALON DE 45 kg,CONTRATADO,complete,1511151000012025,GAS LICUADO DE PETROLEO EN BALON DE 45 kg,CUBSO,589.0,206200.0,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
ocds-dgv273-seacev3-1218916,ocds-dgv273-seacev3-1218916-2026-09-23T10:17:19.444341-05:00,1218916,21287808,1,"EJECUCION DE SALDO DE OBRA PROGRAMA 005 SECTORIZACION Y CONTROL DE PRESIONES DE LOS CIRCUITOS R-22, R-23, R- 23A, R-24, N-24, N-23 Y R-21 DEL PROYECTO MEJORAMIENTO DEL SISTEMA DE R EDUCCIÓN DE PÉRDIDAS Y USO EFICIENTE DEL AGUA EN LA LOCALIDAD DE AREQUIPA METROPOLITANA",CONTRATADO,complete,7214112100374777,REMODELACION DE SISTEMA DE AGUA POTABLE Y SISTEMA DE ALCANTARILLADO,CUBSO,1.0,1617884.45,PEN,Soles,40,Unidad,PE-SEACE3-UnidadMedida
