Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Etiqueta de entrega,Entrega compilada:Fecha de entrega,Entrega compilada:Open Contracting ID,compiledRelease/publishedDate,Entrega compilada:Tipo de inicio,Entrega compilada:Comprador:ID de Organización,Entrega compilada:Comprador:Nombre de la Organización,Entrega compilada:Planeación:Presupuesto:Fuente del Presupuesto,Entrega compilada:Planeación:Presupuesto:Título del Proyecto,Entrega compilada:Planeación:Presupuesto:Identificador de proyecto,Entrega compilada:Planeación:Presupuesto:Monto:Monto,Entrega compilada:Planeación:Presupuesto:Monto:Moneda,Entrega compilada:Planeación:Presupuesto:Monto:Nombre de Moneda,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Título de la licitación,Entrega compilada:Licitación:Descripción de la licitación,Entrega compilada:Licitación:Entidad contratante:ID de Organización,Entrega compilada:Licitación:Entidad contratante:Nombre de la Organización,compiledRelease/tender/datePublished,Entrega compilada:Licitación:Método de contratación,Entrega compilada:Licitación:Detalles del método de contratación,Entrega compilada:Licitación:Categoría principal de contratación,Entrega compilada:Licitación:Categorías adicionales de contratación,Entrega compilada:Licitación:Valor:Monto,Entrega compilada:Licitación:Valor:Moneda,Entrega compilada:Licitación:Valor:Nombre de Moneda,compiledRelease/tender/value/amount_PEN,Entrega compilada:Licitación:Periodo de licitación:Fecha de inicio,Entrega compilada:Licitación:Periodo de licitación:Fecha de fin,Entrega compilada:Licitación:Número de licitantes,Entrega compilada:Licitación:Información Protegida,Entrega compilada:Segmentación:ID,Entrega compilada:Segmentación:Criterio,Entrega compilada:Licitación:Periodo de consulta:Fecha de inicio,Entrega compilada:Licitación:Periodo de consulta:Fecha de fin,Entrega compilada:Licitación:Periodo de consulta:Duración (días)
ocds-dgv273-seacev3-2026-1481-2,ocds-dgv273-seacev3-2026-1481-2-2026-05-15T10:34:06.728080-05:00,compiled,2026-05-15T10:34:06.728068-05:00,ocds-dgv273-seacev3-2026-1481-2,2026-05-15T10:34:06.728085-05:00,tender,PE-CONSUCODE-1481,MUNICIPALIDAD DISTRITAL DE FERNANDO LORES,Fondos Públicos,,,531303.0,PEN,Soles,1193787,LP-SM-1-2026-MDFL-CS-1,CONTRATACION DEL SUMINISTRO DE BIENES ADQUISICION DE INSUMOS ALIMENTICIOS DEL PROGRAMA DE VASO DE LECHE DE LA MUNICIPALIDAD DISTRITAL DE FERNANDO LORES PERIODO 2026-2027,PE-CONSUCODE-1481,MUNICIPALIDAD DISTRITAL DE FERNANDO LORES,2026-03-06T21:23:00-05:00,open,Licitación Pública,goods,goods,531303.0,PEN,Soles,531303.0,2026-03-06T00:00:00-05:00,2026-03-06T00:00:00-05:00,1,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-07T00:01:00-05:00,2026-03-17T23:59:00-05:00,10
ocds-dgv273-seacev3-2026-10595-18,ocds-dgv273-seacev3-2026-10595-18-2026-05-15T10:34:06.692077-05:00,compiled,2026-05-15T10:34:06.692065-05:00,ocds-dgv273-seacev3-2026-10595-18,2026-05-15T10:34:06.692083-05:00,tender,PE-CONSUCODE-10595,GOBIERNO REGIONAL DE SAN MARTIN-SALUD,Fondos Públicos,,,170000.0,PEN,Soles,1197306,CP-ABR-5-2026-OGESS-BM/C-1,"CONTRATACIÓN DEL SERVICIO DE MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE LOS EQUIPOS DE ESTERILIZACION Y DESINFECCION DEL CENTRO DE SALUD I-4 PICOTA, RED DE SALUD PICOTA, REGION SAN MARTIN ¿ OGESS BAJO MAYO",PE-CONSUCODE-10595,GOBIERNO REGIONAL DE SAN MARTIN-SALUD,2026-03-17T19:49:00-05:00,,Concurso Público Abreviado,services,services,170000.0,PEN,Soles,170000.0,2026-03-17T00:00:00-05:00,2026-03-17T00:00:00-05:00,14,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-18T00:01:00-05:00,2026-03-20T23:59:00-05:00,2
ocds-dgv273-seacev3-1195634,ocds-dgv273-seacev3-1195634-2026-05-15T10:33:57.977008-05:00,compiled,2026-05-15T10:33:57.976995-05:00,ocds-dgv273-seacev3-1195634,2026-05-15T10:33:57.977014-05:00,tender,PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,Fondos Públicos,,,144060.0,PEN,Soles,1195634,CP-ABR-1-2026-MPPSS-C-1,SERVICIO DE CONTRATACION PARA MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL EMP. AY-1239 (TACCTANCCA) - DESV. R050811 - AUQUIHUATO - EMP. AY - 1235 (KM. 19+539) DE CÓDIGO DE RUTA AY-1236; EMP. AY-1239 (CCAHUANAMARCA) - EMP. AY-1236 (PISTIPAMPA) (KM. 6+186KM) DE CÓDIGO DE RUTA R050811,PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,2026-03-12T17:19:00-05:00,,Concurso Público Abreviado,services,services,144060.0,PEN,Soles,144060.0,2026-03-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,6,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-13T00:01:00-05:00,2026-03-17T23:59:00-05:00,4
ocds-dgv273-seacev3-2026-1003003360-9,ocds-dgv273-seacev3-2026-1003003360-9-2026-05-15T10:33:57.208751-05:00,compiled,2026-05-15T10:33:57.208739-05:00,ocds-dgv273-seacev3-2026-1003003360-9,2026-05-15T10:33:57.208757-05:00,tender,PE-CONSUCODE-200826,INSTITUTO VIAL PROVINCIAL YAROWILCA,Fondos Públicos,,,58775.0,PEN,Soles,1200555,CP-ABR-9-2026-IVPY-1,"SERVICIO DE MANTENIMIENTO VIAL RUTINARIO DEL CAMINO VECINAL NO PAVIMENTADO, TRAMO: EMP. HU-721 (DV. OBAS) - VILLA DE MANTA - TUMANHUARI, L=8.950 KM, OBAS-YAROWILCA-HUANUCO.",PE-CONSUCODE-200826,INSTITUTO VIAL PROVINCIAL YAROWILCA,2026-03-26T22:52:00-05:00,,Concurso Público Abreviado,services,services,58775.0,PEN,Soles,58775.0,2026-03-26T00:00:00-05:00,2026-03-26T00:00:00-05:00,5,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-27T00:01:00-05:00,2026-03-31T23:59:00-05:00,4
ocds-dgv273-seacev3-2026-1435-3,ocds-dgv273-seacev3-2026-1435-3-2026-05-15T10:33:56.976116-05:00,compiled,2026-05-15T10:33:56.976104-05:00,ocds-dgv273-seacev3-2026-1435-3,2026-05-15T10:33:56.976131-05:00,tender,PE-CONSUCODE-1435,MUNICIPALIDAD PROVINCIAL DE YAUYOS,Fondos Públicos,CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES 28 DE JULIO Y LA ASCENSION  DE CENTRO POBLADO CACHUY DISTRITO DE CATAHUASI DE LA PROVINCIA DE YAUYOS DEL DEPARTAMENTO DE LIMA,2689626,505906.59,PEN,Soles,1192498,LP-ABR-2-2026-MPY/CS-1,ejecución de obra : ¿CREACION DEL SERVICIO DE MOVILIDAD URBANA EN LAS CALLES 28 DE JULIO Y LA ASCENSION DE CENTRO POBLADO CACHUY DISTRITO DE CATAHUASI DE LA PROVINCIA DE YAUYOS DEL DEPARTAMENTO DE LIMA,PE-CONSUCODE-1435,MUNICIPALIDAD PROVINCIAL DE YAUYOS,2026-03-03T17:58:00-05:00,,Licitación Pública Abreviada,works,works,505906.59,PEN,Soles,505906.59,2026-03-03T00:00:00-05:00,2026-03-03T00:00:00-05:00,18,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-04T00:01:00-05:00,2026-03-06T23:59:00-05:00,2
ocds-dgv273-seacev3-1197899,ocds-dgv273-seacev3-1197899-2026-05-15T10:33:56.819694-05:00,compiled,2026-05-15T10:33:56.819681-05:00,ocds-dgv273-seacev3-1197899,2026-05-15T10:33:56.819700-05:00,tender,PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,Fondos Públicos,,,387408.0,PEN,Soles,1197899,LP-ABR-13-2026-C-MPC-1,"ADQUISICION DE SUMINISTRO DE ALIMENTOS PARA EL PCA, PARA LA ACTIVIDAD 0142: BRINDAR ASISTENCIA ALIMENTARIA A COMEDORES.",PE-CONSUCODE-749,MUNICIPALIDAD PROVINCIAL DEL CUSCO,2026-03-18T23:26:00-05:00,,Licitación Pública Abreviada,goods,goods,387408.0,PEN,Nuevos Soles,387408.0,2026-03-18T00:00:00-05:00,2026-03-18T00:00:00-05:00,16,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-19T00:01:00-05:00,2026-03-24T23:59:00-05:00,5
ocds-dgv273-seacev3-1195696,ocds-dgv273-seacev3-1195696-2026-05-15T10:33:56.804353-05:00,compiled,2026-05-15T10:33:56.804340-05:00,ocds-dgv273-seacev3-1195696,2026-05-15T10:33:56.804358-05:00,tender,PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,Fondos Públicos,,,123282.0,PEN,Soles,1195696,CP-ABR-11-2026-MPPSS-C-1,"CONTRATACION DE SERVICIO PARA MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL EMP. AY-1250 ¿ ACCOPAMPA ¿ MARAN (KM. 20+547) DE CODIGO DE RUTA AY-1251, CON UNA LONGITUD TOTAL DE 20.547KM",PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,2026-03-13T08:59:00-05:00,,Concurso Público Abreviado,services,services,123282.0,PEN,Soles,123282.0,2026-03-13T00:00:00-05:00,2026-03-13T00:00:00-05:00,5,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-14T00:01:00-05:00,2026-03-18T23:59:00-05:00,4
ocds-dgv273-seacev3-1195692,ocds-dgv273-seacev3-1195692-2026-05-15T10:33:56.772930-05:00,compiled,2026-05-15T10:33:56.772918-05:00,ocds-dgv273-seacev3-1195692,2026-05-15T10:33:56.772936-05:00,tender,PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,Fondos Públicos,,,67217.0,PEN,Soles,1195692,CP-ABR-10-2026-MPPSS-C-1,"CONTRATACION DE SERVICIO PARA MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL EMP. AY - 116 - COLPAR - ANTAHUAYCO - CONCUYA - EMP. AY-1239 (VILCAR) (KM. 08+661) DE CÓDIGO DE RUTA AY-1238; EMP. AY-116 - HUAYRANA - SOTECA (KM. 03+342) DE CÓDIGO DE RUTA AY-1234, CON UNA LONGITUD TOTAL DE 12.003KM",PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,2026-03-13T08:46:00-05:00,,Concurso Público Abreviado,services,services,67217.0,PEN,Soles,67217.0,2026-03-13T00:00:00-05:00,2026-03-13T00:00:00-05:00,6,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-14T00:01:00-05:00,2026-03-18T23:59:00-05:00,4
ocds-dgv273-seacev3-1197066,ocds-dgv273-seacev3-1197066-2026-05-15T10:33:56.475161-05:00,compiled,2026-05-15T10:33:56.475148-05:00,ocds-dgv273-seacev3-1197066,2026-05-15T10:33:56.475166-05:00,tender,PE-CONSUCODE-1496,MUNICIPALIDAD DISTRITAL DE MANSERICHE,Fondos Públicos,MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 62286  DE CENTRO POBLADO ATLANTIDA DISTRITO DE MANSERICHE DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO,2675535,55839.0,PEN,Soles,1197066,CP-ABR-6-2026-MDM/OC-1,CONTRATACIÓN DE CONSULTORÍA DE OBRA PARA LA SUPERVISIÓN DE EJECUCIÓN DE LA OBRA: ¿MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE EDUCACION PRIMARIA EN I.E. 62286 DE CENTRO POBLADO ATLANTIDA DISTRITO DE MANSERICHE DE LA PROVINCIA DE DATEM DEL MARAÑON DEL DEPARTAMENTO DE LORETO¿; CUI: 2675535,PE-CONSUCODE-1496,MUNICIPALIDAD DISTRITAL DE MANSERICHE,2026-03-17T15:05:00-05:00,,Concurso Público Abreviado,services,services,55839.0,PEN,Soles,55839.0,2026-03-17T00:00:00-05:00,2026-03-17T00:00:00-05:00,2,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-18T00:01:00-05:00,2026-03-20T23:59:00-05:00,2
ocds-dgv273-seacev3-1199744,ocds-dgv273-seacev3-1199744-2026-05-15T10:33:56.400273-05:00,compiled,2026-05-15T10:33:56.400261-05:00,ocds-dgv273-seacev3-1199744,2026-05-15T10:33:56.400279-05:00,tender,PE-CONSUCODE-10440,GOBIERNO REGIONAL DE CAJAMARCA - SALUD CAJAMARCA,Fondos Públicos,,,77500.0,PEN,Soles,1199744,CP-ABR-1-2026-DIRESAC-1,"CONTRATACIÓN DE LOS SERVICIOS PROFESIONALES DE UN MÉDICO AUDITOR, PARA FORTALECER LOS PROCESOS DE CONTROL PRESTACIONAL Y AUDITORÍA MÉDICA DE LAS ATENCIONES BRINDADAS A LA POBLACIÓN AFILIADA AL SEGURO INTEGRAL DE SALUD EN LA JURISDICCIÓN DE LA DIRECCIÓN REGIONAL DE SALUD CAJAMARCA",PE-CONSUCODE-10440,GOBIERNO REGIONAL DE CAJAMARCA - SALUD CAJAMARCA,2026-03-25T17:48:00-05:00,,Concurso Público Abreviado,services,services,77500.0,PEN,Soles,77500.0,2026-03-25T00:00:00-05:00,2026-03-25T00:00:00-05:00,4,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-26T00:01:00-05:00,2026-03-31T23:59:00-05:00,5
ocds-dgv273-seacev3-1195686,ocds-dgv273-seacev3-1195686-2026-05-15T10:33:56.295536-05:00,compiled,2026-05-15T10:33:56.295524-05:00,ocds-dgv273-seacev3-1195686,2026-05-15T10:33:56.295542-05:00,tender,PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,Fondos Públicos,,,171640.0,PEN,Soles,1195686,CP-ABR-7-2026-MPPSS-CS-1,"CONTRATACION DE SERVICO PARA 7.\tMANTENIMIENTO RUTINARIO DEL CAMINO VECINAL EMP. PE-32C (QUILCATA) - AULLA - PARARCA - ACHAMARCA - CHACARAY - SAN ANTONIO - HUAYLLASCHA - CHAICHA - EMP. AY-1223 (KM. 30+650) DE CÓDIGO DE RUTA AY-1225, CON UNA LONGITUD TOTAL DE 30.650KM",PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,2026-03-13T08:08:00-05:00,,Concurso Público Abreviado,services,services,171640.0,PEN,Soles,171640.0,2026-03-13T00:00:00-05:00,2026-03-13T00:00:00-05:00,5,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-14T00:01:00-05:00,2026-03-18T23:59:00-05:00,4
ocds-dgv273-seacev3-1199452,ocds-dgv273-seacev3-1199452-2026-05-15T10:33:56.180356-05:00,compiled,2026-05-15T10:33:56.180344-05:00,ocds-dgv273-seacev3-1199452,2026-05-15T10:33:56.180361-05:00,tender,PE-CONSUCODE-10249,FUERZA AEREA DEL PERU,Fondos Públicos,,,1656313.0,PEN,Soles,1199452,DIRECTA-DIRECTA-1-2026-DIREC/FAP-1,SEGURO DE RESPONSABILIDAD CIVIL FRENTE A TERCEROS Y ACCIDENTES PERSONALES PARA TRIPULANTES Y PASAJEROS- PP0135,PE-CONSUCODE-10249,FUERZA AEREA DEL PERU,2026-03-26T12:58:00-05:00,direct,Contratación Directa,services,services,473232.37,USD,Dólar Norteamericano,1655840.06,,,1,False,2026-03,añoPublicacionProceso;mesPublicacionProceso,,,
ocds-dgv273-seacev3-2026-1995-8,ocds-dgv273-seacev3-2026-1995-8-2026-05-15T10:33:55.850808-05:00,compiled,2026-05-15T10:33:55.850796-05:00,ocds-dgv273-seacev3-2026-1995-8,2026-05-15T10:33:55.850813-05:00,tender,PE-CONSUCODE-1995,SERVICIO NACIONAL DE SANIDAD AGRARIA,Fondos Públicos,,,497545.6,PEN,Soles,1197606,CP-ABR-2-2026-SENASA-1,SERVICIO DE TELEFONIA MOVIL A NIVEL NACIONAL PARA SENASA,PE-CONSUCODE-1995,SERVICIO NACIONAL DE SANIDAD AGRARIA,2026-03-18T16:32:00-05:00,,Concurso Público Abreviado,services,services,480604.8,PEN,Soles,480604.8,2026-03-18T00:00:00-05:00,2026-03-18T00:00:00-05:00,4,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-19T00:01:00-05:00,2026-03-27T23:59:00-05:00,8
ocds-dgv273-seacev3-1196945,ocds-dgv273-seacev3-1196945-2026-05-15T10:33:55.828784-05:00,compiled,2026-05-15T10:33:55.828771-05:00,ocds-dgv273-seacev3-1196945,2026-05-15T10:33:55.828789-05:00,tender,PE-CONSUCODE-1555,MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL,Fondos Públicos,MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL SISTEMA DE RIEGO DE SANTO DOMINGO - LA CARA DEL   DISTRITO DE EL ALGARROBAL DE LA PROVINCIA DE ILO DEL DEPARTAMENTO DE MOQUEGUA,2666056,879392.5,PEN,Soles,1196945,SIE-SIE-1-2026-MDEA/DEC-1,"ADQUISICION DE CEMENTO PORTLAND TIPO HS PARA EL PROYECTO DENOMINADO "" MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL SISTEMA DE RIEGO DE SANTO DOMINGO - LA CARA DEL DISTRITO DE EL ALGARROBAL DE LA PROVINCIA DE ILO DEL DEPARTAMENTO DE MOQUEGUA""",PE-CONSUCODE-1555,MUNICIPALIDAD DISTRITAL DE EL ALGARROBAL,2026-03-17T14:23:00-05:00,open,Subasta Inversa Electrónica,goods,goods,434428.0,PEN,Soles,434428.0,2026-03-17T00:00:00-05:00,2026-03-17T00:00:00-05:00,8,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1197581,ocds-dgv273-seacev3-1197581-2026-05-15T10:33:55.432413-05:00,compiled,2026-05-15T10:33:55.432401-05:00,ocds-dgv273-seacev3-1197581,2026-05-15T10:33:55.432418-05:00,tender,PE-CONSUCODE-1678,MUNICIPALIDAD PROVINCIAL DE CARABAYA - MACUSANI,Fondos Públicos,,,,,,1197581,SIE-SIE-1-2026-MPC-M/DEC-2,"CONTRATACION DE SUMINISTRO DE BIEN PARA LA ADQUISICION DE COMBUSTIBLES (DIESEL B5 S-50, GASOHOL REGULAR) PARA LAS DIFERENTES GERENCIAS, SUB GERENCIAS Y/O OFICINAS DE LA MUNICIPALIDAD PROVINCIAL DE CARABAYA - MACUSANI DEL DEPARTAMENTO DE PUNO",PE-CONSUCODE-1678,MUNICIPALIDAD PROVINCIAL DE CARABAYA - MACUSANI,2026-03-18T17:08:00-05:00,open,Subasta Inversa Electrónica,goods,goods,185164.5,PEN,Soles,185164.5,2026-03-18T00:00:00-05:00,2026-03-18T00:00:00-05:00,,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,,,
ocds-dgv273-seacev3-1197890,ocds-dgv273-seacev3-1197890-2026-05-15T10:33:55.407899-05:00,compiled,2026-05-15T10:33:55.407887-05:00,ocds-dgv273-seacev3-1197890,2026-05-15T10:33:55.407904-05:00,tender,PE-CONSUCODE-918,MUNICIPALIDAD DISTRITAL DE SALCABAMBA,Fondos Públicos,CREACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL SISTEMA DE RIEGO  DE CENTRO POBLADO BELLA VISTA LAUCA DISTRITO DE SALCABAMBA DE LA PROVINCIA DE TAYACAJA DEL DEPARTAMENTO DE HUANCAVELICA,2624528,138545.85,PEN,Soles,1197890,CP-ABR-1-2026-MDS/CS-1,CONTRATACION DE UNA PERSONA NATURAL Y JURIDICA PARA EL SERVICIO DE CONSULTORIA PARA LA SUPERVISION DE LA OBRA CREACION DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL SISTEMA DE RIEGO DE CENTRO POBLADO BELLA VISTA LAUCA DISTRITO DE SALCABAMBA DE LA PROVINCIA DE TAYACAJA CUI N° 2624528,PE-CONSUCODE-918,MUNICIPALIDAD DISTRITAL DE SALCABAMBA,2026-03-24T14:40:00-05:00,,Concurso Público Abreviado,services,services,138545.85,PEN,Soles,138545.85,2026-03-24T00:00:00-05:00,2026-03-24T00:00:00-05:00,5,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-25T00:01:00-05:00,2026-03-27T23:59:00-05:00,2
ocds-dgv273-seacev3-1192145,ocds-dgv273-seacev3-1192145-2026-05-15T10:33:55.337466-05:00,compiled,2026-05-15T10:33:55.337453-05:00,ocds-dgv273-seacev3-1192145,2026-05-15T10:33:55.337471-05:00,tender,PE-CONSUCODE-10475,GOBIERNO REGIONAL DE ICA- SALUD PALPA- NASCA,Fondos Públicos,,,,,,1192145,CP-ABR-1-2026-HRCRN/DEC-1,Servicio de Mantenimiento Correctivo de Cuatro (04) Plantas Generadoras de Oxígeno del Hospital Ricardo Cruzado Rivarola y Una (01) Planta Generadora de Oxígeno del Centro de Salud de Vista Alegre.,PE-CONSUCODE-10475,GOBIERNO REGIONAL DE ICA- SALUD PALPA- NASCA,2026-03-02T18:03:00-05:00,,Concurso Público Abreviado,services,services,280000.0,PEN,Soles,280000.0,2026-03-02T00:00:00-05:00,2026-03-02T00:00:00-05:00,13,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-03T00:01:00-05:00,2026-03-05T23:59:00-05:00,2
ocds-dgv273-seacev3-1195713,ocds-dgv273-seacev3-1195713-2026-05-15T10:33:54.913627-05:00,compiled,2026-05-15T10:33:54.913614-05:00,ocds-dgv273-seacev3-1195713,2026-05-15T10:33:54.913632-05:00,tender,PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,Fondos Públicos,,,86044.0,PEN,Soles,1195713,CP-ABR-9-2026-MPPSS-C-1,CONTRATACION DE SERVICIO PARA MANTENIMIENTO RUTINARIO DEL CAMINO VECINAL EMP. PE-32C - HUANCARA (KM. 02+228) DE CÓDIGO DE RUTA AY-1252; EMP. AY-1252 - CONCHACA (KM. 00+789) DE CÓDIGO DE RUTA R050801; EMP. PE-32C - RAURIPA (KM. 09+475) DE CÓDIGO DE RUTA AY-1253; EMP. PE-32C - TONCIO (KM. 02+873),PE-CONSUCODE-593,MUNICIPALIDAD PROVINCIAL DE PAUCAR DEL SARA SARA - PAUSA,2026-03-13T08:34:00-05:00,,Concurso Público Abreviado,services,services,86044.0,PEN,Soles,86044.0,2026-03-13T00:00:00-05:00,2026-03-13T00:00:00-05:00,6,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-14T00:01:00-05:00,2026-03-18T23:59:00-05:00,4
ocds-dgv273-seacev3-1197135,ocds-dgv273-seacev3-1197135-2026-05-15T10:33:46.825623-05:00,compiled,2026-05-15T10:33:46.825610-05:00,ocds-dgv273-seacev3-1197135,2026-05-15T10:33:46.825628-05:00,tender,PE-CONSUCODE-200145,PLAN COPESCO NACIONAL - MINCETUR,Fondos Públicos,"REMODELACION DE BOLETERIA, OFICINA Y/O CASETA DE INFORMACION TURISTICA Y CENTRO DE INTERPRETACION; ADQUISICION DE MUSEOGRAFIA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) MONUMENTO ARQUEOLOGICO CHAVIN DE HUANTAR  DISTRITO DE CHAVIN DE HUANTAR, PROVINCIA HUARI, DEPARTAMENTO ANCASH",2615982,232057.42,PEN,Soles,1197135,CP-ABR-2-2026-UICET-1,"SUPERVISION DE LA IOARR: REMODELACION DE BOLETERIA, OFICINA Y/O CASETA DE INFORMACION TURISTICA Y CENTRO DE INTERPRETACION; ADQUISICION DE MUSEOGRAFIA; ADEMÁS DE OTROS ACTIVOS EN EL(LA) MONUMENTO ARQUEOLOGICO CHAVIN DE HUANTAR DISTRITO DE CHAVIN DE HUANTAR, PROVINCIA HUARI, DEPARTAMENTO ANCASH, CUI",PE-CONSUCODE-200145,PLAN COPESCO NACIONAL - MINCETUR,2026-03-17T16:37:00-05:00,,Concurso Público Abreviado,services,services,232057.42,PEN,Soles,232057.42,2026-03-17T00:00:00-05:00,2026-03-17T00:00:00-05:00,30,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-18T00:01:00-05:00,2026-03-20T23:59:00-05:00,2
ocds-dgv273-seacev3-2026-10248-60,ocds-dgv273-seacev3-2026-10248-60-2026-05-15T10:33:46.755905-05:00,compiled,2026-05-15T10:33:46.755893-05:00,ocds-dgv273-seacev3-2026-10248-60,2026-05-15T10:33:46.755910-05:00,tender,PE-CONSUCODE-10248,MARINA DE GUERRA DEL PERU,Fondos Públicos,,,497690.0,PEN,Soles,1195663,CP-ABR-9-2026-MGP/DIRCOMAR-1,SERVICIO DE SOPORTE TÉCNICO PARA SWITCHES DE LA MARINA DE GUERRA DEL PERÚ /SERVICIO PP 0135/REQ.0010-2026-DIRTEL,PE-CONSUCODE-10248,MARINA DE GUERRA DEL PERU,2026-03-12T14:14:00-05:00,,Concurso Público Abreviado,services,services,250000.0,PEN,Soles,250000.0,2026-03-12T00:00:00-05:00,2026-03-12T00:00:00-05:00,19,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-13T00:01:00-05:00,2026-03-17T23:59:00-05:00,4
ocds-dgv273-seacev3-1193725,ocds-dgv273-seacev3-1193725-2026-05-15T10:33:46.500636-05:00,compiled,2026-05-15T10:33:46.500624-05:00,ocds-dgv273-seacev3-1193725,2026-05-15T10:33:46.500641-05:00,tender,PE-CONSUCODE-1240,MUNICIPALIDAD DISTRITAL DE PATAZ,Fondos Públicos,"MEJORAMIENTO DEL SERVICIO DE PROVISIÓN DE AGUA PARA RIEGO EN EL CANAL DE RIEGO DEL ANEXO DE NIMPANA,   DISTRITO DE PATAZ DE LA PROVINCIA DE PATAZ DEL DEPARTAMENTO DE LA LIBERTAD",2632918,2196807.73,PEN,Soles,1193725,LP-ABR-5-2026-MDP/CS-2,"CONTRATACION DE EJECUCION DE LA OBRA ""MEJORAMIENTO DEL SERVICIO DE PROVISION DE AGUA PARA RIEGO EN EL CANAL DE RIEGO DEL ANEXO DE NIMPANA, DISTRITO DE PATAZ DE LA PROVINCIA DE PATAZ DEL DEPARTAMENTO DE LA LIBERTAD¿ CON CUI:2632918""",PE-CONSUCODE-1240,MUNICIPALIDAD DISTRITAL DE PATAZ,2026-03-06T11:35:00-05:00,,Licitación Pública Abreviada,works,works,2196807.73,PEN,Soles,2196807.73,2026-03-06T00:00:00-05:00,2026-03-06T00:00:00-05:00,8,False,2026-03,añoInicioConvocatoria;mesInicioConvocatoria,2026-03-07T00:01:00-05:00,2026-03-11T23:59:00-05:00,4
