Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Artículos que se adquirirán:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:ID,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Descripción,Entrega compilada:Licitación:Artículos que se adquirirán:Clasificaciones adicionales:Esquema
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341520,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341521,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341474,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341475,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341476,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341477,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341478,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1238356,ocds-dgv273-seacev3-1238356-2026-09-23T10:17:41.474780-05:00,1238356,21341519,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1193611,ocds-dgv273-seacev3-1193611-2026-09-23T10:17:41.457022-05:00,1193611,21216888,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-2525-82,ocds-dgv273-seacev3-2026-2525-82-2026-09-23T10:17:41.416589-05:00,1200782,21235879,72121105,Servicios de construcción de centros comerciales y galerías,UNSPSC
ocds-dgv273-seacev3-1196146,ocds-dgv273-seacev3-1196146-2026-09-23T10:17:41.401281-05:00,1196146,21223049,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1195250,ocds-dgv273-seacev3-1195250-2026-09-23T10:17:30.881826-05:00,1195250,21221213,85121504,Servicios médicos de emergencia de médicos de atenciòn primaria,UNSPSC
ocds-dgv273-seacev3-1195250,ocds-dgv273-seacev3-1195250-2026-09-23T10:17:30.881826-05:00,1195250,21221205,85121504,Servicios médicos de emergencia de médicos de atenciòn primaria,UNSPSC
ocds-dgv273-seacev3-1195070,ocds-dgv273-seacev3-1195070-2026-09-23T10:17:30.864072-05:00,1195070,21220878,72121102,Servicios de construcción de edificios comerciales y de oficinas prefabricadas,UNSPSC
ocds-dgv273-seacev3-1192330,ocds-dgv273-seacev3-1192330-2026-09-23T10:17:30.856926-05:00,1192330,21213669,46181502,Chalecos antibalas,UNSPSC
ocds-dgv273-seacev3-1194694,ocds-dgv273-seacev3-1194694-2026-09-23T10:17:30.839899-05:00,1194694,21219720,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1196338,ocds-dgv273-seacev3-1196338-2026-09-23T10:17:30.820416-05:00,1196338,21223552,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-1199474,ocds-dgv273-seacev3-1199474-2026-09-23T10:17:30.779175-05:00,1199474,21231689,86101704,Capacitación de cadenas de suministro o aprovisionamiento,UNSPSC
ocds-dgv273-seacev3-1201144,ocds-dgv273-seacev3-1201144-2026-09-23T10:17:29.799637-05:00,1201144,21236848,15111510,Gas de petróleo licuefactado,UNSPSC
ocds-dgv273-seacev3-1218916,ocds-dgv273-seacev3-1218916-2026-09-23T10:17:19.444341-05:00,1218916,21287808,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1198789,ocds-dgv273-seacev3-1198789-2026-09-23T10:17:19.311985-05:00,1198789,21229841,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-397-21,ocds-dgv273-seacev3-2026-397-21-2026-09-23T10:17:19.303028-05:00,1201804,21238773,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-2026-1604-5,ocds-dgv273-seacev3-2026-1604-5-2026-09-23T10:17:19.233273-05:00,1200110,21233729,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1200056,ocds-dgv273-seacev3-1200056-2026-09-23T10:17:19.226614-05:00,1200056,21233365,85161501,Mantenimiento o reparación de bienes de equipo médico,UNSPSC
ocds-dgv273-seacev3-1232027,ocds-dgv273-seacev3-1232027-2026-09-23T10:17:10.229671-05:00,1232027,21324883,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1232959,ocds-dgv273-seacev3-1232959-2026-09-23T10:17:10.012985-05:00,1232959,21327407,72151502,Servicios de instalación de sistemas de energía eléctrica,UNSPSC
ocds-dgv273-seacev3-1201016,ocds-dgv273-seacev3-1201016-2026-09-23T10:17:09.393383-05:00,1201016,21236560,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1196409,ocds-dgv273-seacev3-1196409-2026-09-23T10:17:09.360284-05:00,1196409,21223625,81141807,Servicio de inspección de instalaciones sanitarias o alcantarillado,UNSPSC
ocds-dgv273-seacev3-2026-1731-39,ocds-dgv273-seacev3-2026-1731-39-2026-09-23T10:17:09.342074-05:00,1197801,21198366,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-1731-39,ocds-dgv273-seacev3-2026-1731-39-2026-09-23T10:17:09.342074-05:00,1197801,21226950,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-2026-49-154,ocds-dgv273-seacev3-2026-49-154-2026-09-23T10:17:09.288892-05:00,1206601,21210189,72121403,Servicios de construcción de hospitales,UNSPSC
ocds-dgv273-seacev3-2026-49-154,ocds-dgv273-seacev3-2026-49-154-2026-09-23T10:17:09.288892-05:00,1206601,21252102,72121403,Servicios de construcción de hospitales,UNSPSC
ocds-dgv273-seacev3-1199530,ocds-dgv273-seacev3-1199530-2026-09-23T10:17:09.264840-05:00,1199530,21231764,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1193699,ocds-dgv273-seacev3-1193699-2026-09-23T10:17:09.250234-05:00,1193699,21217189,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-10490-25,ocds-dgv273-seacev3-2026-10490-25-2026-09-23T10:17:09.214018-05:00,1197051,21225173,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1197612,ocds-dgv273-seacev3-1197612-2026-09-23T10:17:09.127742-05:00,1197612,21226500,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1199994,ocds-dgv273-seacev3-1199994-2026-09-23T10:17:09.110073-05:00,1199994,21233282,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1251373,ocds-dgv273-seacev3-1251373-2026-09-23T10:17:02.779922-05:00,1251373,21373140,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1213911,ocds-dgv273-seacev3-1213911-2026-09-23T10:16:57.170798-05:00,1213911,21272037,72121408,Servicios de construcción de estadios,UNSPSC
ocds-dgv273-seacev3-1198326,ocds-dgv273-seacev3-1198326-2026-09-23T10:16:57.095996-05:00,1198326,21228340,15111510,Gas de petróleo licuefactado,UNSPSC
ocds-dgv273-seacev3-1198701,ocds-dgv273-seacev3-1198701-2026-09-23T10:16:56.992231-05:00,1198701,21229565,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1201212,ocds-dgv273-seacev3-1201212-2026-09-23T10:16:56.978354-05:00,1201212,21236965,41115805,Analizadores de gases sanguíneos,UNSPSC
ocds-dgv273-seacev3-1185616,ocds-dgv273-seacev3-1185616-2026-09-21T09:59:26.486100-05:00,1185616,21224827,72141107,Servicios de construcción y reparación de puentes,UNSPSC
ocds-dgv273-seacev3-1207343,ocds-dgv273-seacev3-1207343-2026-09-21T09:59:26.471298-05:00,1207343,21254006,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1230833,ocds-dgv273-seacev3-1230833-2026-09-18T10:23:19.436403-05:00,1230833,21321858,72151003,Servicios de mantenimiento y reparación de sistemas de calefacción,UNSPSC
ocds-dgv273-seacev3-1195116,ocds-dgv273-seacev3-1195116-2026-09-18T10:23:18.054930-05:00,1195116,21220928,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1200255,ocds-dgv273-seacev3-1200255-2026-09-18T10:23:17.946137-05:00,1200255,21234190,78101802,Servicios de transporte regional o nacional en camión,UNSPSC
ocds-dgv273-seacev3-2026-420-7,ocds-dgv273-seacev3-2026-420-7-2026-09-18T10:23:17.904612-05:00,1194829,21220155,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198871,ocds-dgv273-seacev3-1198871-2026-09-18T10:23:17.857829-05:00,1198871,21230093,72152605,Servicios de montaje y reparación de techos,UNSPSC
ocds-dgv273-seacev3-1200409,ocds-dgv273-seacev3-1200409-2026-09-18T10:23:17.850853-05:00,1200409,21234840,41103706,Baños de agua,UNSPSC
ocds-dgv273-seacev3-1200409,ocds-dgv273-seacev3-1200409-2026-09-18T10:23:17.850853-05:00,1200409,21234841,41104403,Incubadores de cultivo de tejidos,UNSPSC
ocds-dgv273-seacev3-1235597,ocds-dgv273-seacev3-1235597-2026-09-18T10:23:10.803799-05:00,1235597,21334673,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-2026-200-18,ocds-dgv273-seacev3-2026-200-18-2026-09-18T10:23:06.984524-05:00,1192465,21214157,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1194818,ocds-dgv273-seacev3-1194818-2026-09-18T10:23:06.862535-05:00,1194818,21220141,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1247703,ocds-dgv273-seacev3-1247703-2026-09-18T10:22:56.791541-05:00,1247703,21364270,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1229537,ocds-dgv273-seacev3-1229537-2026-09-18T10:22:56.379805-05:00,1229537,21318352,72121501,Servicios de construcción de plantas químicas,UNSPSC
ocds-dgv273-seacev3-1200438,ocds-dgv273-seacev3-1200438-2026-09-18T10:22:55.749831-05:00,1200438,21234866,41114301,Corrientímetro de corriente abierta,UNSPSC
ocds-dgv273-seacev3-1200096,ocds-dgv273-seacev3-1200096-2026-09-18T10:22:55.707318-05:00,1200096,21233742,81112501,Servicio de licencias para software de computadoras,UNSPSC
ocds-dgv273-seacev3-1197617,ocds-dgv273-seacev3-1197617-2026-09-18T10:22:55.672758-05:00,1197617,21226526,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1199746,ocds-dgv273-seacev3-1199746-2026-09-18T10:22:55.463653-05:00,1199746,21232685,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1199561,ocds-dgv273-seacev3-1199561-2026-09-18T10:22:55.449936-05:00,1199561,21231774,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-1250028,ocds-dgv273-seacev3-1250028-2026-09-18T10:22:51.095849-05:00,1250028,21369762,30161705,Pisos de caucho,UNSPSC
ocds-dgv273-seacev3-1249809,ocds-dgv273-seacev3-1249809-2026-09-18T10:22:47.925223-05:00,1249809,21369116,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1200046,ocds-dgv273-seacev3-1200046-2026-09-18T10:22:44.229846-05:00,1200046,21233323,72141701,Servicio de arrendamiento o alquiler de maquinaria de construcción,UNSPSC
ocds-dgv273-seacev3-1197561,ocds-dgv273-seacev3-1197561-2026-09-18T10:22:44.197249-05:00,1197561,21226280,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1194495,ocds-dgv273-seacev3-1194495-2026-09-18T10:22:44.180657-05:00,1194495,21219289,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1196631,ocds-dgv273-seacev3-1196631-2026-09-18T10:22:44.163112-05:00,1196631,21224719,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1193088,ocds-dgv273-seacev3-1193088-2026-09-18T10:22:44.146288-05:00,1193088,21215463,72121407,Servicios de construcción de mausoleos,UNSPSC
ocds-dgv273-seacev3-1196478,ocds-dgv273-seacev3-1196478-2026-09-18T10:22:44.111509-05:00,1196478,21223646,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1244251,ocds-dgv273-seacev3-1244251-2026-09-18T10:22:36.325302-05:00,1244251,21355496,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
ocds-dgv273-seacev3-1230536,ocds-dgv273-seacev3-1230536-2026-09-18T10:22:34.932758-05:00,1230536,21320945,30111903,Lámina de malla de alambre,UNSPSC
ocds-dgv273-seacev3-1195691,ocds-dgv273-seacev3-1195691-2026-09-18T10:22:32.637007-05:00,1195691,21226456,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1251182,ocds-dgv273-seacev3-1251182-2026-09-18T10:22:29.494654-05:00,1251182,21372417,72151003,Servicios de mantenimiento y reparación de sistemas de calefacción,UNSPSC
ocds-dgv273-seacev3-1231083,ocds-dgv273-seacev3-1231083-2026-09-18T10:22:28.409970-05:00,1231083,21322554,50192109,"Papas fritas en hojuelas y al hilo, mix de bocaditos o galletas saladas",UNSPSC
ocds-dgv273-seacev3-1231083,ocds-dgv273-seacev3-1231083-2026-09-18T10:22:28.409970-05:00,1231083,21322553,50131702,Leche o productos de mantequilla estables sin refrigerar,UNSPSC
ocds-dgv273-seacev3-1229717,ocds-dgv273-seacev3-1229717-2026-09-18T10:22:26.072620-05:00,1229717,21318808,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-1195018,ocds-dgv273-seacev3-1195018-2026-09-18T10:22:22.162905-05:00,1195018,21220387,78101805,Servicio de alquiler de camión pipa y tráiler,UNSPSC
ocds-dgv273-seacev3-2026-200407-8,ocds-dgv273-seacev3-2026-200407-8-2026-09-18T10:22:22.144854-05:00,1193278,21216021,91111603,Servicios de cocina o preparación de comidas,UNSPSC
ocds-dgv273-seacev3-1198537,ocds-dgv273-seacev3-1198537-2026-09-18T10:22:22.092696-05:00,1198537,21229024,72121407,Servicios de construcción de mausoleos,UNSPSC
ocds-dgv273-seacev3-2026-1003011158-4,ocds-dgv273-seacev3-2026-1003011158-4-2026-09-18T10:22:22.074580-05:00,1192265,21213557,72153103,Servicios de construcción de patios de recreo e instalación de equipos,UNSPSC
ocds-dgv273-seacev3-1198717,ocds-dgv273-seacev3-1198717-2026-09-18T10:22:21.948884-05:00,1198717,21229742,81101508,Ingeniería arquitectónica,UNSPSC
ocds-dgv273-seacev3-2026-2543-215,ocds-dgv273-seacev3-2026-2543-215-2026-09-18T10:22:21.935739-05:00,1196149,21223052,51131802,Globulina o factor antihemofílico,UNSPSC
ocds-dgv273-seacev3-1197540,ocds-dgv273-seacev3-1197540-2026-09-18T10:22:21.886266-05:00,1197540,21226245,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198502,ocds-dgv273-seacev3-1198502-2026-09-18T10:22:21.871107-05:00,1198502,21228729,85101503,Servicio para administrar consultorios médicos,UNSPSC
ocds-dgv273-seacev3-1198502,ocds-dgv273-seacev3-1198502-2026-09-18T10:22:21.871107-05:00,1198502,21228728,85101503,Servicio para administrar consultorios médicos,UNSPSC
ocds-dgv273-seacev3-1198502,ocds-dgv273-seacev3-1198502-2026-09-18T10:22:21.871107-05:00,1198502,21228727,85101503,Servicio para administrar consultorios médicos,UNSPSC
ocds-dgv273-seacev3-1194399,ocds-dgv273-seacev3-1194399-2026-09-18T10:22:21.834325-05:00,1194399,21218922,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1194323,ocds-dgv273-seacev3-1194323-2026-09-18T10:22:10.508254-05:00,1194323,21218818,24101601,Ascensores,UNSPSC
ocds-dgv273-seacev3-2026-1642-15,ocds-dgv273-seacev3-2026-1642-15-2026-09-18T10:22:10.491456-05:00,1201519,21238120,72121408,Servicios de construcción de estadios,UNSPSC
ocds-dgv273-seacev3-2026-1586-3,ocds-dgv273-seacev3-2026-1586-3-2026-09-18T10:22:10.452318-05:00,1201776,21238686,72154013,Servicios de construcción de cercos,UNSPSC
ocds-dgv273-seacev3-2026-1214-11,ocds-dgv273-seacev3-2026-1214-11-2026-09-18T10:22:10.403345-05:00,1193469,21216500,72121101,Servicios de construcción de nuevos edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1199323,ocds-dgv273-seacev3-1199323-2026-09-18T10:22:10.368427-05:00,1199323,21231206,81151804,Estudios hidrológicos,UNSPSC
ocds-dgv273-seacev3-1217419,ocds-dgv273-seacev3-1217419-2026-09-17T10:20:16.969688-05:00,1217419,21283350,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1193104,ocds-dgv273-seacev3-1193104-2026-09-17T10:20:16.911704-05:00,1193104,21215464,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-1202951,ocds-dgv273-seacev3-1202951-2026-09-17T10:20:16.749749-05:00,1202951,21241069,72141001,Servicios de construcción de pistas y carreteras nuevas,UNSPSC
ocds-dgv273-seacev3-2026-49-97,ocds-dgv273-seacev3-2026-49-97-2026-09-17T10:20:16.708827-05:00,1196857,21224621,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1228411,ocds-dgv273-seacev3-1228411-2026-09-17T10:20:07.498012-05:00,1228411,21314987,72141003,Servicios de mantenimiento de pistas y carreteras,UNSPSC
ocds-dgv273-seacev3-1198232,ocds-dgv273-seacev3-1198232-2026-09-17T10:20:07.094851-05:00,1198232,21228088,30111505,Hormigón premezclado,UNSPSC
ocds-dgv273-seacev3-1192483,ocds-dgv273-seacev3-1192483-2026-09-17T10:20:07.002474-05:00,1192483,21214185,72141128,Servicio de remodelación  y/o construcción de plazas públicas,UNSPSC
ocds-dgv273-seacev3-1194071,ocds-dgv273-seacev3-1194071-2026-09-17T10:20:06.968036-05:00,1194071,21218039,81101510,Ingeniería de carreteras,UNSPSC
ocds-dgv273-seacev3-2026-2373-10,ocds-dgv273-seacev3-2026-2373-10-2026-09-17T10:20:06.920019-05:00,1195189,21221002,72141121,Servicios de construcción de tuberías principales de agua,UNSPSC
ocds-dgv273-seacev3-2026-23305-10,ocds-dgv273-seacev3-2026-23305-10-2026-09-17T10:19:55.563645-05:00,1195329,21221561,30111601,Cemento,UNSPSC
ocds-dgv273-seacev3-1193276,ocds-dgv273-seacev3-1193276-2026-09-17T10:19:55.501507-05:00,1193276,21216057,42312102,Aparatos de ostomía,UNSPSC
ocds-dgv273-seacev3-1217393,ocds-dgv273-seacev3-1217393-2026-09-17T10:19:44.082316-05:00,1217393,21283342,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217449,ocds-dgv273-seacev3-1217449-2026-09-17T10:19:43.892140-05:00,1217449,21283538,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217374,ocds-dgv273-seacev3-1217374-2026-09-17T10:19:33.583780-05:00,1217374,21283280,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-2026-757-12,ocds-dgv273-seacev3-2026-757-12-2026-09-17T10:19:32.661061-05:00,1194445,21219026,72101507,Servicio de mantenimiento de edificios,UNSPSC
ocds-dgv273-seacev3-2026-2383-108,ocds-dgv273-seacev3-2026-2383-108-2026-09-17T10:19:32.491942-05:00,1201815,21238813,72121103,Servicios de renovación y reparación de edificios comerciales y de oficinas,UNSPSC
ocds-dgv273-seacev3-1248024,ocds-dgv273-seacev3-1248024-2026-09-17T10:19:24.317629-05:00,1248024,21364637,72121406,Servicios de construcción de escuelas,UNSPSC
ocds-dgv273-seacev3-1217478,ocds-dgv273-seacev3-1217478-2026-09-17T10:19:23.023264-05:00,1217478,21283497,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1217076,ocds-dgv273-seacev3-1217076-2026-09-17T10:19:22.948338-05:00,1217076,21282258,50221108,Grano de arroz,UNSPSC
ocds-dgv273-seacev3-1196383,ocds-dgv273-seacev3-1196383-2026-09-17T10:19:22.161078-05:00,1196383,21223626,72141106,Servicios de construcción de caminos de grava o tierra,UNSPSC
ocds-dgv273-seacev3-1198421,ocds-dgv273-seacev3-1198421-2026-09-17T10:19:22.021278-05:00,1198421,21228650,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-2026-2543-389,ocds-dgv273-seacev3-2026-2543-389-2026-09-17T10:19:21.975191-05:00,1195635,21222176,42295525,Implantes de tejidos biológicos,UNSPSC
ocds-dgv273-seacev3-1198087,ocds-dgv273-seacev3-1198087-2026-09-17T10:19:10.288651-05:00,1198087,21227693,70171709,Servicios de administración de sistemas de riego,UNSPSC
ocds-dgv273-seacev3-1196266,ocds-dgv273-seacev3-1196266-2026-09-17T10:19:10.256395-05:00,1196266,21223329,72153102,Servicios de construcción de campos deportivos interiores,UNSPSC
ocds-dgv273-seacev3-1217485,ocds-dgv273-seacev3-1217485-2026-09-16T10:19:10.601275-05:00,1217485,21283505,80131502,Alquiler de instalaciones comerciales o industriales,UNSPSC
ocds-dgv273-seacev3-1200968,ocds-dgv273-seacev3-1200968-2026-09-16T10:19:09.515446-05:00,1200968,21236399,92101501,Servicios de vigilancia,UNSPSC
ocds-dgv273-seacev3-1197925,ocds-dgv273-seacev3-1197925-2026-09-16T10:19:09.388008-05:00,1197925,21227291,81101515,Ingeniería de infraestructura de plantas o instalaciones,UNSPSC
