Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Fuentes:ID,Entrega compilada:Fuentes:Nombre,Entrega compilada:Fuentes:URL
ocds-dgv273-seacev3-1185498,ocds-dgv273-seacev3-1185498-2026-05-24T10:08:54.888957-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1201771,ocds-dgv273-seacev3-1201771-2026-05-24T10:08:27.480719-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1952-104,ocds-dgv273-seacev3-2026-1952-104-2026-05-23T10:25:02.847883-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184763,ocds-dgv273-seacev3-1184763-2026-05-23T10:24:50.541559-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185645,ocds-dgv273-seacev3-1185645-2026-05-23T10:24:40.244698-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-614-4,ocds-dgv273-seacev3-2026-614-4-2026-05-23T10:24:18.116322-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1952-88,ocds-dgv273-seacev3-2026-1952-88-2026-05-22T10:33:28.151845-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1952-106,ocds-dgv273-seacev3-2026-1952-106-2026-05-22T10:33:18.257037-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1952-58,ocds-dgv273-seacev3-2026-1952-58-2026-05-22T10:32:55.468850-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1952-63,ocds-dgv273-seacev3-2026-1952-63-2026-05-22T10:32:54.476720-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185180,ocds-dgv273-seacev3-1185180-2026-05-22T10:32:42.951392-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185950,ocds-dgv273-seacev3-1185950-2026-05-22T10:32:42.493857-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1952-66,ocds-dgv273-seacev3-2026-1952-66-2026-05-22T10:32:35.041789-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1209019,ocds-dgv273-seacev3-1209019-2026-05-20T10:30:44.207637-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184984,ocds-dgv273-seacev3-1184984-2026-05-20T10:30:31.313077-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185241,ocds-dgv273-seacev3-1185241-2026-05-17T10:12:51.259846-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1200682,ocds-dgv273-seacev3-1200682-2026-05-17T10:12:44.164941-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185112,ocds-dgv273-seacev3-1185112-2026-05-17T10:12:31.918102-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185438,ocds-dgv273-seacev3-1185438-2026-05-16T10:22:15.225846-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-2430-9,ocds-dgv273-seacev3-2026-2430-9-2026-05-16T10:21:54.612321-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-10438-1,ocds-dgv273-seacev3-2026-10438-1-2026-05-16T10:21:54.335160-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1209799,ocds-dgv273-seacev3-1209799-2026-05-16T10:21:49.606841-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1186003,ocds-dgv273-seacev3-1186003-2026-05-16T10:21:42.734350-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184999,ocds-dgv273-seacev3-1184999-2026-05-16T10:21:42.674647-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184399,ocds-dgv273-seacev3-1184399-2026-05-16T10:21:21.094279-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-399-15,ocds-dgv273-seacev3-2026-399-15-2026-05-16T10:21:20.915003-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185785,ocds-dgv273-seacev3-1185785-2026-05-15T10:34:14.770560-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-10406-5,ocds-dgv273-seacev3-2026-10406-5-2026-05-15T10:34:05.780955-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-215-3,ocds-dgv273-seacev3-2026-215-3-2026-05-15T10:33:43.000647-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1187329,ocds-dgv273-seacev3-1187329-2026-05-15T10:33:20.139448-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184359,ocds-dgv273-seacev3-1184359-2026-05-15T10:33:09.355578-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185265,ocds-dgv273-seacev3-1185265-2026-05-15T10:32:58.143933-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-2426-54,ocds-dgv273-seacev3-2026-2426-54-2026-05-13T10:35:04.993511-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185474,ocds-dgv273-seacev3-1185474-2026-05-13T10:34:54.175169-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-680-2,ocds-dgv273-seacev3-2026-680-2-2026-05-13T10:34:43.538162-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1200154,ocds-dgv273-seacev3-1200154-2026-05-10T21:37:30.638806-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185554,ocds-dgv273-seacev3-1185554-2026-05-10T21:37:30.576784-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1874-2,ocds-dgv273-seacev3-2026-1874-2-2026-05-10T21:37:09.790089-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1177104,ocds-dgv273-seacev3-1177104-2026-05-10T21:37:09.765225-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-10406-1,ocds-dgv273-seacev3-2026-10406-1-2026-05-10T21:36:48.312383-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185350,ocds-dgv273-seacev3-1185350-2026-05-08T10:37:40.308846-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1202545,ocds-dgv273-seacev3-1202545-2026-05-08T10:37:32.166698-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1632-5,ocds-dgv273-seacev3-2026-1632-5-2026-05-08T10:36:45.254142-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1197127,ocds-dgv273-seacev3-1197127-2026-05-07T10:36:18.471673-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185148,ocds-dgv273-seacev3-1185148-2026-05-07T10:36:03.386254-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185343,ocds-dgv273-seacev3-1185343-2026-05-07T10:35:40.217585-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-740-1,ocds-dgv273-seacev3-2026-740-1-2026-05-07T10:35:40.200746-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1155-34,ocds-dgv273-seacev3-2026-1155-34-2026-05-07T10:35:03.693744-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-551-2,ocds-dgv273-seacev3-2026-551-2-2026-05-06T10:33:22.153747-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185210,ocds-dgv273-seacev3-1185210-2026-05-06T10:33:22.094408-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185891,ocds-dgv273-seacev3-1185891-2026-05-06T10:33:12.718486-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-20006-2,ocds-dgv273-seacev3-2026-20006-2-2026-05-06T10:33:12.611539-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-403-1,ocds-dgv273-seacev3-2026-403-1-2026-05-06T10:33:01.058514-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-10589-2,ocds-dgv273-seacev3-2026-10589-2-2026-05-02T10:08:27.572332-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185953,ocds-dgv273-seacev3-1185953-2026-05-02T10:08:09.117938-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-755-2,ocds-dgv273-seacev3-2026-755-2-2026-05-01T10:33:45.528380-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184665,ocds-dgv273-seacev3-1184665-2026-05-01T10:33:33.911477-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1209871,ocds-dgv273-seacev3-1209871-2026-04-30T10:19:56.307993-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1198399,ocds-dgv273-seacev3-1198399-2026-04-30T10:19:46.373882-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185503,ocds-dgv273-seacev3-1185503-2026-04-30T10:19:44.881123-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1193066,ocds-dgv273-seacev3-1193066-2026-04-30T10:19:03.282187-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1192250,ocds-dgv273-seacev3-1192250-2026-04-29T10:18:48.271915-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1288-1,ocds-dgv273-seacev3-2026-1288-1-2026-04-29T10:18:22.583653-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184820,ocds-dgv273-seacev3-1184820-2026-04-26T10:13:37.940104-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185111,ocds-dgv273-seacev3-1185111-2026-04-26T10:13:30.290621-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184813,ocds-dgv273-seacev3-1184813-2026-04-26T10:13:29.874324-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184797,ocds-dgv273-seacev3-1184797-2026-04-26T10:13:19.101110-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1184839,ocds-dgv273-seacev3-1184839-2026-04-26T10:13:19.041323-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1199480,ocds-dgv273-seacev3-1199480-2026-04-26T10:13:04.923365-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185455,ocds-dgv273-seacev3-1185455-2026-04-26T10:13:00.804089-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1187892,ocds-dgv273-seacev3-1187892-2026-04-25T10:20:25.154064-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-10001-10,ocds-dgv273-seacev3-2026-10001-10-2026-04-25T10:20:13.117992-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185504,ocds-dgv273-seacev3-1185504-2026-04-25T10:19:50.800644-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-51-1,ocds-dgv273-seacev3-2026-51-1-2026-04-25T10:19:30.233941-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185993,ocds-dgv273-seacev3-1185993-2026-04-24T10:19:40.354381-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1191105,ocds-dgv273-seacev3-1191105-2026-04-24T10:18:56.486458-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1197675,ocds-dgv273-seacev3-1197675-2026-04-24T10:18:28.444608-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185879,ocds-dgv273-seacev3-1185879-2026-04-24T10:18:22.956216-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-642-1,ocds-dgv273-seacev3-2026-642-1-2026-04-23T10:35:58.746516-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1187208,ocds-dgv273-seacev3-1187208-2026-04-22T10:35:40.812473-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1194406,ocds-dgv273-seacev3-1194406-2026-04-22T10:35:37.636442-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1207362,ocds-dgv273-seacev3-1207362-2026-04-22T10:35:36.423767-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1207379,ocds-dgv273-seacev3-1207379-2026-04-22T10:35:23.945270-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1207404,ocds-dgv273-seacev3-1207404-2026-04-22T10:35:22.874969-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-74929-6,ocds-dgv273-seacev3-2026-74929-6-2026-04-22T10:35:20.118413-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185620,ocds-dgv273-seacev3-1185620-2026-04-22T10:35:19.990095-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185527,ocds-dgv273-seacev3-1185527-2026-04-22T10:35:19.721911-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-1185434,ocds-dgv273-seacev3-1185434-2026-04-22T10:35:19.061454-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1320-6,ocds-dgv273-seacev3-2026-1320-6-2026-04-22T10:35:08.616934-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
ocds-dgv273-seacev3-2026-1085-1,ocds-dgv273-seacev3-2026-1085-1-2026-04-22T10:34:58.659539-05:00,seace_v3,Sistema Electrónico de Contrataciones del Estado - Versión 3,https://prodapp2.seace.gob.pe/seacebus-uiwd-pub/buscadorPublico/buscadorPublico.xhtml
