Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Licitación:ID de licitación,Entrega compilada:Licitación:Documentos:ID,Entrega compilada:Licitación:Documentos:URL,Entrega compilada:Licitación:Documentos:Fecha de publicación,Entrega compilada:Licitación:Documentos:Formato,Entrega compilada:Licitación:Documentos:Tipo de Documento,Entrega compilada:Licitación:Documentos:Título,Entrega compilada:Licitación:Documentos:Idioma,Entrega compilada:Licitación:Documentos:Fecha de modificación,Entrega compilada:Licitación:Documentos:Descripción
ocds-dgv273-seacev3-2026-614-4,ocds-dgv273-seacev3-2026-614-4-2026-05-23T10:24:18.116322-05:00,1185583,24831474985859648,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4f1e7443-6eaa-4ce7-beda-e4719140cf40,2026-02-24T16:48:36-05:00,rar,biddingDocuments,Bases Integradas,es,2026-02-24T16:48:36-05:00,
ocds-dgv273-seacev3-2026-614-4,ocds-dgv273-seacev3-2026-614-4-2026-05-23T10:24:18.116322-05:00,1185583,24831474985872078,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=df2e9423-98ee-47c9-a6a5-9b1a71db22a8,2026-03-09T17:49:49-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-614-4,ocds-dgv273-seacev3-2026-614-4-2026-05-23T10:24:18.116322-05:00,1185583,24831474985872079,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d3ed5414-0cb7-42f4-b39a-8f2cf8f0a9f4,2026-03-09T17:49:50-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-2026-614-4,ocds-dgv273-seacev3-2026-614-4-2026-05-23T10:24:18.116322-05:00,1185583,24831474985872080,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5c23dc7f-b60e-4be2-9489-afadf6b0bf92,2026-03-09T17:49:50-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1952-88,ocds-dgv273-seacev3-2026-1952-88-2026-05-22T10:33:28.151845-05:00,1187180,24831474985852201,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1f7e4f3a-a3a3-4f7c-ba1b-801fe16f9eaa,2026-02-16T15:16:02-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-1952-88,ocds-dgv273-seacev3-2026-1952-88-2026-05-22T10:33:28.151845-05:00,1187180,24831474985852202,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4f6eb697-a85e-410a-bbdc-cf1b40f07e0e,2026-02-16T15:16:03-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1952-88,ocds-dgv273-seacev3-2026-1952-88-2026-05-22T10:33:28.151845-05:00,1187180,24831474985852166,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=db0dac92-0605-4ef4-ab8d-b7d0b0e7143c,2026-02-16T15:01:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-2026-1952-106,ocds-dgv273-seacev3-2026-1952-106-2026-05-22T10:33:18.257037-05:00,1187184,24831474985854683,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3b1f7158-aa4e-4f5e-a2b5-23d46ed89691,2026-02-18T18:13:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-2026-1952-106,ocds-dgv273-seacev3-2026-1952-106-2026-05-22T10:33:18.257037-05:00,1187184,24831474985854712,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=856fa4a1-4524-40fe-aa88-caf7a2201e0e,2026-02-18T18:22:46-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-1952-106,ocds-dgv273-seacev3-2026-1952-106-2026-05-22T10:33:18.257037-05:00,1187184,24831474985854713,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=eb27d5dd-f480-4fb0-956f-de340d767211,2026-02-18T18:22:46-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1952-58,ocds-dgv273-seacev3-2026-1952-58-2026-05-22T10:32:55.468850-05:00,1187138,24831474985854225,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=22a2803a-51b2-4d2b-a415-5c4bb343acd1,2026-02-18T12:30:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-2026-1952-58,ocds-dgv273-seacev3-2026-1952-58-2026-05-22T10:32:55.468850-05:00,1187138,24831474985854229,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=3842b4ed-accb-44e5-84a0-f134619dbdc8,2026-02-18T12:36:15-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-1952-58,ocds-dgv273-seacev3-2026-1952-58-2026-05-22T10:32:55.468850-05:00,1187138,24831474985854230,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=42c383cf-fb17-4281-a7c7-58a8e395a504,2026-02-18T12:36:15-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1952-63,ocds-dgv273-seacev3-2026-1952-63-2026-05-22T10:32:54.476720-05:00,1187195,24831474985854761,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1690faae-0ecd-46ba-91e6-00eb4835b8a5,2026-02-18T18:39:56-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-1952-63,ocds-dgv273-seacev3-2026-1952-63-2026-05-22T10:32:54.476720-05:00,1187195,24831474985854762,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=96858c30-1d7f-4d09-98cf-9d4eb6e6edf1,2026-02-18T18:39:57-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1952-63,ocds-dgv273-seacev3-2026-1952-63-2026-05-22T10:32:54.476720-05:00,1187195,24831474985854729,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fd5a5a25-46bd-4344-adab-094334ca89a5,2026-02-18T18:30:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1185180,ocds-dgv273-seacev3-1185180-2026-05-22T10:32:42.951392-05:00,1185180,24831474985837938,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f5822a08-b766-4e3d-9e72-2082ff2e6120,2026-01-23T15:41:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1185180,ocds-dgv273-seacev3-1185180-2026-05-22T10:32:42.951392-05:00,1185180,24831474985844742,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4e82152e-d379-4998-9484-7b815751761a,2026-02-04T17:44:14-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1185950,ocds-dgv273-seacev3-1185950-2026-05-22T10:32:42.493857-05:00,1185950,24831474985842134,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f9ae1741-4963-46d3-8c95-769b3e043785,2026-01-30T17:59:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1185950,ocds-dgv273-seacev3-1185950-2026-05-22T10:32:42.493857-05:00,1185950,24831474985849310,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=fdc35f24-c2f3-40ee-88e3-724064663612,2026-02-11T16:57:25-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1952-66,ocds-dgv273-seacev3-2026-1952-66-2026-05-22T10:32:35.041789-05:00,1187167,24831474985852161,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=51dbe8d5-3db0-4927-8c2b-620155599d52,2026-02-16T14:55:01-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-1952-66,ocds-dgv273-seacev3-2026-1952-66-2026-05-22T10:32:35.041789-05:00,1187167,24831474985852162,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=bca1ebfc-352b-4c6b-a3b8-fa4ec749bec5,2026-02-16T14:55:01-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1952-66,ocds-dgv273-seacev3-2026-1952-66-2026-05-22T10:32:35.041789-05:00,1187167,24831474985852160,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=21498f97-e0d8-4e2d-a2d8-43b063569bc6,2026-02-16T14:49:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,1186177,24831474985843269,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5e944497-92f0-4a7b-94ff-4ce2497c1454,2026-02-02T22:14:57-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-02T22:14:59-05:00,
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,1186177,24831474985843270,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=4f3ea8c8-9875-47a1-a9db-e4da837724ff,2026-02-02T22:14:59-05:00,zip,biddingDocuments,Bases Integradas,es,2026-02-02T22:14:59-05:00,
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,1186177,24831474985836832,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7a853d03-0728-4762-9289-9da13ba4eee2,2026-01-21T20:22:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-02T22:14:59-05:00,
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,1186177,24831474985847997,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=008fc329-b98c-472b-a460-f81039b64051,2026-02-10T12:44:53-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,1186177,24831474985847998,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7c8b12c1-bba2-4d6e-912b-a355c8ebe22c,2026-02-10T12:44:53-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,1186177,24831474985847999,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=eb7345d8-06ad-4b08-8541-79e00624f3a3,2026-02-10T12:44:54-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,1185525,24831474985839973,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c34245f4-acd1-4eb8-89e0-1273b40d198f,2026-01-27T21:42:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-26T17:06:56-05:00,
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,1185525,24831474985862430,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ebbbc0a4-f925-4c34-8bb8-34d597f01e16,2026-02-26T17:06:56-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-26T17:06:56-05:00,
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,1185525,24831474985862431,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=48c1a8b7-60bf-45bb-b0dd-1a1c2c9fa125,2026-02-26T17:06:56-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-02-26T17:06:56-05:00,
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,1185525,24831474985912780,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ff41e288-7dbb-43a4-9800-63d2b9df560f,2026-04-14T18:16:04-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,1185525,24831474985912781,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c1c6813c-cc0e-4d31-b40c-029b339fedbb,2026-04-14T18:16:04-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,1185525,24831474985912782,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=f1bbd4c8-52b0-4e10-abd5-08e39a764325,2026-04-14T18:16:04-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,1188075,24831474985838819,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5ffc10ac-6250-4302-a072-62d3f5a6b285,2026-01-26T17:26:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-12T17:02:17-05:00,
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,1188075,24831474985850388,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=29dbd664-be9c-45de-9099-d103226863ef,2026-02-12T17:02:17-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-12T17:02:17-05:00,
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,1188075,24831474985850389,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=44b89df2-dc47-456c-8f94-c731cc078995,2026-02-12T17:02:17-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-02-12T17:02:17-05:00,
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,1188075,24831474985858823,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=ae6e0a03-7a8f-4581-9001-e51524049658,2026-02-23T21:45:43-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,1188075,24831474985858824,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d95da1e5-0bb7-4060-abff-674cf8d599ea,2026-02-23T21:45:44-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,1188075,24831474985858825,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1c5c7bb2-f93f-4d4c-ae44-e4aa8925f573,2026-02-23T21:45:44-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,1185171,24831474985838137,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=91f63827-1551-4885-8b38-6c94d76fd60c,2026-01-23T17:20:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-01-30T15:38:36-05:00,
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,1185171,24831474985841942,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=bc4bb1a3-3c66-4e95-8ef1-5960b26095a9,2026-01-30T15:38:36-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-01-30T15:38:36-05:00,
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,1185171,24831474985841943,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=6d2ad0c9-5e80-48cf-b825-29f7c32e6701,2026-01-30T15:38:36-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-01-30T15:38:36-05:00,
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,1185171,24831474985846422,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=a216df87-ff1f-4c3d-95ce-b7b079392428,2026-02-06T16:52:39-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,1185171,24831474985846423,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2ecc5d9f-a6f5-46cb-8875-c80822e4c01b,2026-02-06T16:52:39-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,1185171,24831474985846424,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0ae46700-156d-4cb8-86db-af04ec2653be,2026-02-06T16:52:39-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,1185502,24831474985839746,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=44d06c8a-6bfc-4fad-825b-f2fb4fc35382,2026-01-27T18:17:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-04T15:51:40-05:00,
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,1185502,24831474985844523,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0fa44a39-69f7-4190-9239-16d39d88ea25,2026-02-04T15:51:40-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-04T15:51:40-05:00,
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,1185502,24831474985844524,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1f19fdd2-4796-46c2-9c84-33aa3ae2bf2d,2026-02-04T15:51:40-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-02-04T15:51:40-05:00,
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,1185502,24831474985850368,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=5f1fe41d-cd5c-4f8c-bb3f-da763b22e283,2026-02-12T17:11:58-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,1185502,24831474985850369,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9c765680-34f8-4343-87ba-9770c1e93ffd,2026-02-12T17:11:58-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,1185502,24831474985850370,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=e78e96f9-e6eb-409b-85bb-80fe69a4ae3a,2026-02-12T17:11:59-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,1185314,24831474985838647,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8359d20d-10bb-43b8-8bfa-cb79e96f696a,2026-01-26T15:28:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-04T21:22:49-05:00,
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,1185314,24831474985838648,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=9e139b0a-8daf-412f-8ba0-a73a7d86d465,2026-01-26T15:28:00-05:00,pdf,evaluationReports,Informe que sustenta la declaratoria de Desierto,es,2026-02-04T21:22:49-05:00,
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,1185314,24831474985844998,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d8f1615d-8fb5-4c9f-b41d-b2f3bf261296,2026-02-04T21:22:49-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-04T21:22:49-05:00,
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,1185314,24831474985845019,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=7bde5256-dc4f-4c59-86c9-bfe3d064a1f0,2026-02-04T21:22:49-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-02-04T21:22:49-05:00,
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,1185314,24831474985852172,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=d864ccb3-44fe-45da-b446-75da62b4376b,2026-02-16T15:29:13-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,1185314,24831474985852173,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=2cd48f17-82c0-4638-a428-b28822e6ce85,2026-02-16T15:29:14-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,1185314,24831474985852174,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=60f7733e-949b-4b73-9364-1e6b09e6a2e2,2026-02-16T15:29:15-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,1210211,24831474985930445,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=c1eb3b0c-bac3-44b2-9a1d-bee78a897c77,2026-01-27T17:02:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-02-03T21:55:56-05:00,
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,1210211,24831474985930443,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=8ae6b431-a72c-4e99-a674-1a0798d76678,2026-02-03T21:55:56-05:00,pdf,clarifications,Pliego de absolución de consultas y observaciones,es,2026-02-03T21:55:56-05:00,
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,1210211,24831474985930444,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=10711a4b-ecff-4861-b843-4a0eb62d8a84,2026-02-03T21:55:56-05:00,pdf,biddingDocuments,Bases Integradas,es,2026-02-03T21:55:56-05:00,
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,1210211,24831474985930446,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=cfc74b6a-29eb-4ded-b73b-c94edc209aad,2026-02-10T11:05:16-05:00,zip,biddingDocuments,Documentos de Presentación de Propuestas,es,,
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,1210211,24831474985930791,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=76729d88-f955-4e68-9e23-8964e394794f,2026-04-28T12:16:36-05:00,zip,evaluationReports,Documentos de Calificación y Evaluación,es,,
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,1210211,24831474985930792,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=1f4131b6-10c9-4da5-860a-a735d6373697,2026-04-28T12:16:37-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1209019,ocds-dgv273-seacev3-1209019-2026-05-20T10:30:44.207637-05:00,1209019,24831474985925931,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=269db154-cefd-49a0-8ad9-e13b973d39e7,2026-01-27T17:42:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,,
ocds-dgv273-seacev3-1209019,ocds-dgv273-seacev3-1209019-2026-05-20T10:30:44.207637-05:00,1209019,24831474985926365,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=0c367deb-c3e1-4ae3-9586-52416cc03510,2026-04-23T19:12:10-05:00,zip,awardNotice,Documentos de Otorgamiento de Buena Pro,es,,
ocds-dgv273-seacev3-1184984,ocds-dgv273-seacev3-1184984-2026-05-20T10:30:31.313077-05:00,1184984,24831474985836903,https://prod1.seace.gob.pe/SeaceWeb-PRO/SdescargarArchivoAlfresco?fileCode=652b9288-cdb5-4d41-a0f7-cb37e4ddf13f,2026-01-21T20:49:00-05:00,pdf,biddingDocuments,Bases Administrativas,es,2026-01-30T00:31:57-05:00,
