Open Contracting ID,Entrega compilada:ID de Entrega,Entrega compilada:Partes involucradas:ID de Entidad,Entrega compilada:Partes involucradas:Identificadores adicionales:ID,Entrega compilada:Partes involucradas:Identificadores adicionales:Esquema,Entrega compilada:Partes involucradas:Identificadores adicionales:Nombre Legal
ocds-dgv273-seacev3-2026-780-1,ocds-dgv273-seacev3-2026-780-1-2026-07-17T10:26:14.869579-05:00,PE-CONSUCODE-780,20177429229,PE-RUC,MUNICIPALIDAD DISTRITAL DE YANATILE
ocds-dgv273-seacev3-2026-200168-123,ocds-dgv273-seacev3-2026-200168-123-2026-07-16T10:26:07.174754-05:00,PE-CONSUCODE-200168,20511366594,PE-RUC,PODER JUDICIAL - UNIDAD DE COORDINACION DE PROYECTOS DEL PODER JUDICIAL
ocds-dgv273-seacev3-1222693,ocds-dgv273-seacev3-1222693-2026-07-16T10:25:38.954689-05:00,PE-CONSUCODE-755,20154432516,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANTIAGO - CUSCO
ocds-dgv273-seacev3-2026-200168-66,ocds-dgv273-seacev3-2026-200168-66-2026-07-16T10:25:13.403077-05:00,PE-CONSUCODE-200168,20511366594,PE-RUC,PODER JUDICIAL - UNIDAD DE COORDINACION DE PROYECTOS DEL PODER JUDICIAL
ocds-dgv273-seacev3-2026-200529-1,ocds-dgv273-seacev3-2026-200529-1-2026-07-16T10:25:11.209835-05:00,PE-CONSUCODE-200529,20568448309,PE-RUC,GOBIERNO REGIONAL DE JUNIN - UNIDAD EJECUTORA EDUCACION CHANCHAMAYO
ocds-dgv273-seacev3-1185486,ocds-dgv273-seacev3-1185486-2026-07-16T10:24:59.156686-05:00,PE-CONSUCODE-204971,20608392999,PE-RUC,MUNICIPALIDAD DISTRITAL DE AHUAYRO
ocds-dgv273-seacev3-2026-422-19,ocds-dgv273-seacev3-2026-422-19-2026-07-16T10:24:59.066089-05:00,PE-CONSUCODE-422,20173809663,PE-RUC,MUNICIPALIDAD DISTRITAL DE YURA
ocds-dgv273-seacev3-2026-1387-3,ocds-dgv273-seacev3-2026-1387-3-2026-07-15T10:30:49.972056-05:00,PE-CONSUCODE-1387,20172318551,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANTA MARIA
ocds-dgv273-seacev3-1185079,ocds-dgv273-seacev3-1185079-2026-07-15T10:30:39.277143-05:00,PE-CONSUCODE-202,20186465793,PE-RUC,MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL
ocds-dgv273-seacev3-1187946,ocds-dgv273-seacev3-1187946-2026-07-15T10:30:16.077232-05:00,PE-CONSUCODE-200025,20207553698,PE-RUC,PROGRAMA NACIONAL DE SANEAMIENTO URBANO
ocds-dgv273-seacev3-1187938,ocds-dgv273-seacev3-1187938-2026-07-15T10:30:15.931642-05:00,PE-CONSUCODE-200025,20207553698,PE-RUC,PROGRAMA NACIONAL DE SANEAMIENTO URBANO
ocds-dgv273-seacev3-1187927,ocds-dgv273-seacev3-1187927-2026-07-15T10:30:05.048634-05:00,PE-CONSUCODE-200025,20207553698,PE-RUC,PROGRAMA NACIONAL DE SANEAMIENTO URBANO
ocds-dgv273-seacev3-2026-2393-1,ocds-dgv273-seacev3-2026-2393-1-2026-07-13T10:20:01.446697-05:00,PE-CONSUCODE-2393,20216293593,PE-RUC,EMPRESA DE GENERACION ELECTRICA DE AREQUIPA S.A. - EGASA
ocds-dgv273-seacev3-1186233,ocds-dgv273-seacev3-1186233-2026-07-13T10:19:51.184248-05:00,PE-CONSUCODE-200475,20548776920,PE-RUC,PROGRAMA NACIONAL DE SANEAMIENTO RURAL
ocds-dgv273-seacev3-2026-1308-1,ocds-dgv273-seacev3-2026-1308-1-2026-07-11T10:22:10.103138-05:00,PE-CONSUCODE-1308,20131378468,PE-RUC,MUNICIPALIDAD DISTRITAL DE ANCON
ocds-dgv273-seacev3-2026-1876-2,ocds-dgv273-seacev3-2026-1876-2-2026-07-11T10:21:47.562562-05:00,PE-CONSUCODE-1876,20198772306,PE-RUC,MUNICIPALIDAD DISTRITAL DE NUEVA REQUENA
ocds-dgv273-seacev3-1185762,ocds-dgv273-seacev3-1185762-2026-07-10T10:40:56.842393-05:00,PE-CONSUCODE-735,20175083937,PE-RUC,MUNICIPALIDAD PROVINCIAL DE SAN MARCOS - PEDRO GALVEZ
ocds-dgv273-seacev3-1188225,ocds-dgv273-seacev3-1188225-2026-07-10T10:40:56.791728-05:00,PE-CONSUCODE-874,20191121954,PE-RUC,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA
ocds-dgv273-seacev3-2026-1952-82,ocds-dgv273-seacev3-2026-1952-82-2026-07-08T12:25:23.342838-05:00,PE-CONSUCODE-1952,20419026809,PE-RUC,ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES
ocds-dgv273-seacev3-1185257,ocds-dgv273-seacev3-1185257-2026-07-08T12:25:00.237525-05:00,PE-CONSUCODE-10267,20370188131,PE-RUC,INPE - OFICINA REGIONAL SUR AREQUIPA
ocds-dgv273-seacev3-1199580,ocds-dgv273-seacev3-1199580-2026-07-08T12:25:00.218135-05:00,PE-CONSUCODE-422,20173809663,PE-RUC,MUNICIPALIDAD DISTRITAL DE YURA
ocds-dgv273-seacev3-1184307,ocds-dgv273-seacev3-1184307-2026-07-08T12:25:00.126409-05:00,PE-CONSUCODE-200386,20491363402,PE-RUC,UNIVERSIDAD NACIONAL DE CAÑETE
ocds-dgv273-seacev3-1184662,ocds-dgv273-seacev3-1184662-2026-07-08T12:24:34.289523-05:00,PE-CONSUCODE-200191,20132023540,PE-RUC,EMPRESA REGIONAL DE SERVICIO PUBLICO DE ELECTRICIDAD ELECTRO NOR MEDIO SA HIDRANDINA
ocds-dgv273-seacev3-2026-1172-4,ocds-dgv273-seacev3-2026-1172-4-2026-07-08T12:24:15.767492-05:00,PE-CONSUCODE-1172,20120385004,PE-RUC,MUNICIPALIDAD PROVINCIAL DE YAULI - LA OROYA
ocds-dgv273-seacev3-1229451,ocds-dgv273-seacev3-1229451-2026-07-08T12:23:45.950653-05:00,PE-CONSUCODE-200461,20546677444,PE-RUC,UNIDAD EJECUTORA 003:PROGRAMA MODERNIZACION DEL SISTEMA DE ADMINISTRACION DE JUSTICIA
ocds-dgv273-seacev3-1184899,ocds-dgv273-seacev3-1184899-2026-07-08T12:23:10.035240-05:00,PE-CONSUCODE-278,20282911915,PE-RUC,MUNICIPALIDAD DISTRITAL DE NUEVO CHIMBOTE
ocds-dgv273-seacev3-1185372,ocds-dgv273-seacev3-1185372-2026-07-08T12:22:45.937242-05:00,PE-CONSUCODE-2383,20100152356,PE-RUC,SERVICIO DE AGUA POTABLE Y ALCANTARILLADO DE LIMA - SEDAPAL
ocds-dgv273-seacev3-1214808,ocds-dgv273-seacev3-1214808-2026-06-25T10:28:49.633580-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1215828,ocds-dgv273-seacev3-1215828-2026-06-25T10:28:38.465935-05:00,PE-CONSUCODE-949,20199460375,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS
ocds-dgv273-seacev3-1184577,ocds-dgv273-seacev3-1184577-2026-06-25T10:28:34.760815-05:00,PE-CONSUCODE-949,20199460375,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS
ocds-dgv273-seacev3-2026-1632-1,ocds-dgv273-seacev3-2026-1632-1-2026-06-25T10:28:02.370559-05:00,PE-CONSUCODE-1632,20159215106,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARCAVELICA
ocds-dgv273-seacev3-2026-1879-1,ocds-dgv273-seacev3-2026-1879-1-2026-06-25T10:27:51.561198-05:00,PE-CONSUCODE-1879,20222295166,PE-RUC,MUNICIPALIDAD DISTRITAL DE TAHUANIA
ocds-dgv273-seacev3-1185232,ocds-dgv273-seacev3-1185232-2026-06-24T10:30:59.026480-05:00,PE-CONSUCODE-2364,20136353315,PE-RUC,ENTIDAD PRESTADORA DE SERVICIO DE SANEAMIENTO DE CUSCO S.A.
ocds-dgv273-seacev3-1185964,ocds-dgv273-seacev3-1185964-2026-06-19T10:29:33.032215-05:00,PE-CONSUCODE-369,20161096068,PE-RUC,MUNICIPALIDAD PROVINCIAL DE COTABAMBAS - TAMBOBAMBA
ocds-dgv273-seacev3-1215397,ocds-dgv273-seacev3-1215397-2026-06-19T10:29:24.258904-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1185949,ocds-dgv273-seacev3-1185949-2026-06-18T10:26:11.734219-05:00,PE-CONSUCODE-35,20452393493,PE-RUC,GOBIERNO REGIONAL DE AYACUCHO SEDE CENTRAL
ocds-dgv273-seacev3-1185781,ocds-dgv273-seacev3-1185781-2026-06-18T10:26:11.597464-05:00,PE-CONSUCODE-1191,20175639391,PE-RUC,MUNICIPALIDAD PROVINCIAL DE TRUJILLO
ocds-dgv273-seacev3-1185183,ocds-dgv273-seacev3-1185183-2026-06-18T10:25:49.221621-05:00,PE-CONSUCODE-10361,20143122850,PE-RUC,MINAG - PROYECTO ESPECIAL SIERRA CENTRO SUR
ocds-dgv273-seacev3-1215526,ocds-dgv273-seacev3-1215526-2026-06-17T10:34:09.985616-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1184927,ocds-dgv273-seacev3-1184927-2026-06-17T10:33:18.076008-05:00,PE-CONSUCODE-1560,20168804343,PE-RUC,MUNICIPALIDAD DISTRITAL DE NINACACA
ocds-dgv273-seacev3-1185518,ocds-dgv273-seacev3-1185518-2026-06-17T10:33:07.092956-05:00,PE-CONSUCODE-200405,20207763820,PE-RUC,MUNICIPALIDAD DISTRITAL CONSTITUCION - PASCO
ocds-dgv273-seacev3-1184911,ocds-dgv273-seacev3-1184911-2026-06-14T10:13:31.380353-05:00,PE-CONSUCODE-200396,20568019521,PE-RUC,UNIVERSIDAD NACIONAL INTERCULTURAL DE LA SELVA CENTRAL JUAN SANTOS ATAHUALPA
ocds-dgv273-seacev3-2026-200262-9,ocds-dgv273-seacev3-2026-200262-9-2026-06-14T10:13:21.118273-05:00,PE-CONSUCODE-200262,20525832334,PE-RUC,GOBIERNO REGIONAL DE PIURA-HOSPITAL DE APOYO I SANTA ROSA PIURA
ocds-dgv273-seacev3-1216542,ocds-dgv273-seacev3-1216542-2026-06-14T10:13:17.248964-05:00,PE-CONSUCODE-2365,20115851919,PE-RUC,EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE ILO S.A.
ocds-dgv273-seacev3-1185088,ocds-dgv273-seacev3-1185088-2026-06-14T10:13:12.811565-05:00,PE-CONSUCODE-2365,20115851919,PE-RUC,EMPRESA PRESTADORA DE SERVICIOS DE SANEAMIENTO DE AGUA POTABLE Y ALCANTARILLADO DE ILO S.A.
ocds-dgv273-seacev3-2026-1269-1,ocds-dgv273-seacev3-2026-1269-1-2026-06-14T10:12:52.184735-05:00,PE-CONSUCODE-1269,20217925194,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARMOT
ocds-dgv273-seacev3-1185842,ocds-dgv273-seacev3-1185842-2026-06-13T10:20:36.116891-05:00,PE-CONSUCODE-797,20181709066,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CHUMBIVILCAS - SANTO TOMAS
ocds-dgv273-seacev3-1208168,ocds-dgv273-seacev3-1208168-2026-06-13T10:20:14.044560-05:00,PE-CONSUCODE-1285,20148364975,PE-RUC,MUNICIPALIDAD DISTRITAL DE JOSE LEONARDO ORTIZ
ocds-dgv273-seacev3-1185462,ocds-dgv273-seacev3-1185462-2026-06-11T10:26:17.597779-05:00,PE-CONSUCODE-277,20174909157,PE-RUC,MUNICIPALIDAD DISTRITAL DE COISHCO
ocds-dgv273-seacev3-2026-614-6,ocds-dgv273-seacev3-2026-614-6-2026-06-10T10:32:28.140852-05:00,PE-CONSUCODE-614,20143623042,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA
ocds-dgv273-seacev3-2026-755-1,ocds-dgv273-seacev3-2026-755-1-2026-06-07T10:10:23.255483-05:00,PE-CONSUCODE-755,20154432516,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANTIAGO - CUSCO
ocds-dgv273-seacev3-1184599,ocds-dgv273-seacev3-1184599-2026-06-07T10:10:11.968251-05:00,PE-CONSUCODE-202,20186465793,PE-RUC,MUNICIPALIDAD DISTRITAL DE COMANDANTE NOEL
ocds-dgv273-seacev3-1185677,ocds-dgv273-seacev3-1185677-2026-06-06T10:21:49.791310-05:00,PE-CONSUCODE-690,20217197148,PE-RUC,MUNICIPALIDAD DISTRITAL DE COLASAY
ocds-dgv273-seacev3-1185910,ocds-dgv273-seacev3-1185910-2026-06-06T10:21:37.616488-05:00,PE-CONSUCODE-403,20170422971,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARIANO MELGAR
ocds-dgv273-seacev3-2026-537-2,ocds-dgv273-seacev3-2026-537-2-2026-06-06T10:21:15.825790-05:00,PE-CONSUCODE-537,20143099262,PE-RUC,MUNICIPALIDAD PROVINCIAL DE HUANTA
ocds-dgv273-seacev3-2026-1003026320-1,ocds-dgv273-seacev3-2026-1003026320-1-2026-06-06T10:21:04.022572-05:00,PE-CONSUCODE-205310,20608974661,PE-RUC,GOBIERNO REGIONAL DE AMAZONAS - UGEL INTERCULTURAL BILINGÜE Y RURAL IMAZA - BAGUA
ocds-dgv273-seacev3-1197981,ocds-dgv273-seacev3-1197981-2026-06-05T10:30:49.319817-05:00,PE-CONSUCODE-1599,20191570911,PE-RUC,MUNICIPALIDAD DISTRITAL DE PAIMAS
ocds-dgv273-seacev3-1185807,ocds-dgv273-seacev3-1185807-2026-06-05T10:30:48.672731-05:00,PE-CONSUCODE-201425,20565232356,PE-RUC,MUNICIPALIDAD DISTRITAL DE MI PERU
ocds-dgv273-seacev3-1191891,ocds-dgv273-seacev3-1191891-2026-06-05T10:30:26.901157-05:00,PE-CONSUCODE-680,20220666418,PE-RUC,MUNICIPALIDAD DISTRITAL DE TACABAMBA
ocds-dgv273-seacev3-1185578,ocds-dgv273-seacev3-1185578-2026-06-05T10:29:40.584008-05:00,PE-CONSUCODE-205330,20611127511,PE-RUC,HOSPITAL DE LIMA ESTE - VITARTE
ocds-dgv273-seacev3-2026-10406-2,ocds-dgv273-seacev3-2026-10406-2-2026-06-05T10:29:40.519523-05:00,PE-CONSUCODE-10406,20408299382,PE-RUC,GOBIERNO REGIONAL DE APURIMAC-TRANSPORTES APURIMAC
ocds-dgv273-seacev3-2026-424-2,ocds-dgv273-seacev3-2026-424-2-2026-06-04T10:35:28.537686-05:00,PE-CONSUCODE-424,20311886879,PE-RUC,MUNICIPALIDAD DISTRITAL DE ALTO SELVA ALEGRE
ocds-dgv273-seacev3-1184523,ocds-dgv273-seacev3-1184523-2026-06-03T10:34:13.421814-05:00,PE-CONSUCODE-223,20323089451,PE-RUC,MUNICIPALIDAD DISTRITAL DE RAPAYAN
ocds-dgv273-seacev3-1185401,ocds-dgv273-seacev3-1185401-2026-05-31T10:14:57.382184-05:00,PE-CONSUCODE-224,20166544000,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN MARCOS
ocds-dgv273-seacev3-2026-200462-27,ocds-dgv273-seacev3-2026-200462-27-2026-05-31T10:14:49.154720-05:00,PE-CONSUCODE-200462,20547960051,PE-RUC,PROGRAMA NACIONAL DE ASISTENCIA SOLIDARIA PENSION 65
ocds-dgv273-seacev3-1185858,ocds-dgv273-seacev3-1185858-2026-05-31T10:14:38.304382-05:00,PE-CONSUCODE-202445,20600537416,PE-RUC,MUNICIPALIDAD DISTRITAL DE PUCACOLPA
ocds-dgv273-seacev3-1219975,ocds-dgv273-seacev3-1219975-2026-05-31T10:14:24.509485-05:00,PE-CONSUCODE-27,20291973851,PE-RUC,OFICINA NACIONAL DE PROCESOS ELECTORALES
ocds-dgv273-seacev3-1185047,ocds-dgv273-seacev3-1185047-2026-05-31T10:14:19.344480-05:00,PE-CONSUCODE-1291,20177779041,PE-RUC,MUNICIPALIDAD DISTRITAL DE INCAHUASI
ocds-dgv273-seacev3-1185031,ocds-dgv273-seacev3-1185031-2026-05-30T10:22:59.854962-05:00,PE-CONSUCODE-874,20191121954,PE-RUC,MUNICIPALIDAD PROVINCIAL DE ACOBAMBA
ocds-dgv273-seacev3-2026-200340-4,ocds-dgv273-seacev3-2026-200340-4-2026-05-30T10:22:37.865941-05:00,PE-CONSUCODE-200340,20536902385,PE-RUC,"SUPERINTENDENCIA DE TRANSPORTE TERRESTRE DE PERSONAS, CARGA Y MERCANCIAS"
ocds-dgv273-seacev3-1185540,ocds-dgv273-seacev3-1185540-2026-05-30T10:22:04.766549-05:00,PE-CONSUCODE-1341,20131372427,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN MARTIN DE PORRES
ocds-dgv273-seacev3-1190343,ocds-dgv273-seacev3-1190343-2026-05-29T10:32:09.823789-05:00,PE-CONSUCODE-218,20200033249,PE-RUC,MUNICIPALIDAD DISTRITAL DE HUANTAR
ocds-dgv273-seacev3-2026-1317-1,ocds-dgv273-seacev3-2026-1317-1-2026-05-29T10:31:57.885950-05:00,PE-CONSUCODE-1317,20131377909,PE-RUC,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO
ocds-dgv273-seacev3-2026-217-2,ocds-dgv273-seacev3-2026-217-2-2026-05-28T10:19:57.539022-05:00,PE-CONSUCODE-217,20166604266,PE-RUC,MUNICIPALIDAD DISTRITAL DE HUACHIS
ocds-dgv273-seacev3-1208521,ocds-dgv273-seacev3-1208521-2026-05-28T10:19:26.717812-05:00,PE-CONSUCODE-200133,20493304055,PE-RUC,GOBIERNO REGIONAL DE LORETO - UNIDAD EJECUTORA 305 EDUCACION NAUTA
ocds-dgv273-seacev3-1215805,ocds-dgv273-seacev3-1215805-2026-05-27T10:40:21.981827-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1198786,ocds-dgv273-seacev3-1198786-2026-05-27T10:39:33.916224-05:00,PE-CONSUCODE-1469,20188938354,PE-RUC,MUNICIPALIDAD DISTRITAL DE PARAMONGA
ocds-dgv273-seacev3-1185721,ocds-dgv273-seacev3-1185721-2026-05-27T10:39:32.231894-05:00,PE-CONSUCODE-200306,20532480397,PE-RUC,GOBIERNO REGIONAL DE MOQUEGUA UNIDAD EJECUTORA SUB REGION DE DESARROLLO ILO Nº 003
ocds-dgv273-seacev3-1215793,ocds-dgv273-seacev3-1215793-2026-05-24T10:08:57.947817-05:00,PE-CONSUCODE-10,20131378549,PE-RUC,JURADO NACIONAL DE ELECCIONES
ocds-dgv273-seacev3-1185498,ocds-dgv273-seacev3-1185498-2026-05-24T10:08:54.888957-05:00,PE-CONSUCODE-40,20489250731,PE-RUC,GOBIERNO REGIONAL DE HUANUCO SEDE CENTRAL
ocds-dgv273-seacev3-1201771,ocds-dgv273-seacev3-1201771-2026-05-24T10:08:27.480719-05:00,PE-CONSUCODE-200842,20556097055,PE-RUC,SERVICIO NACIONAL DE CERTIFICACION AMBIENTAL PARA LAS INVERSIONES SOSTENIBLES
ocds-dgv273-seacev3-2026-1952-104,ocds-dgv273-seacev3-2026-1952-104-2026-05-23T10:25:02.847883-05:00,PE-CONSUCODE-1952,20419026809,PE-RUC,ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES
ocds-dgv273-seacev3-1184763,ocds-dgv273-seacev3-1184763-2026-05-23T10:24:50.541559-05:00,PE-CONSUCODE-2452,20100063337,PE-RUC,EMPRESA MUNICIPAL ADMINISTRADORA DE PEAJE DE LIMA S.A.
ocds-dgv273-seacev3-1185645,ocds-dgv273-seacev3-1185645-2026-05-23T10:24:40.244698-05:00,PE-CONSUCODE-12,20131367938,PE-RUC,MINISTERIO DE DEFENSA
ocds-dgv273-seacev3-2026-614-4,ocds-dgv273-seacev3-2026-614-4-2026-05-23T10:24:18.116322-05:00,PE-CONSUCODE-614,20143623042,PE-RUC,MUNICIPALIDAD PROVINCIAL DE CAJAMARCA
ocds-dgv273-seacev3-2026-1952-88,ocds-dgv273-seacev3-2026-1952-88-2026-05-22T10:33:28.151845-05:00,PE-CONSUCODE-1952,20419026809,PE-RUC,ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES
ocds-dgv273-seacev3-2026-1952-106,ocds-dgv273-seacev3-2026-1952-106-2026-05-22T10:33:18.257037-05:00,PE-CONSUCODE-1952,20419026809,PE-RUC,ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES
ocds-dgv273-seacev3-2026-1952-58,ocds-dgv273-seacev3-2026-1952-58-2026-05-22T10:32:55.468850-05:00,PE-CONSUCODE-1952,20419026809,PE-RUC,ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES
ocds-dgv273-seacev3-2026-1952-63,ocds-dgv273-seacev3-2026-1952-63-2026-05-22T10:32:54.476720-05:00,PE-CONSUCODE-1952,20419026809,PE-RUC,ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES
ocds-dgv273-seacev3-1185180,ocds-dgv273-seacev3-1185180-2026-05-22T10:32:42.951392-05:00,PE-CONSUCODE-373,20201520364,PE-RUC,MUNICIPALIDAD DISTRITAL DE MARA
ocds-dgv273-seacev3-1185950,ocds-dgv273-seacev3-1185950-2026-05-22T10:32:42.493857-05:00,PE-CONSUCODE-656,20232258242,PE-RUC,MUNICIPALIDAD DISTRITAL DE PIMPINGOS
ocds-dgv273-seacev3-2026-1952-66,ocds-dgv273-seacev3-2026-1952-66-2026-05-22T10:32:35.041789-05:00,PE-CONSUCODE-1952,20419026809,PE-RUC,ORGANISMO ESPECIALIZADO PARA LAS CONTRATACIONES PUBLICAS EFICIENTES
ocds-dgv273-seacev3-1186177,ocds-dgv273-seacev3-1186177-2026-05-21T10:32:00.859691-05:00,PE-CONSUCODE-256,20207429091,PE-RUC,MUNICIPALIDAD PROVINCIAL DE POMABAMBA
ocds-dgv273-seacev3-2026-10406-4,ocds-dgv273-seacev3-2026-10406-4-2026-05-21T10:31:50.503908-05:00,PE-CONSUCODE-10406,20408299382,PE-RUC,GOBIERNO REGIONAL DE APURIMAC-TRANSPORTES APURIMAC
ocds-dgv273-seacev3-2026-200430-6,ocds-dgv273-seacev3-2026-200430-6-2026-05-21T10:31:50.178557-05:00,PE-CONSUCODE-200430,20494013453,PE-RUC,GOBIERNO REGIONAL DE SAN MARTIN - UNIDAD EJECUTORA HOSPITAL II-2 TARAPOTO
ocds-dgv273-seacev3-2026-10437-1,ocds-dgv273-seacev3-2026-10437-1-2026-05-21T10:31:16.877598-05:00,PE-CONSUCODE-10437,20230151297,PE-RUC,GOBIERNO REGIONAL DE CAJAMARCA - UNIDAD DE GESTION EDUCATIVA CHOTA
ocds-dgv273-seacev3-2026-1212-1,ocds-dgv273-seacev3-2026-1212-1-2026-05-21T10:31:16.861685-05:00,PE-CONSUCODE-1212,20205367994,PE-RUC,MUNICIPALIDAD DISTRITAL DE CHUGAY
ocds-dgv273-seacev3-1185314,ocds-dgv273-seacev3-1185314-2026-05-20T10:31:14.329537-05:00,PE-CONSUCODE-397,20154489895,PE-RUC,MUNICIPALIDAD PROVINCIAL DE AREQUIPA
ocds-dgv273-seacev3-1210211,ocds-dgv273-seacev3-1210211-2026-05-20T10:30:44.909499-05:00,PE-CONSUCODE-1568,20176736021,PE-RUC,MUNICIPALIDAD DISTRITAL DE YANACANCHA - PASCO
ocds-dgv273-seacev3-1209019,ocds-dgv273-seacev3-1209019-2026-05-20T10:30:44.207637-05:00,PE-CONSUCODE-1317,20131377909,PE-RUC,MUNICIPALIDAD DISTRITAL DE EL AGUSTINO
ocds-dgv273-seacev3-1184984,ocds-dgv273-seacev3-1184984-2026-05-20T10:30:31.313077-05:00,PE-CONSUCODE-911,20185726216,PE-RUC,MUNICIPALIDAD DISTRITAL DE COLCABAMBA - TAYACAJA
ocds-dgv273-seacev3-1185241,ocds-dgv273-seacev3-1185241-2026-05-17T10:12:51.259846-05:00,PE-CONSUCODE-820,20170327129,PE-RUC,MUNICIPALIDAD DISTRITAL DE QUELLOUNO
ocds-dgv273-seacev3-1200682,ocds-dgv273-seacev3-1200682-2026-05-17T10:12:44.164941-05:00,PE-CONSUCODE-949,20199460375,PE-RUC,MUNICIPALIDAD DISTRITAL DE SAN PEDRO DE CORIS
ocds-dgv273-seacev3-1185112,ocds-dgv273-seacev3-1185112-2026-05-17T10:12:31.918102-05:00,PE-CONSUCODE-200013,20479393568,PE-RUC,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA DE AMAZONAS
ocds-dgv273-seacev3-1185438,ocds-dgv273-seacev3-1185438-2026-05-16T10:22:15.225846-05:00,PE-CONSUCODE-551,20177865045,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANTA ROSA - LA MAR
ocds-dgv273-seacev3-2026-2430-9,ocds-dgv273-seacev3-2026-2430-9-2026-05-16T10:21:54.612321-05:00,PE-CONSUCODE-2430,20103030791,PE-RUC,EMPRESA ACTIVOS MINEROS SAC
ocds-dgv273-seacev3-2026-10438-1,ocds-dgv273-seacev3-2026-10438-1-2026-05-16T10:21:54.335160-05:00,PE-CONSUCODE-10438,20326144852,PE-RUC,GOBIERNO REGIONAL DE CAJAMARCA-EDUCACION CUTERVO
ocds-dgv273-seacev3-1209799,ocds-dgv273-seacev3-1209799-2026-05-16T10:21:49.606841-05:00,PE-CONSUCODE-1387,20172318551,PE-RUC,MUNICIPALIDAD DISTRITAL DE SANTA MARIA
ocds-dgv273-seacev3-1186003,ocds-dgv273-seacev3-1186003-2026-05-16T10:21:42.734350-05:00,PE-CONSUCODE-1312,20131368314,PE-RUC,MUNICIPALIDAD DISTRITAL DE CARABAYLLO
ocds-dgv273-seacev3-1184999,ocds-dgv273-seacev3-1184999-2026-05-16T10:21:42.674647-05:00,PE-CONSUCODE-1349,20131372770,PE-RUC,MUNICIPALIDAD DISTRITAL DE VILLA MARIA DEL TRIUNFO
ocds-dgv273-seacev3-1184399,ocds-dgv273-seacev3-1184399-2026-05-16T10:21:21.094279-05:00,PE-CONSUCODE-2356,20162483715,PE-RUC,EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE PISCO
ocds-dgv273-seacev3-2026-399-15,ocds-dgv273-seacev3-2026-399-15-2026-05-16T10:21:20.915003-05:00,PE-CONSUCODE-399,20159515240,PE-RUC,MUNICIPALIDAD DISTRITAL DE CERRO COLORADO
ocds-dgv273-seacev3-1185785,ocds-dgv273-seacev3-1185785-2026-05-15T10:34:14.770560-05:00,PE-CONSUCODE-169,20219943599,PE-RUC,MUNICIPALIDAD DISTRITAL DE ACZO
ocds-dgv273-seacev3-2026-10406-5,ocds-dgv273-seacev3-2026-10406-5-2026-05-15T10:34:05.780955-05:00,PE-CONSUCODE-10406,20408299382,PE-RUC,GOBIERNO REGIONAL DE APURIMAC-TRANSPORTES APURIMAC
ocds-dgv273-seacev3-2026-215-3,ocds-dgv273-seacev3-2026-215-3-2026-05-15T10:33:43.000647-05:00,PE-CONSUCODE-215,20212177351,PE-RUC,MUNICIPALIDAD DISTRITAL DE HUACACHI
ocds-dgv273-seacev3-1187329,ocds-dgv273-seacev3-1187329-2026-05-15T10:33:20.139448-05:00,PE-CONSUCODE-825,20158907039,PE-RUC,MUNICIPALIDAD DISTRITAL DE CCAPI
